ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,WATCH,-3,Caro vs peers en Healthcare (FCF rank 6/6),2026-08-13
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-13
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 4/4) | Piotroski fuerte (7.0/9),2026-08-13
AME,WATCH,4,EPS revision UP: EPS consensus ↑2.8% (9.32→9.58); Revenue estimate ↑3.9%,2026-08-13
AON,CAUTION,-3,Thesis drift MEDIUM: Score cayó 13pts en 45d (48→36) | Piotroski fuerte (8.0/9),2026-08-13
ASAZY,CAUTION,2,Thesis drift MEDIUM: FCF yield cayó 39.8pp (44.4%→4.6%) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.6% vs media sector 2.9%),2026-08-13
ATLKY,CAUTION,-14,Thesis drift MEDIUM: FCF yield cayó 19.4pp (21.9%→2.5%) | Señal salida MEDIUM: Score cayó 17pts (59 → 41),2026-08-13
AUTO.L,BEST,5,Mejor FCF en Communication Services (5.9% vs media sector 5.7%),2026-08-13
AXP,CAUTION,5,Señal salida MEDIUM: Score cayó 15pts (57 → 42) | Smart money: 1 HF + 0 insiders (conv 28) | Mejor FCF en Financial Services (6.9% vs media sector 5.0%),2026-08-13
BR,REVISION_UP,22,"Opciones TIER2 (q=70): VALUE strong (89pts), FCF 6.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.1% vs media sector 5.4%) | EPS revision STRONG_UP: EPS consensus ↑5.7% (9.98→10.55); Revenue estimate ↑3.1%",2026-08-13
CBOE,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-13
CL,WATCH,-4,EPS revision DOWN: EPS consensus ↓4.4% (4.79→4.58); Analistas: -11 (11→0),2026-08-13
CME,AVOID,-23,Thesis drift HIGH (45d): Score cayó 21pts en 45d (53→31) | Señal salida MEDIUM: Score cayó 21pts (53 → 31) | Caro vs peers en Financial Services (FCF rank 12/14),2026-08-13
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-08-13
COST,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-13
CTAS,CAUTION,-8,Señal salida MEDIUM: Score cayó 20pts (56 → 36) | Caro vs peers en Industrials (FCF rank 14/15) | Piotroski fuerte (8.0/9),2026-08-13
DHR,CAUTION,-6,Thesis drift MEDIUM: Upside analistas cayó 15pp (26%→11%),2026-08-13
EQIX,WATCH,4,EPS revision UP: EPS consensus ↑3.9% (45.72→47.48); Analistas: -4 (4→0),2026-08-13
G24.DE,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑5.3% (4.84→5.09); Revenue estimate ↑2.8%,2026-08-13
GWW,WATCH,4,EPS revision UP: EPS consensus ↑5.0% (50.41→52.90); Revenue estimate ↑2.7%,2026-08-13
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 15/15) | Piotroski fuerte (8.0/9),2026-08-13
ICE,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-13
IDXX,WATCH,4,EPS revision UP: EPS consensus ↑4.1% (17.26→17.96); Revenue estimate ↑2.6%,2026-08-13
IT,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑21.1% (22.21→26.89); Analistas: +15 (0→15),2026-08-13
ITRK.L,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑6.1% (3.32→3.53),2026-08-13
JNJ,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓11.1% (12.64→11.23); Analistas: -19 (23→4),2026-08-13
KO,CAUTION,2,Thesis drift MEDIUM: Score cayó 20pts en 45d (69→49) | Caro vs peers en Consumer Defensive (FCF rank 6/6) | Smart money: 1 HF + 0 insiders (conv 30) | Piotroski fuerte (7.0/9),2026-08-13
LSEG.L,WATCH,-4,EPS revision DOWN: EPS consensus ↓2.5% (8.52→8.30),2026-08-13
MA,CAUTION,-3,Thesis drift MEDIUM: Score cayó 21pts en 45d (78→57) | Piotroski fuerte (9.0/9),2026-08-13
MCO,CONFIRM,17,"Smart money: 1 HF + 0 insiders (conv 42) | Opciones TIER2 (q=50): VALUE strong (90pts), DIRECTIONAL (100% calls) | Piotroski fuerte (8.0/9)",2026-08-13
MSCI,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-13
MSFT,CONFIRM,5,Caro vs peers en Technology (FCF rank 10/10) | Smart money: 1 HF + 0 insiders (conv 29),2026-08-13
MSI,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑7.0% (18.96→20.27); Revenue estimate ↑3.4%,2026-08-13
NDAQ,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-13
OTIS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-13
PGR,BEST,5,Mejor FCF en Financial Services (12.5% vs media sector 5.0%),2026-08-13
RACE,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓5.4% (13.45→12.71); Analistas: +11 (0→11),2026-08-13
RELX,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓13.0% (2.34→2.04); Analistas: -2 (2→0),2026-08-13
SAP,WATCH,3,Piotroski fuerte (8.0/9),2026-08-13
SPGI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 11pts en 45d (61→50) | Piotroski fuerte (7.0/9),2026-08-13
TT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-13
TW,WATCH,3,Piotroski fuerte (8.0/9),2026-08-13
V,CAUTION,-9,Thesis drift MEDIUM: Score cayó 23pts en 45d (69→46) | Caro vs peers en Financial Services (FCF rank 13/14),2026-08-13
VLTO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-13
WMT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-13
WTKWY,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑7.9% (8.70→9.38); Revenue estimate ↑2.8%,2026-08-13
ZTS,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓7.5% (7.99→7.39); Revenue estimate ↓4.2%,2026-08-13
