Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,852.24,703.58,952.75,21.129082691378372,33.42181467181469,🟡,CERCA,251,2025-08-21 07:45:29
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2699.5,1861.2,2775.1,45.0408338706211,57.019562715765204,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAF,Dow Jones U.S. Delivery Services Index,1009.1,916.9,1383.0,10.05562220525685,43.511450381679374,🟡,CERCA,251,2025-08-21 07:45:29
DJUSAG,Dow Jones U.S. Asset Managers Index,400.48,273.77,419.77,46.28337655696389,55.533737950731876,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1509.28,913.78,1587.95,65.16885902514828,53.49305951701848,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAL,Dow Jones U.S. Aluminum Index,100.2,73.62,163.19,36.1043194784026,53.33946078431372,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAM,Dow Jones U.S. Medical Equipment Index,3024.1,2589.3,3151.1,16.792183215540867,32.53749617385989,🟡,CERCA,251,2025-08-21 07:45:29
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1248.16,845.49,1748.7,47.62563720446133,36.93043515394793,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAR,Dow Jones U.S. Airlines Index,226.79,137.83,259.72,64.54327795109917,35.69539925965098,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAS,Dow Jones U.S. Aerospace Index,2888.5,1883.9,3039.2,53.325548065183916,62.18644702358666,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAT,Dow Jones U.S. Auto Parts Index,417.63,288.25,424.12,44.8846487424111,20.79002079002086,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAU,Dow Jones U.S. Automobiles Index,1123.47,748.7,1613.6,50.05609723520769,37.8694721501116,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSAV,Dow Jones U.S. Media Agencies Index,438.0,346.44,702.93,26.42881884308971,72.8447847270558,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1198.6,962.0,1294.9,24.594594594594586,51.983663943990706,🟡,CERCA,251,2025-08-21 07:45:29
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2449.0,1876.9,2557.1,30.48111247269433,35.35450753930057,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,116.51,104.12,152.72,11.899731079523626,47.69072870338692,🟡,CERCA,251,2025-08-21 07:45:29
DJUSBK,Dow Jones U.S. Banks Index,738.56,521.55,761.58,41.6086664749305,50.21197394271538,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSBS,Dow Jones U.S. Basic Resources Index,400.44,274.91,409.9,45.662216725473776,30.12209080503628,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSBT,Dow Jones U.S. Biotechnology Index,2784.3,2297.4,3119.9,21.19352311308436,29.637039154044047,🟡,CERCA,251,2025-08-21 07:45:29
DJUSBV,Dow Jones U.S. Beverages Index,982.78,875.4,1070.16,12.266392506282841,16.94641704325373,🟡,CERCA,251,2025-08-21 07:45:29
DJUSCA,Dow Jones U.S. Gambling Index,740.74,513.6,765.64,44.22507788161993,54.20848024590903,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,751.92,647.09,855.73,16.200219443972234,31.916621548457073,🟡,CERCA,251,2025-08-21 07:45:29
DJUSCH,Dow Jones U.S. Chemicals Index,1994.99,1497.87,2050.51,33.188460947879335,41.27113649757471,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSCM,Dow Jones U.S. Personal Products Index,430.42,345.1,483.97,24.72326861779194,54.939697202976646,🟡,CERCA,251,2025-08-21 07:45:29
DJUSCN,Dow Jones U.S. Construction & Materials Index,2039.35,1484.39,2096.84,37.38640114794628,42.27525569711112,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSCP,Dow Jones U.S. Containers & Packaging Index,442.69,397.01,541.01,11.50600740535503,57.157100128186876,🟡,CERCA,251,2025-08-21 07:45:29
DJUSCR,Dow Jones U.S. Computer Hardware Index,11306.7,8364.8,12829.5,35.16999808722267,32.52392394924328,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2823.9,2625.1,3402.3,7.573044836387193,33.502377179080824,🟢,OPORTUNIDAD,251,2025-08-21 07:45:29
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,2440.29,1708.47,2589.69,42.834817117069655,46.12889006435689,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1098.72,863.05,1218.81,27.306645037946826,37.70221454374119,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSDB,Dow Jones U.S. Brewers Index,523.91,479.19,659.78,9.332415117176897,33.379258517034074,🟢,OPORTUNIDAD,251,2025-08-21 07:45:29
DJUSDN,Dow Jones U.S. Defense Index,772.33,598.11,788.84,29.128421193425964,39.15457413249211,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSDR,Dow Jones U.S. Food & Drug Retailers Index,1592.58,1221.74,1615.62,30.353430353430344,43.87364390555204,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSDS,Dow Jones U.S. Industrial Suppliers Index,956.21,683.22,970.27,39.95638300986505,44.34092198006966,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSDT,Dow Jones U.S. Diversified REITs Index,57.28,45.49,57.43,25.91778412837986,34.63768115942024,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSDV,Dow Jones U.S. Computer Services Index,248.21,231.08,304.29,7.413017136922276,65.48121804845519,🟢,OPORTUNIDAD,251,2025-08-21 07:45:29
DJUSEC,Dow Jones U.S. Electrical Components & Equipment Index,966.7,562.61,1055.56,71.82417660546383,72.50478534317752,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSEE,Dow Jones U.S. Electronic & Electrical Equipment Index,1093.27,643.85,1171.37,69.8019725091248,66.68856375037319,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSEH,Dow Jones U.S. Real Estate Holding & Development Index,60.9,50.8,72.61,19.88188976377953,31.66969147005446,🟡,CERCA,251,2025-08-21 07:45:29
DJUSEN,Dow Jones U.S. Oil & Gas Index,718.68,623.85,813.7,15.20076941572492,62.467061923583785,🟡,CERCA,251,2025-08-21 07:45:29
DJUSES,Dow Jones U.S. Real Estate Services Index,371.68,268.15,381.33,38.60898750699237,49.40542966120706,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSEU,Dow Jones U.S. Electricity Index,423.51,340.99,433.59,24.200123170767466,50.51369863013701,🟡,CERCA,251,2025-08-21 07:45:29
DJUSFA,Dow Jones U.S. Financial Administration Index,585.07,532.41,685.16,9.89087357487652,56.32659087553514,🟢,OPORTUNIDAD,251,2025-08-21 07:45:29
DJUSFB,Dow Jones U.S. Food & Beverage Index,726.53,668.77,816.7,8.636751050435874,21.90542420027809,🟢,OPORTUNIDAD,251,2025-08-21 07:45:29
DJUSFC,Dow Jones U.S. Fixed Line Telecommunications Index,173.01,115.22,173.61,50.15622287797257,15.647134578235722,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1305.96,1012.93,1346.72,28.928948693394418,49.21793534932221,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSFE,Dow Jones U.S. Industrial Machinery Index,1238.38,969.18,1325.15,27.776058110980433,49.078257257101264,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSFH,Dow Jones U.S. Furnishings Index,460.96,319.67,470.64,44.198704914443006,22.778111846061364,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSFI,Dow Jones U.S. Financial Services Index,2453.7,1907.9,2486.0,28.60736935898106,47.935680139069966,🔴,FUERTE,251,2025-08-21 07:45:29
DJUSFO,Dow Jones U.S. Food Producers Index,383.14,367.79,460.77,4.173577313140642,43.762993762993844,🟢,OPORTUNIDAD,251,2025-08-21 07:45:29
