Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2025-11-24 07:39:47,STAA,Staar Surgical Co,10%,P - Purchase,27.37,1500000,30064882,41%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/STAA_d.png,reports/graphs/STAA_w.png
2025-11-24 07:39:47,ET,Energy Transfer LP,Dir,P - Purchase,16.88,2000000,306295818,33%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/ET_d.png,reports/graphs/ET_w.png
2025-11-24 07:39:47,BFLY,"Butterfly Network, Inc.",Dir,P - Purchase,2.42,2800000,17667336,6%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/BFLY_d.png,reports/graphs/BFLY_w.png
2025-11-24 07:39:47,CNS,"Cohen & Steers, Inc.","Dir, 10%",P - Purchase,59.82,100000,9020666,5%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/CNS_d.png,reports/graphs/CNS_w.png
2025-11-24 07:39:47,RUM,Rumble Inc.,10%,P - Purchase,5.43,1063670,104397003,5%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/RUM_d.png,reports/graphs/RUM_w.png
2025-11-24 07:39:47,BLND,"Blend Labs, Inc.","Dir, 10%",P - Purchase,3.03,1382197,9599116,4%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/BLND_d.png,reports/graphs/BLND_w.png
2025-11-24 07:39:47,ANNX,"Annexon, Inc.",Dir,P - Purchase,4.38,822613,9728637,3%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/ANNX_d.png,reports/graphs/ANNX_w.png
2025-11-24 07:39:47,GLOO,"Gloo Holdings, Inc.","Pres, CEO, 10%",P - Purchase,8.0,412500,412500,3%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/GLOO_d.png,reports/graphs/GLOO_w.png
2025-11-24 07:39:47,GLOO,"Gloo Holdings, Inc.",Dir,P - Purchase,8.0,250000,275000,2%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/GLOO_d.png,reports/graphs/GLOO_w.png
2025-11-24 07:39:47,MSM,Msc Industrial Direct Co Inc,"Dir, 10%",P - Purchase,84.96,22870,8107605,1%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/MSM_d.png,reports/graphs/MSM_w.png
2025-11-24 07:39:47,CNS,"Cohen & Steers, Inc.","Exec COB, 10%",P - Purchase,59.88,25000,11990682,1%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/CNS_d.png,reports/graphs/CNS_w.png
2025-11-24 07:39:47,LAB,Standard Biotools Inc.,"Dir, 10%",P - Purchase,1.28,1075000,83634918,1%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/LAB_d.png,reports/graphs/LAB_w.png
2025-11-24 07:39:47,ALRM,"Alarm.Com Holdings, Inc.",CEO,P - Purchase,48.36,26000,1853751,1%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/ALRM_d.png,reports/graphs/ALRM_w.png
2025-11-24 07:39:47,BEN,Franklin Resources Inc,10%,P - Purchase,21.2,50000,94222436,1%,OpenInsider.com,2025-11-24 07:39:47,reports/graphs/BEN_d.png,reports/graphs/BEN_w.png
