ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,CAUTION,-8,"Señal salida MEDIUM: Earnings en 6d — alta incertidumbre, considera reducir",2026-07-13
ADP,CAUTION,-3,Thesis drift MEDIUM: Score cayó 24pts en 48d (59→35) | Piotroski fuerte (8.0/9),2026-07-13
AI.PA,WATCH,3,Piotroski fuerte (7.0/9),2026-07-13
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-13
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (45.3% vs media sector 5.0%),2026-07-13
ATLKY,BEST,5,Mejor FCF en Industrials (22.1% vs media sector 5.0%),2026-07-13
AUTO.L,CAUTION,-1,Thesis drift MEDIUM: Upside analistas cayó 15pp (34%→19%) | Mejor FCF en Communication Services (6.3% vs media sector 5.5%),2026-07-13
AXP,CAUTION,2,Thesis drift MEDIUM: Score cayó 11pts en 48d (40→29) | Smart money: 1 HF + 0 insiders (conv 24),2026-07-13
BRO,BEST,5,Mejor FCF en Financial Services (6.6% vs media sector 5.2%),2026-07-13
CB,BEST,5,Mejor FCF en Financial Services (9.4% vs media sector 5.2%),2026-07-13
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-13
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 13/14) | Piotroski fuerte (7.0/9),2026-07-13
CLPBY,WATCH,-4,EPS revision DOWN: EPS consensus ↓2.5% (0.41→0.40),2026-07-13
CTAS,CAUTION,-8,Señal salida MEDIUM: Score cayó 22pts (56 → 35) | Caro vs peers en Industrials (FCF rank 25/30) | Piotroski fuerte (8.0/9),2026-07-13
ECL,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑9.0% (10.88→11.86),2026-07-13
ETN,WATCH,0,Caro vs peers en Industrials (FCF rank 28/30) | Piotroski fuerte (7.0/9),2026-07-13
EXPN.L,BEST,8,Piotroski fuerte (9.0/9) | Mejor FCF en Industrials (3.9% vs media sector 5.0%),2026-07-13
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 27/30) | Piotroski fuerte (8.0/9),2026-07-13
FDS,BEST,11,Short squeeze MEDIUM: 17.2% short · Short elevado (17.2% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Financial Services (7.2% vs media sector 5.2%),2026-07-13
FICO,WATCH,10,Caro vs peers en Technology (FCF rank 12/14) | Short squeeze MEDIUM: 10.5% short · Short moderado (10.5% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑3.2% (48.77→50.34),2026-07-13
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 29/30) | Piotroski fuerte (8.0/9),2026-07-13
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 10/11) | Piotroski fuerte (8.0/9),2026-07-13
IT,BEST,11,Short squeeze MEDIUM: 25.8% short · Short muy alto (25.8% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (12.0% vs media sector 11.2%),2026-07-13
ITRK.L,BEST,5,Mejor FCF en Industrials (4.1% vs media sector 5.0%),2026-07-13
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-13
