ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,72.85,HKD,82.0,A,82.0,ROE 22.5% | Potencial +44% analistas | FCF yield 6.9% | Dividendo 3.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.75,43.8,30,6.9,5.47,3.01,,22.5,11.4,13.1,16.9,12.4,-31.5,cyclical risk | geopolitical risk,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-07-10,0,
0700.HK,Tencent Holdings Limited,459.8,HKD,82.0,A,82.0,ROE 20.5% | Potencial +52% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,698.79,52.0,40,3.1,6.5,1.13,,20.5,12.1,16.5,30.6,9.1,-32.7,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-07-10,0,
9999.HK,"NetEase, Inc.",206.2,HKD,81.0,A,81.0,ROE 22.1% | Potencial +21% | FCF yield 5.2% | Margen 30% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.94,21.2,20,5.2,2.65,2.12,,22.1,12.6,16.9,29.8,6.1,-16.9,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,Forward P/E seems low compared to trailing P/E and sector average,2026-07-10,0,
005930.KS,"Samsung Electronics Co., Ltd.",285000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 4.4x (vs 11x mercado) | Potencial +71% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,487814.5,71.2,36,3.6,8.9,,,18.9,4.4,,21.5,69.2,-23.9,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 4.4x seems anomalously low for a technology company like Samsung Electronics,2026-07-10,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,385.2,HKD,77.0,A,77.0,ROE 35.0% | Potencial +34% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,515.76,33.9,17,,4.24,3.43,,35.0,24.6,25.9,62.6,19.0,-17.3,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-10,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.79,BRL,76.0,A,76.0,ROE 26.7% | Potencial +35% analistas | Crecimiento ingresos +20% | Margen 47% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,35.5,14,,4.43,6.21,,26.7,11.4,16.1,47.0,20.3,-27.3,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and dividend yield may indicate potential overvaluation or unsustainable business model,2026-07-10,0,
1299.HK,AIA Group Limited,72.6,HKD,74.0,A,74.0,P/E 10.7x | Potencial +43% analistas | Margen 24% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,103.87,43.1,18,,5.38,2.67,,14.8,10.7,15.7,23.8,6.0,-21.2,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-07-10,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,55.9,HKD,71.0,A,71.0,ROE 17.5% | Potencial +51% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.16,50.6,23,-1.2,6.32,2.13,,17.5,11.1,11.4,10.7,21.3,-38.8,Negative FCF Yield | Cyclical Risk,,RISKY,Negative FCF Yield indicates potential cash flow issues,2026-07-10,0,
RENT3.SA,Localiza Rent a Car S.A.,39.4,BRL,71.0,A,71.0,P/E 8.2x | Potencial +47% analistas | FCF yield 24.0% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.93,47.0,15,24.0,5.88,5.51,,8.5,8.2,19.0,5.1,21.2,-26.1,cyclical | geopolitical,,SUSPECT,High FCF yield of 24.0% seems anomalous for a rental car company,2026-07-10,0,
TOTS3.SA,TOTVS S.A.,29.59,BRL,70.0,A,70.0,ROE 16.9% | Potencial +63% analistas | Crecimiento ingresos +22% | Dividendo 2.9% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.31,63.3,13,2.2,7.91,2.87,,16.9,14.0,20.1,15.2,22.4,-38.9,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 63.3% seems inconsistent with the fundamentals,2026-07-10,0,
