ticker,vcp_score,vcp_quality,stage,consolidation_quality,current_price_x,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price_y,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
V,0.0,,,,,58.0,Visa Inc.,69.5,Financial Services,Credit Services,85.0,70.0,36.0,85.0,65.0,322.39,613103173632.0,15.0,10.9,False,down,14.2,False,0.0,10.4,True,1.0,1.3,2.6,False,360.22,-10.5,2.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': np.float64(14.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",398.83,450.0,330.0,36.0,strong_buy,23.7,532.49,65.2,344.4,6.8,3.4,12.56,0.83,22.0,0.7,True,-3.48,43.6,35.5,43.0,2026-07-28,False,False,6.0,NEUTRAL,4.3,381.9,0.61,NEUTRAL,1.35,60.0,2.0,1.0,13.200000000000005,0.0,17.4,20.8,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,1688.2,25.0,38.2,15.0,False,down,10.9,0.0,False,0.0,True,1.0,2.0,18.0,29.0,41.4,Bajo 50%,20.4,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,58.69999999999999,0.0,3.0,0.0,3.0,5.0,0.05,0.06,0.0,0.0,0.0,2.0,21.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,47,0.4018,MEDIA,8.45,⭐ GOOD,🟢 Excellent,,,,,,,,False,1,1.181,False,-10.49,9.92,-14.58,sideways,stage1
NDAQ,0.0,,,,,60.1,"Nasdaq, Inc.",60.7,Financial Services,Financial Data & Stock Exchanges,85.0,50.0,36.0,60.0,65.0,88.98,50321821696.0,15.0,13.8,False,down,14.8,False,0.0,2.2,False,0.0,1.9,2.4,False,101.79,-12.6,3.0,False,"{'roe_pct': 16.2, 'debt_to_equity': 0.79, 'current_ratio': 1.0, 'operating_margin_pct': 48.4}","{'eps_growth_yoy': np.float64(14.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}",106.53,120.0,82.0,15.0,buy,19.7,116.95,31.4,99.6,11.9,3.1,2.76,1.26,32.5,1.28,True,-2.08,7.8,33.8,38.0,2026-07-23,False,False,9.0,STRONG,4.21,205.3,0.59,,,,,,16.200000000000003,0.0,18.0,18.2,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,503.1,23.0,36.2,15.0,False,down,13.8,0.0,False,0.0,False,0.0,0.0,16.0,29.0,48.3,Bajo 50%,22.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,66.785,0.0,3.0,0.0,3.0,5.0,0.06,-0.44,0.0,0.0,0.0,10.0,31.0,0,,8,RELIABLE/BUY (+8),WATCH,3.0,47,0.3914,MEDIA,15.07,🔵 DECENT,🟡 Good,,,,,,,,False,2,1.064,False,-11.99,16.2,-12.79,sideways,stage4
ADP,63.73809523809524,Excellent,Stage Unknown,19.96163463419413,209.7100067138672,15.0,"Automatic Data Processing, Inc.",72.5,Technology,Software - Application,100.0,80.0,24.0,85.0,50.0,226.21,90423894016.0,15.0,13.6,False,flat,49.3,True,1.0,15.8,True,2.0,4.3,5.3,False,315.98,-28.4,1.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': np.float64(49.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",246.8,305.0,190.0,15.0,hold,9.1,239.06,5.7,112.56,-50.2,5.25,11.88,3.01,60.5,2.04,True,-1.98,13.5,4.2,44.0,2026-07-29,False,False,8.0,STRONG,6.3,192.0,1.77,BULLISH,0.48,60.0,1.0,1.0,33.7,25.5,4.5,21.8,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,398.8,23.0,51.7,15.0,False,flat,13.6,0.0,True,1.0,True,2.0,5.0,22.0,29.0,27.6,Bajo 50%,16.3,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,58.75,8.0,6.0,5.0,3.0,1.0,0.0,0.95,0.0,0.0,0.0,10.0,7.0,0,,0,MIXED/WATCH (0),BEST,8.0,47,0.3385,MEDIA,31.61904761904762,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.118,False,-26.42,21.13,-20.86,sideways,stage4
AXP,61.8,Excellent,Stage Unknown,11.433337731919371,301.9100036621094,50.0,American Express Company,60.0,Financial Services,Credit Services,80.0,50.0,24.0,85.0,60.0,325.44,222056333312.0,15.0,24.6,False,down,3.0,True,1.0,5.9,False,0.0,2.3,3.8,False,387.49,-16.0,4.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 1.78, 'current_ratio': 1.57, 'operating_margin_pct': 21.2}","{'eps_growth_yoy': np.float64(3.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.3}",361.94,450.0,285.0,24.0,buy,11.2,,,281.78,-13.4,,,1.17,21.3,1.1,True,-2.93,,12.3,39.0,2026-07-24,False,False,4.0,NEUTRAL,,,0.92,,,,,,40.0,24.7,,18.0,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,529.2,23.0,61.0,15.0,False,down,24.6,0.0,True,1.0,False,0.0,2.0,18.0,29.0,41.4,Bajo 50%,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,49.0,0.0,0.0,0.0,3.0,3.0,0.1,0.1,0.0,0.0,0.0,0.0,,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,4,,,36.9,🔵 DECENT,🟡 Good,,,,,,,,False,2,1.071,False,-15.56,14.92,-23.23,sideways,stage1
AON,65.41666666666667,Excellent,Stage Unknown,16.497723976732345,325.9700012207031,84.0,Aon plc,77.7,Financial Services,Insurance Brokers,100.0,90.0,36.0,80.0,60.0,335.31,71614488576.0,15.0,18.6,False,down,109.3,False,0.0,21.2,True,2.0,1.4,1.9,False,381.0,-12.0,2.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",384.11,436.0,298.0,19.0,buy,14.6,597.35,78.1,493.49,47.2,4.67,15.65,0.98,16.4,0.76,True,-1.75,7.4,19.0,39.0,2026-07-24,False,False,8.0,STRONG,6.48,141.9,0.58,,,,,,46.7,26.2,25.2,23.3,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,210.9,25.0,74.7,15.0,False,down,18.6,0.0,False,0.0,True,2.0,2.0,27.0,29.0,10.3,Bottom 25%,12.2,-3.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,51.18000000000001,0.0,3.0,0.0,3.0,5.0,-0.3,-0.83,0.0,0.0,0.0,10.0,12.0,0,,-5,MIXED/AVOID (-5),WATCH,3.0,47,0.2668,BAJA,41.97833333333334,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-12.0% from high) - wait for pullback,-12.0,NEUTRAL,BUY,False,False,1,1.046,False,-11.57,10.38,-11.47,sideways,stage1
TEVA,0.0,,,,,50.0,Teva Pharmaceutical Industries ,61.4,Healthcare,Drug Manufacturers - Specialty & Generic,85.0,30.0,68.3,55.0,65.0,34.63,40324108288.0,80.0,78.5,False,flat,30.9,False,0.0,-4.7,False,0.0,2.9,4.6,False,37.35,-7.3,8.0,True,"{'roe_pct': 21.6, 'debt_to_equity': 2.06, 'current_ratio': 1.01, 'operating_margin_pct': 19.2}","{'eps_growth_yoy': np.float64(30.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.0}",40.9,50.0,33.0,10.0,strong_buy,18.1,95.11,174.6,40.2,16.1,6.48,2.24,,,2.95,False,,2.5,72.2,44.0,2026-07-29,False,False,8.0,STRONG,4.0,43.5,0.15,,,,,,40.3,0.0,,18.4,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,1083.0,5.0,26.3,80.0,False,flat,78.5,3.0,False,0.0,False,0.0,0.0,5.0,29.0,86.2,Top 25%,41.3,3.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,2/3,62.06,5.0,6.0,0.0,0.0,5.0,-0.9,1.56,1.0,1.0,0.0,10.0,85.0,0,,8,RELIABLE/BUY (+8),,0.0,38,,,30.14,🔵 DECENT,🟡 Average,,,,,,,,True,3,1.244,False,-7.28,131.02,6.5,uptrend,stage2
7741.T,0.0,,,,,50.0,HOYA CORP,62.0,Healthcare,Medical Instruments & Supplies,60.0,50.0,56.0,95.0,60.0,26630.0,8908120784896.0,,,,,,,0.0,,,0.0,,,False,30400.0,-12.4,6.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.04, 'current_ratio': 4.81, 'operating_margin_pct': 46.7}",{'profit_margin_pct': 26.7},30113.33,35000.0,23100.0,15.0,buy,13.1,9297.44,-65.1,7450.4,-72.0,1.96,522.75,1.12,39.7,0.74,,,,7.5,45.0,2026-07-31,False,False,6.0,NEUTRAL,3.95,33.1,5.2,,,,,,27.6,0.0,,18.6,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEGA_FLOAT,335.5,10.0,26.6,,,,,0.0,,0.0,,0.0,0.0,8.0,29.0,75.9,Top 25%,32.5,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,53.3,5.0,0.0,0.0,0.0,3.0,0.0,0.62,0.0,0.0,0.0,2.0,102.0,0,,0,MIXED/WATCH (0),,0.0,5,,,22.7,🔵 DECENT,🟡 Average,,,,,,,,False,2,0.946,False,-12.4,64.81,3.88,sideways,stage2
BRO,0.0,,,,,74.7,"Brown & Brown, Inc.",72.2,Financial Services,Insurance Brokers,100.0,90.0,15.0,75.0,55.0,59.99,20333481984.0,15.0,7.0,False,down,84.4,True,2.0,50.5,True,1.0,6.4,4.5,False,111.1,-46.0,0.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'eps_growth_yoy': np.float64(84.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}",71.5,90.0,60.0,16.0,hold,19.2,66.09,10.2,30.7,-48.8,7.49,4.49,1.08,20.5,0.65,True,-1.86,5.0,-3.2,42.0,2026-07-27,False,False,4.0,NEUTRAL,6.1,175.4,,,,,,,15.1,0.0,22.4,21.7,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,292.0,30.0,44.1,15.0,False,down,7.0,0.0,True,2.0,True,1.0,8.0,27.0,29.0,10.3,Bottom 25%,12.2,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,53.115,0.0,6.0,0.0,3.0,0.0,-2.05,-3.12,0.0,1.0,-1.5,0.0,11.0,0,,0,MIXED/WATCH (0),BEST,5.0,19,0.3744,MEDIA,0.0,🔵 DECENT,🟡 Average,,,,,,,,False,0,0.985,False,-45.52,11.48,-32.44,downtrend,stage1
CBOE,0.0,,,,,50.0,"Cboe Global Markets, Inc.",76.3,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,47.6,95.0,50.0,294.91,30863448064.0,35.0,37.6,False,down,64.1,True,1.0,8.5,True,2.0,3.0,2.9,False,371.18,-20.5,6.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.29, 'current_ratio': 1.39, 'operating_margin_pct': 39.7}","{'eps_growth_yoy': np.float64(64.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.8}",326.93,382.0,273.0,14.0,hold,10.9,406.47,37.8,351.3,19.1,3.25,9.58,0.98,23.8,1.29,True,-0.25,33.8,21.8,46.0,2026-07-31,False,False,8.0,STRONG,5.34,70.3,0.37,,,,,,40.7,0.0,,22.9,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,104.2,2.0,32.7,35.0,False,down,37.6,0.0,True,1.0,True,2.0,5.0,16.0,29.0,48.3,Bajo 50%,22.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,2/3,42.52,0.0,3.0,0.0,3.0,5.0,-0.33,-1.1,0.0,1.0,0.0,10.0,38.0,0,,-8,RELIABLE/AVOID (-8),,0.0,12,,,15.13,🔵 DECENT,🟡 Average,,,,,,,,False,2,1.593,False,-20.38,32.53,9.74,sideways,stage2
ASAZY,0.0,,,,,50.0,Assa Abloy AB,57.0,Industrials,Security & Protection Services,90.0,30.0,36.0,65.0,55.0,17.58,39054897152.0,15.0,8.1,False,down,44.4,False,0.0,-5.8,False,0.0,,,False,21.98,-20.0,3.0,False,"{'roe_pct': 15.0, 'debt_to_equity': 0.61, 'current_ratio': 1.0}","{'eps_growth_yoy': np.float64(44.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.5}",21.88,21.88,21.88,1.0,none,24.5,347.64,1877.5,22.5,28.0,44.21,8.2,1.87,41.6,1.7,False,,,22.2,32.0,2026-07-17,False,False,8.0,STRONG,,118.2,0.44,,,,,,1.3999999999999986,0.0,,17.1,2026-06-15 08:21:13,2026-06-15,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.3x ratio, 54% up volume)",MEGA_FLOAT,1999.6,23.0,24.4,15.0,False,down,8.1,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,52.8,0.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,,0,,3,MIXED/BUY (+3),BEST,8.0,27,,,5.699999999999999,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.753,False,-19.3,19.77,-16.62,downtrend,stage4
