ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': np.float64(-19.5), 'rs_6m': np.float64(-30.4)}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 24.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 52.9}",2539.0,22671599616,Industrials,Consulting Services,,,False,4101.0,-38.1,0,False,3882.78,4710.3,2354.99,18.0,strong_buy,52.9,3334.0,31.3,2818.0,11.0,3.99,1.01,2.07,39.8,0.52,1.37,,,,23.1,159.0,2026-11-18,False,False,5,NEUTRAL,6.22,493.1,0.63,33.3,,,,2026-06-12T08:48:52.666924,FTSE100,58.7,3.0,5.0,0.0,5.0,6.61,3.0,15.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
DB1.DE,DEUTSCHE BOERSE AG            N,70.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,56.0,80.0,65.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': np.float64(11.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-9.3), 'rs_6m': np.float64(3.2)}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.9}",244.6,44543111168,Financial Services,Financial Data & Stock Exchanges,,,False,279.1,-12.4,4,False,286.0,310.0,240.0,12.0,buy,16.9,,,136.76,-44.1,,,1.7,35.7,4.2,1.87,,,,12.2,40.0,2026-07-22,False,False,5,NEUTRAL,6.15,66.8,1.51,21.8,,,,2026-06-12T08:48:01.558300,DAX40,64.3,0.0,5.0,0.0,3.0,2.11,1.0,15.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,67.8,⭐⭐ GOOD,🟡 Good,95.0,60.0,30.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': np.float64(37.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-9.1), 'rs_6m': np.float64(-23.1)}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 41.1}",73.45,5194051584,Communication Services,Internet Content & Information,,,False,122.8,-40.2,1,False,103.65,135.0,86.0,17.0,strong_buy,41.1,,,108.3,47.4,,,2.02,36.6,1.5,1.51,,,44.1,40.6,55.0,2026-08-06,False,False,6,NEUTRAL,5.09,635.9,0.38,37.2,,,,2026-06-12T08:48:59.601911,DAX40,52.1,0.0,5.0,0.0,5.0,5.14,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
AMS.MC,"AMADEUS IT GROUP, S.A.",58.0,⭐ AVERAGE,🟡 Average,65.0,60.0,30.0,70.0,70.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': np.float64(-4.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.6), 'rs_6m': np.float64(-24.4)}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.8}",51.24,22103209984,Technology,Information Technology Services,,,False,73.6,-30.4,0,False,67.55,80.0,52.0,22.0,buy,31.8,40.35,-21.3,30.5,-40.5,4.89,2.51,3.09,46.6,1.54,1.73,True,-7.46,21.7,5.1,49.0,2026-07-31,False,False,7,NEUTRAL,7.59,473.7,2.61,33.9,,,,2026-06-12T08:48:35.582952,IBEX35,58.2,3.0,8.0,3.0,3.0,3.98,3.0,0.0,CONFIRMED_UPTREND,0,
NOVO-B.CO,Novo Nordisk B A/S,78.9,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,54.5,70.0,50.0,,,,,83.2,True,2,26.0,True,2,"{'eps_growth_yoy': np.float64(83.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.2}","{'revenue_growth_yoy': np.float64(26.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(6.4), 'rs_6m': np.float64(-12.5)}","{'roe_pct': 71.4, 'debt_to_equity': 0.72, 'current_ratio': 0.79, 'operating_margin_pct': 61.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 10.1}",283.1,1253865684992,Healthcare,Drug Manufacturers - General,,,False,533.4,-46.9,1,False,311.78,454.0,200.0,23.0,hold,10.1,,,822.3,190.5,-0.96,-3.59,5.63,42.7,15.9,1.81,True,-0.19,39.5,26.8,54.0,2026-08-05,False,False,5,NEUTRAL,9.76,64.7,0.2,39.3,,,,2026-06-12T08:48:11.299405,OMXCPH,57.6,-5.0,8.0,3.0,5.0,1.26,0.0,0.0,CONFIRMED_UPTREND,0,
WKL.AS,WOLTERS KLUWER,51.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 21.4},{},"{'rs_3m': np.float64(-18.4), 'rs_6m': np.float64(-37.1)}","{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 70.2}",61.14,13691948032,Industrials,Specialty Business Services,,,False,149.0,-59.0,0,False,104.03,160.0,71.0,15.0,buy,70.2,186.62,205.2,169.2,176.7,7.2,4.4,4.15,43.1,2.52,1.76,,,,36.9,54.0,2026-08-05,False,False,7,NEUTRAL,9.94,668.9,0.27,48.3,,,,2026-06-12T08:47:51.711192,AEX25,57.4,6.0,8.0,0.0,5.0,8.78,3.0,0.0,CONFIRMED_UPTREND,0,
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': np.float64(-17.6), 'rs_6m': np.float64(-27.7)}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 32.5}",426.695,3176216320,Communication Services,Internet Content & Information,,,False,827.0,-48.4,0,False,565.56,765.0,420.0,16.0,hold,32.5,668.0,56.6,470.0,10.1,6.05,0.26,2.52,36.2,0.11,1.49,,,,6.7,49.0,2026-07-31,False,False,6,NEUTRAL,9.16,637.5,0.75,36.4,,,,2026-06-12T08:49:34.952816,FTSE100,55.0,6.0,5.0,0.0,3.0,4.06,3.0,0.0,CONFIRMED_UPTREND,0,
SAP.DE,SAP SE                        I,62.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,15.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-24.8), 'rs_6m': np.float64(-39.1)}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 51.1}",142.16,165980192768,Technology,Software - Application,,,False,269.35,-47.2,0,False,214.81,290.0,154.99,26.0,strong_buy,51.1,133.62,-6.0,62.4,-56.1,4.91,6.98,1.79,37.7,2.5,1.45,True,-2.46,21.9,9.3,41.0,2026-07-23,False,False,8,STRONG,6.68,146.7,1.79,57.3,,,,2026-06-12T08:49:02.522131,DAX40,53.9,3.0,5.0,3.0,3.0,6.39,3.0,0.0,CONFIRMED_UPTREND,0,
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,55.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': np.float64(-18.2), 'rs_6m': np.float64(-31.8)}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 27.7}",456.1,3647112704,Communication Services,Internet Content & Information,,,False,844.4,-46.0,0,False,582.47,830.0,410.0,17.0,hold,27.7,490.0,7.4,340.0,-25.5,6.68,0.3,2.55,32.0,0.12,0.99,,,,2.0,146.0,2026-11-05,False,False,5,NEUTRAL,10.16,332.4,2.03,44.1,,,,2026-06-12T08:48:54.937662,FTSE100,47.2,6.0,5.0,0.0,1.0,3.46,3.0,0.0,CONFIRMED_UPTREND,-5,MIXED/AVOID (-5)
LR.PA,LEGRAND,69.5,⭐⭐ GOOD,🟡 Good,80.0,70.0,56.0,75.0,55.0,,,,,14.2,False,0,11.4,True,1,"{'eps_growth_yoy': np.float64(14.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': np.float64(11.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-11.5), 'rs_6m': np.float64(1.2)}","{'roe_pct': 16.9, 'debt_to_equity': 0.85, 'current_ratio': 1.96, 'operating_margin_pct': 19.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 16.3}",134.9,35262201856,Industrials,Electrical Equipment & Parts,,,False,166.95,-19.2,3,False,156.95,180.0,114.0,19.0,hold,16.3,99.99,-25.9,67.07,-50.3,3.23,4.35,1.78,45.3,2.38,1.91,True,-0.43,11.6,5.5,47.0,2026-07-29,False,False,6,NEUTRAL,4.69,45.7,1.52,27.7,,,,2026-06-12T08:49:17.858243,CAC40,51.8,3.0,5.0,3.0,3.0,2.04,1.0,0.0,CONFIRMED_UPTREND,0,
