ticker,vcp_score,vcp_quality,stage,consolidation_quality,current_price_x,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price_y,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
V,0.0,,,,,58.0,Visa Inc.,69.5,Financial Services,Credit Services,85.0,70.0,36.0,85.0,65.0,321.84,612057219072.0,15.0,12.2,False,down,14.2,False,0.0,10.4,True,1.0,1.3,2.6,False,375.51,-14.3,2.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': np.float64(14.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",398.83,450.0,330.0,36.0,strong_buy,23.9,532.49,65.5,344.1,6.9,3.4,12.56,0.82,22.0,0.7,True,-3.49,43.6,35.5,48.0,2026-07-28,False,False,6.0,NEUTRAL,4.26,381.9,0.61,BULLISH,0.05,100.0,10.0,3.0,15.200000000000005,0.0,17.4,20.8,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,1688.2,25.0,38.2,15.0,False,down,12.2,0.0,False,0.0,True,1.0,2.0,24.0,29.0,20.7,Bottom 25%,17.5,-3.0,0.0,3.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,74.69999999999999,0.0,3.0,0.0,3.0,5.0,0.02,0.13,0.0,0.0,0.0,2.0,23.0,1,Berkshire Hathaway (Buffett),3,MIXED/BUY (+3),CONFIRM,8.0,45,0.4018,MEDIA,8.45,⭐⭐ STRONG,🟢 Excellent,,,,,,,,False,1,1.185,False,-13.68,9.66,-8.94,sideways,stage1
ADP,63.73809523809524,Excellent,Stage Unknown,19.96163463419413,209.7100067138672,15.0,"Automatic Data Processing, Inc.",75.5,Technology,Software - Application,100.0,80.0,38.7,85.0,50.0,231.48,92530491392.0,15.0,17.1,False,flat,49.3,True,1.0,15.8,True,2.0,4.3,5.3,False,315.98,-26.7,1.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': np.float64(49.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",246.8,305.0,190.0,15.0,hold,6.6,239.06,3.3,112.67,-51.3,5.13,11.88,2.94,60.5,2.04,True,-1.93,13.5,4.2,48.0,2026-07-29,False,False,8.0,STRONG,6.16,192.0,1.81,NEUTRAL,0.52,60.0,2.0,2.0,29.6,25.5,4.5,22.6,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,398.8,23.0,52.6,15.0,False,flat,17.1,0.0,True,1.0,True,2.0,5.0,21.0,29.0,31.0,Bajo 50%,18.9,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,59.95,8.0,6.0,3.0,3.0,1.0,0.19,0.95,1.0,0.0,0.0,10.0,6.0,0,,0,MIXED/WATCH (0),BEST,8.0,45,0.3385,MEDIA,31.91904761904762,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.14,False,-25.62,23.28,-16.7,sideways,stage4
VRSN,0.0,,,,,86.7,"VeriSign, Inc.",62.3,Technology,Software - Infrastructure,85.0,50.0,53.9,50.0,60.0,282.52,25709318144.0,35.0,44.8,False,flat,3.4,True,1.0,4.6,False,0.0,2.4,2.6,False,312.48,-9.6,6.0,False,"{'current_ratio': 0.46, 'operating_margin_pct': 68.5}","{'eps_growth_yoy': np.float64(3.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 50.0}",306.25,355.0,265.0,4.0,buy,8.4,185.13,-34.5,103.28,-63.4,3.14,8.87,1.14,34.5,,True,-3.37,15.4,8.0,43.0,2026-07-23,False,False,8.0,STRONG,4.23,512.5,2.32,BULLISH,0.0,60.0,1.0,0.0,39.7,0.0,26.0,18.7,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,90.4,20.0,44.7,35.0,False,flat,44.8,0.0,True,1.0,False,0.0,2.0,17.0,29.0,44.8,Bajo 50%,23.2,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,False,2/3,50.655,8.0,3.0,0.0,3.0,3.0,0.0,0.57,2.0,0.0,0.0,10.0,23.0,1,Berkshire Hathaway (Buffett),-5,MIXED/AVOID (-5),CAUTION,0.0,45,0.3361,MEDIA,22.73,🔵 DECENT,🟡 Good,,,,,,,,False,2,1.111,False,-9.24,36.66,9.82,uptrend,stage2
TEVA,0.0,,,,,50.0,Teva Pharmaceutical Industries ,62.4,Healthcare,Drug Manufacturers - Specialty & Generic,85.0,30.0,73.1,55.0,65.0,34.03,39625449472.0,80.0,77.8,False,flat,30.9,False,0.0,-4.7,False,0.0,2.9,4.6,False,37.35,-8.9,8.0,True,"{'roe_pct': 21.6, 'debt_to_equity': 2.06, 'current_ratio': 1.01, 'operating_margin_pct': 19.2}","{'eps_growth_yoy': np.float64(30.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.0}",41.27,50.0,33.0,11.0,strong_buy,21.3,95.11,179.5,40.2,18.1,6.59,2.24,,,2.95,False,,2.5,72.2,48.0,2026-07-29,False,False,8.0,STRONG,4.01,43.5,0.15,,,,,,40.7,0.0,,18.7,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,1083.1,5.0,26.7,80.0,False,flat,77.8,3.0,False,0.0,False,0.0,0.0,6.0,29.0,82.8,Top 25%,42.2,3.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,2/3,62.71000000000001,5.0,6.0,0.0,0.0,5.0,0.0,2.48,1.0,0.0,0.0,10.0,85.0,0,,8,RELIABLE/BUY (+8),,0.0,33,,,30.24,🔵 DECENT,🟡 Average,,,,,,,,True,3,1.235,False,-8.97,126.82,11.2,uptrend,stage2
CTAS,64.96875,Excellent,Stage Unknown,11.838579538325552,181.2100067138672,37.1,Cintas Corporation,66.7,Industrials,Specialty Business Services,90.0,50.0,36.0,90.0,65.0,180.61,72268726272.0,15.0,17.7,False,down,12.1,True,1.0,6.5,False,0.0,4.0,5.7,False,226.75,-20.3,2.0,False,"{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'eps_growth_yoy': np.float64(12.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}",212.41,255.0,160.0,17.0,buy,17.6,73.4,-59.4,47.5,-73.7,2.09,3.77,1.0,36.7,0.9,True,-1.65,24.3,6.8,35.0,2026-07-16,False,False,8.0,STRONG,3.17,64.5,3.43,BULLISH,0.0,50.0,2.0,0.0,36.1,26.0,11.1,20.0,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,342.1,23.0,57.1,15.0,False,down,17.7,0.0,True,1.0,False,0.0,2.0,15.0,29.0,51.7,Medio,24.6,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,51.235,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,87.0,0,,0,MIXED/WATCH (0),WATCH,0.0,45,0.0844,BAJA,31.654375,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.076,False,-19.21,12.91,-8.27,sideways,stage1
NDAQ,0.0,,,,,60.1,"Nasdaq, Inc.",60.7,Financial Services,Financial Data & Stock Exchanges,85.0,50.0,36.0,60.0,65.0,87.32,49383022592.0,15.0,10.6,False,down,14.8,False,0.0,2.2,False,0.0,1.9,2.4,False,101.79,-14.2,1.0,False,"{'roe_pct': 16.2, 'debt_to_equity': 0.79, 'current_ratio': 1.0, 'operating_margin_pct': 48.4}","{'eps_growth_yoy': np.float64(14.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}",106.47,120.0,82.0,15.0,buy,21.9,116.95,33.9,99.6,14.1,3.16,2.76,1.28,32.5,1.28,True,-2.12,7.8,33.8,42.0,2026-07-23,False,False,9.0,STRONG,4.27,205.3,0.58,,,,,,11.200000000000005,0.0,18.0,18.2,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,503.1,23.0,36.2,15.0,False,down,10.6,0.0,False,0.0,False,0.0,0.0,16.0,29.0,48.3,Bajo 50%,24.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,58.785,0.0,3.0,0.0,3.0,5.0,0.0,-0.5,0.0,0.0,0.0,10.0,27.0,0,,8,RELIABLE/BUY (+8),WATCH,0.0,45,0.3914,MEDIA,7.57,🔵 DECENT,🟡 Average,,,,,,,,False,0,1.085,False,-14.39,13.04,-11.79,downtrend,stage1
AON,65.41666666666667,Excellent,Stage Unknown,16.497723976732345,325.9700012207031,84.0,Aon plc,77.7,Financial Services,Insurance Brokers,100.0,90.0,36.0,80.0,60.0,339.31,72468791296.0,15.0,24.2,False,down,109.3,False,0.0,21.2,True,2.0,1.4,1.9,False,381.0,-10.9,3.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",384.11,436.0,298.0,19.0,buy,13.2,597.35,76.0,493.22,45.4,4.61,15.65,0.99,16.4,0.76,True,-1.72,7.4,27.1,43.0,2026-07-24,False,False,8.0,STRONG,6.54,141.9,0.58,,,,,,51.7,26.2,25.2,23.3,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,210.9,25.0,74.7,15.0,False,down,24.2,0.0,False,0.0,True,2.0,2.0,26.0,29.0,13.8,Bottom 25%,16.2,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,42.18000000000001,0.0,3.0,0.0,3.0,5.0,-0.3,-0.83,0.0,1.0,0.0,10.0,12.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,2.0,45,0.2668,BAJA,49.47833333333334,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-10.7% from high) - wait for pullback,-10.7,NEUTRAL,BUY,False,False,1,0.989,False,-10.39,11.86,-9.44,sideways,stage1
ASAZY,0.0,,,,,50.0,Assa Abloy AB,57.0,Industrials,Security & Protection Services,90.0,30.0,36.0,65.0,55.0,17.47,38810521600.0,15.0,9.7,False,down,44.4,False,0.0,-5.8,False,0.0,,,False,21.98,-20.5,3.0,False,"{'roe_pct': 15.0, 'debt_to_equity': 0.61, 'current_ratio': 1.0}","{'eps_growth_yoy': np.float64(44.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.5}",21.88,21.88,21.88,1.0,none,25.2,347.64,1889.9,22.8,30.5,44.49,8.2,1.89,41.6,1.7,False,,,22.2,36.0,2026-07-17,False,False,8.0,STRONG,,118.2,0.44,,,,,,1.3999999999999986,0.0,,17.1,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.3x ratio, 54% up volume)",MEGA_FLOAT,1999.7,23.0,24.4,15.0,False,down,9.7,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,50.8,0.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,,0,,3,MIXED/BUY (+3),BEST,8.0,22,,,5.699999999999999,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.742,False,-20.45,18.06,-14.84,downtrend,stage4
AUTO.L,0.0,,,,,84.4,AUTOTRADER GROUP PLC ORD 1P,55.5,Communication Services,Internet Content & Information,60.0,50.0,30.0,90.0,55.0,467.7396,3740186368.0,,,,,,,0.0,,,0.0,,,False,844.4,-44.6,0.0,False,"{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}",{'profit_margin_pct': 47.1},582.47,830.0,410.0,17.0,hold,24.5,490.0,4.8,340.0,-27.3,6.52,0.3,2.48,32.0,0.99,,,,2.0,147.0,2026-11-05,False,False,5.0,NEUTRAL,9.89,332.4,2.08,,,,,,14.0,0.0,25.3,16.6,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,85,"Strong institutional buying (1.8x ratio, 62% up volume)",MEGA_FLOAT,803.1,23.0,42.0,,,,,0.0,,0.0,,0.0,0.0,11.0,29.0,65.5,Medio,30.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.42,0.0,6.0,3.0,0.0,1.0,-0.27,-10.92,0.0,2.0,0.0,0.0,2.0,0,,-5,MIXED/AVOID (-5),CAUTION,-6.0,45,0.5691,ALTA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,1.072,False,-44.32,12.3,-29.02,downtrend,stage1
7741.T,0.0,,,,,50.0,HOYA CORP,61.2,Healthcare,Medical Instruments & Supplies,60.0,50.0,50.0,95.0,65.0,25710.0,8600367923200.0,,,,,,,0.0,,,0.0,,,False,30400.0,-15.4,0.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.04, 'current_ratio': 4.81, 'operating_margin_pct': 46.7}",{'profit_margin_pct': 26.7},30113.33,35000.0,23100.0,15.0,buy,17.1,9297.44,-63.8,7425.5,-71.1,2.03,522.75,1.15,39.7,0.74,,,,7.5,50.0,2026-07-31,False,False,6.0,NEUTRAL,4.08,33.1,5.02,,,,,,0.0,0.0,,18.4,2026-06-10 15:11:55,2026-06-10,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,335.5,30.0,26.2,,,,,0.0,,0.0,,0.0,0.0,8.0,29.0,75.9,Top 25%,34.3,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,43.98,5.0,0.0,0.0,0.0,3.0,0.0,0.62,0.0,0.0,0.0,2.0,96.0,0,,0,MIXED/WATCH (0),,0.0,45,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,,False,,,,sideways,stage1
