ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0700.HK,Tencent Holdings Limited,465.6,HKD,82.0,A,82.0,ROE 20.5% | Potencial +52% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,707.09,51.9,42,3.1,6.48,1.17,,20.5,12.1,16.7,30.6,9.1,-31.8,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,Forward P/E seems low compared to the sector average and the company's historical performance,2026-06-10,0,
2020.HK,ANTA Sports Products Limited,75.35,HKD,82.0,A,82.0,ROE 22.5% | Potencial +39% analistas | FCF yield 6.6% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.74,39.0,30,6.6,4.88,2.87,,22.5,11.8,13.6,16.9,12.4,-29.1,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-06-10,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.03,BRL,81.0,A,81.0,ROE 26.7% | Potencial +34% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.9% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.11,33.8,14,,4.22,3.94,,26.7,11.5,16.3,47.0,20.3,-26.1,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE may indicate potential anomalies or one-time gains,2026-06-10,0,
9999.HK,"NetEase, Inc.",194.4,HKD,81.0,A,81.0,ROE 22.1% | Potencial +29% | FCF yield 5.5% | Margen 30% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,250.01,28.6,22,5.5,3.58,2.41,,22.1,11.8,15.9,29.8,6.1,-21.6,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-06-10,0,
005930.KS,"Samsung Electronics Co., Ltd.",302500.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 5.3x (vs 11x mercado) | Potencial +37% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,413478.9,36.7,37,3.4,4.59,,,18.9,5.3,,21.5,69.2,-18.2,cyclical | geopolitical,SSNLF,SUSPECT,Forward P/E of 5.3x seems unusually low for a technology company like Samsung Electronics,2026-06-10,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,383.0,HKD,77.0,A,77.0,ROE 35.0% | Potencial +35% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,35.4,17,,4.42,3.4,,35.0,24.5,25.7,62.6,19.0,-17.8,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-06-10,0,
1299.HK,AIA Group Limited,70.25,HKD,74.0,A,74.0,P/E 10.4x | Potencial +49% analistas | Margen 24% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.35,48.5,18,,6.07,2.72,,14.8,10.4,15.2,23.8,6.0,-23.8,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-06-10,0,
RENT3.SA,Localiza Rent a Car S.A.,39.63,BRL,71.0,A,71.0,P/E 7.9x | Potencial +49% analistas | FCF yield 23.9% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.06,49.0,15,23.9,6.13,5.11,,8.5,7.9,19.1,5.1,21.2,-25.7,Cyclical Risk | Geopolitical Risk,,SUSPECT,High FCF yield and analyst upside seem unusually optimistic for a rental car company,2026-06-10,0,
TOTS3.SA,TOTVS S.A.,30.02,BRL,70.0,A,70.0,ROE 16.9% | Potencial +69% analistas | Crecimiento ingresos +22% | Dividendo 2.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,50.62,68.6,13,2.2,8.58,2.11,,16.9,14.2,20.4,15.2,22.4,-38.0,Geopolitical Risk | Cyclical Risk,,SUSPECT,"High analyst upside of 68.6% seems inconsistent with the fundamentals, particularly the forward P/E of 14.2x.",2026-06-10,0,
4568.T,"Daiichi Sankyo Company, Limited",2487.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +72% analistas | FCF negativo | Dividendo 3.9% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4281.76,72.1,17,-5.0,9.02,3.91,,15.8,17.3,17.7,12.2,13.7,-40.5,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-06-10,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",57.2,HKD,64.0,B,64.0,P/E 5.2x (vs 11x mercado) | Potencial +45% analistas | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,83.01,45.1,16,,5.64,5.39,,11.3,5.2,6.8,13.9,-3.3,-23.4,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Geopolitical risks,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-06-10,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,38.85,BRL,62.0,B,62.0,ROE 21.8% | P/E 7.5x | Potencial +25% | Margen 33% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.38,24.5,13,,3.07,2.28,,21.8,7.5,9.4,33.3,-2.1,-21.8,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-06-10,0,
7974.T,"Nintendo Co., Ltd.",7215.0,JPY,61.0,B,61.0,Potencial +44% analistas | Crecimiento ingresos +95% | Dividendo 2.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10364.28,43.6,25,3.3,5.46,2.83,,14.9,21.2,19.8,18.3,95.1,-51.2,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-06-10,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,32.81,BRL,60.0,B,60.0,ROE 19.2% | Potencial +49% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,48.75,48.6,13,3.7,6.07,1.91,,19.2,11.8,15.7,8.1,10.6,-32.2,Deuda elevada (D/E >2x) | Deuda elevada | Regulatory risks in healthcare sector | Geopolitical risks in Brazil,RDORY,SUSPECT,High debt-to-equity ratio and relatively low forward P/E raise concerns,2026-06-10,0,
105560.KS,KB Financial Group Inc.,154000.0,KRW,58.0,B,58.0,P/E 8.1x | Potencial +27% | Crecimiento ingresos +15% | Margen 37% | Dividendo 3.0%,1,0,Financial Services,Korea,🇰🇷,21.2,195750.0,27.1,20,,3.39,2.97,,10.0,8.1,,36.6,15.2,-12.4,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,Low Forward P/E ratio of 8.1x may indicate undervaluation or overlooked risks,2026-06-10,0,
7203.T,Toyota Motor Corporation,2814.0,JPY,57.0,B,57.0,P/E 8.7x (vs 16x mercado) | Potencial +33% analistas | FCF negativo | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3735.78,32.8,18,-2.6,4.09,3.53,,10.2,8.7,9.5,7.6,1.9,-29.6,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established company like Toyota,2026-06-10,0,
9432.T,"NTT, Inc.",149.0,JPY,57.0,B,57.0,P/E 10.2x (vs 16x mercado) | Potencial +16% | FCF yield 85.7% | Dividendo 3.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,172.77,16.0,13,85.7,1.99,3.68,,10.0,10.2,11.8,7.2,9.1,-10.9,Potential data error | Verify FCF calculation,,SUSPECT,FCF yield of 85.7% appears anomalous and likely incorrect for a communication services company,2026-06-10,0,
