ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,BEST,5,Mejor FCF en Healthcare (4.0% vs media sector 2.5%),2026-06-11
ADP,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.1% vs media sector 3.8%),2026-06-11
AI.PA,REVISION_UP,8,Caro vs peers en Basic Materials (FCF rank 7/7) | Piotroski fuerte (7.0/9) | EPS revision STRONG_UP: EPS consensus ↑33.2% (-1.02→-0.68); Revenue estimate ↑5.3%,2026-06-11
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 11/11),2026-06-11
AON,CAUTION,-3,Thesis drift MEDIUM: Score cayó 12pts en 46d (54→42) | Piotroski fuerte (8.0/9),2026-06-11
ASAZY,CAUTION,2,Thesis drift MEDIUM: Score cayó 14pts en 46d (65→51) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.5% vs media sector 6.5%),2026-06-11
ATLKY,CAUTION,-1,Thesis drift MEDIUM: FCF yield cayó 4.9pp (27.5%→22.7%) | Mejor FCF en Industrials (22.7% vs media sector 6.5%),2026-06-11
AUTO.L,CAUTION,-17,Quality decay MEDIUM: Piotroski cayó 3pts (8 → 5/9) | Thesis drift MEDIUM: Score cayó 13pts en 46d (60→47) | Señal salida MEDIUM: Score cayó 18pts (65 → 47) | Mejor FCF en Communication Services (6.5% vs media sector 5.6%),2026-06-11
AXP,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 27),2026-06-11
BR,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-11
BRO,BEST,5,Mejor FCF en Financial Services (7.3% vs media sector 5.1%),2026-06-11
CBOE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 16pts en 46d (45→29) | Piotroski fuerte (8.0/9),2026-06-11
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-11
CME,CAUTION,-6,Thesis drift MEDIUM: Score cayó 17pts en 46d (44→27),2026-06-11
COST,WATCH,3,Piotroski fuerte (7.0/9),2026-06-11
CP,WATCH,4,EPS revision UP: EPS consensus ↑2.9% (7.27→7.48),2026-06-11
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 17/19) | Piotroski fuerte (8.0/9),2026-06-11
DSGX,WATCH,4,EPS revision UP: EPS consensus ↑3.9% (3.72→3.87); Revenue estimate ↑2.7%,2026-06-11
EXPN.L,CONFIRM,8,Smart money: 0 HF + 3 insiders (conv 48),2026-06-11
FAST,WATCH,4,Caro vs peers en Industrials (FCF rank 18/19) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑3.8% (1.19→1.23); Analistas: -16 (16→0),2026-06-11
FICO,WATCH,0,Caro vs peers en Technology (FCF rank 7/8) | Piotroski fuerte (7.0/9),2026-06-11
G24.DE,CAUTION,-8,Señal salida MEDIUM: Score cayó 21pts (73 → 52),2026-06-11
GVDNY,CAUTION,-3,Thesis drift MEDIUM: Score cayó 14pts en 46d (50→36) | Piotroski fuerte (7.0/9),2026-06-11
INTU,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-11
ITRK.L,CAUTION,-6,Thesis drift MEDIUM: Score cayó 16pts en 46d (49→34),2026-06-11
JKHY,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-11
KO,CAUTION,2,Thesis drift MEDIUM: Score cayó 15pts en 46d (44→28) | Caro vs peers en Consumer Defensive (FCF rank 9/10) | Smart money: 1 HF + 0 insiders (conv 24) | Piotroski fuerte (7.0/9),2026-06-11
LSEG.L,WATCH,3,Piotroski fuerte (7.0/9),2026-06-11
MA,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-11
NDAQ,WATCH,0,Caro vs peers en Financial Services (FCF rank 10/11) | Piotroski fuerte (9.0/9),2026-06-11
ORLY,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-06-11
PGR,BEST,5,Mejor FCF en Financial Services (13.0% vs media sector 5.1%),2026-06-11
RELX,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-11
SAP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-11
SHW,WATCH,4,EPS revision UP: EPS consensus ↑2.4% (13.26→13.58),2026-06-11
SPGI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 13pts en 46d (51→37) | Piotroski fuerte (7.0/9),2026-06-11
TT,WATCH,3,Piotroski fuerte (9.0/9),2026-06-11
