Price,Close,High,Low,Open,Volume
Ticker,XLK,XLK,XLK,XLK,XLK
Date,,,,,
2025-11-03,150.72637939453125,151.87962891986567,149.90263191010374,151.55012687895876,13983600
2025-11-04,146.74742126464844,148.97403975637806,146.5027971823794,148.00052549474717,16722600
2025-11-05,147.32154846191406,148.5147460057959,146.26315621794882,146.48782156068953,14447000
2025-11-06,144.3610382080078,147.24666074934427,143.6171713715503,147.0868994096938,24797400
2025-11-07,143.86178588867188,143.8967365360879,140.58675482186487,143.12789847132976,25547000
2025-11-10,147.5412139892578,147.82078871929272,145.67405092030742,146.43289443959077,18286400
2025-11-11,146.2831268310547,146.83228168169433,145.30959734913895,146.56768362678758,14871600
2025-11-12,146.73744201660156,147.5062649145692,145.85377256073136,147.5062649145692,13179200
2025-11-13,143.07797241210938,146.11835881483378,142.29915497080455,145.9186647696211,22385800
2025-11-14,143.85679626464844,145.15982777284742,139.9327555382445,140.4369803586344,27429600
2025-11-17,141.605224609375,144.06648777438318,140.46195441612323,142.50885279154375,24675400
2025-11-18,139.3037109375,141.1059852783042,138.02565065199957,140.38207716008105,36747600
2025-11-19,140.27223205566406,141.8448436259452,138.9542239203219,139.3136792994444,27668800
2025-11-20,135.86891174316406,144.0365310784285,135.55438637208076,143.50233767788,56551800
2025-11-21,136.39312744140625,138.21036315612787,133.53745825911813,136.0935787397744,44959000
2025-11-24,139.6431884765625,140.1374491704387,137.22685534050976,137.3117333136174,20124800
2025-11-25,140.0176239013672,140.37707930748732,136.44804112023326,138.41505886543507,21303400
2025-11-26,141.67510986328125,142.27918933706104,140.57676969669987,141.67011256026225,13358800
2025-11-28,142.8932647705078,142.91822081447927,141.59023323164357,141.9746599114287,6792200
2025-12-01,142.95816040039062,143.38750183992323,141.0710234690624,141.50536221136886,12846600
2025-12-02,144.43092346191406,145.2946189161062,143.42745588091145,143.84681796838237,15719000
2025-12-03,144.77540588378906,144.87526053198317,143.01307951649295,143.73199032358576,11623200
2025-12-04,145.31459045410156,145.574191198462,144.27615700530072,144.97011173880202,9995200
2025-12-05,146.3779754638672,147.0868916130084,145.46935003290903,145.9885667414107,6628000
2025-12-08,147.4064178466797,148.1552819645991,146.69748644468365,147.20670856002425,8272800
2025-12-09,147.7958221435547,148.02546953350188,146.73742999303053,147.11684410779566,6978200
2025-12-10,148.50474548339844,148.9940088676394,146.59764974037876,147.46632725776678,8961100
2025-12-11,147.7458953857422,147.90565671660877,144.89022634813838,146.83726995657756,9769300
