Price,Close,High,Low,Open,Volume
Ticker,XLP,XLP,XLP,XLP,XLP
Date,,,,,
2025-11-03,75.07767486572266,75.57369544290934,74.85942460077278,75.5141753956224,16185500
2025-11-04,75.38520050048828,75.5935282216743,74.94870756648213,75.39512303064177,18147000
2025-11-05,75.33560180664062,75.60344956720496,74.9090238407991,75.29591925532132,15782900
2025-11-06,74.99830627441406,75.3256816566375,74.56181333345582,75.09750887151034,15452200
2025-11-07,76.09947204589844,76.23835719472059,75.27607611454357,75.52408639010783,16959500
2025-11-10,75.82170104980469,76.00026874931297,75.32568050324537,75.87130613192977,16805900
2025-11-11,76.8137435913086,76.92286871910312,76.00027018235951,76.05979022709361,19801200
2025-11-12,76.70462036132812,77.11136086020268,76.68478286881695,76.87326553802933,10978200
2025-11-13,76.70462036132812,77.17088090640941,76.50621516152354,76.71454289192032,15370800
2025-11-14,76.64509582519531,76.99230868884995,76.1788353074279,76.73437588927531,13138200
2025-11-17,76.15898895263672,76.98238485007123,76.10939144077085,76.66493201317358,13887100
2025-11-18,76.48636627197266,76.76413656526513,76.03002828032461,76.3673261855175,16840000
2025-11-19,75.90106964111328,76.45661025680947,75.6232993332652,76.32764763350092,15122100
2025-11-20,76.44668579101562,76.76413864461645,76.08955038463057,76.13915546777912,21590200
2025-11-21,77.2800064086914,77.77602697926237,76.59549559932803,76.74430328423396,22216000
2025-11-24,76.38716888427734,77.30976746056164,76.28796628257788,77.18080483521969,17869400
2025-11-25,77.43872833251953,77.4684883554882,76.5855723536095,76.5855723536095,18586300
2025-11-26,78.28196716308594,78.48037235645093,77.43872616960233,77.43872616960233,13275100
2025-11-28,78.7383041381836,78.75814162979276,78.17284101891119,78.17284101891119,8914300
2025-12-01,78.65894317626953,78.89703093148076,78.4109328903948,78.62918315295228,16939900
2025-12-02,78.14307403564453,78.42085190104137,77.54785088999716,78.42085190104137,20551000
2025-12-03,78.20260620117188,78.91687704500215,78.11331856135641,78.30180880310978,16832900
2025-12-04,77.82562255859375,78.28196813259635,77.38912961405029,78.06371787598808,14269500
2025-12-05,77.8355484008789,78.3613290039854,77.60738317284228,77.7760283533343,13343200
2025-12-08,77.19071960449219,77.6966627111709,77.06175697947239,77.68674018042374,14602000
2025-12-09,77.3692855834961,77.59745837353569,77.03199523237245,77.3593706216441,14040200
2025-12-10,77.59745788574219,77.75618052978109,77.30976505170649,77.56769786302696,13945300
2025-12-11,78.17284393310547,78.44069170751519,77.77602596807318,77.78594849858412,13753800
2025-12-12,78.78790283203125,78.82758538451704,78.17284219018396,78.30180480925803,14506900
2025-12-15,79.00615692138672,79.27401227149947,78.68870405476396,78.99623439061537,14499400
2025-12-16,78.64901733398438,79.33352811615184,78.47044963292647,79.15496041509392,13055300
2025-12-17,79.01607513427734,79.2442403488365,78.71845977678728,78.75814232903083,14268400
2025-12-18,78.55973815917969,79.18472133563732,78.51013307606127,78.6986233095036,12117100
2025-12-19,78.15299987792969,78.5299803554651,78.13316238532569,78.49029780158384,13142000
2025-12-22,77.87999725341797,78.19999694824219,77.7300033569336,77.97000122070312,10983600
2025-12-23,77.51000213623047,77.81999969482422,77.37999725341797,77.80999755859375,7638500
2025-12-24,78.12000274658203,78.19000244140625,77.55000305175781,77.55000305175781,4697100
2025-12-26,78.2300033569336,78.41000366210938,77.97000122070312,78.04000091552734,8761300
2025-12-29,78.27999877929688,78.4800033569336,78.16999816894531,78.16999816894531,9242300
2025-12-30,78.1500015258789,78.33000183105469,78.04000091552734,78.0999984741211,5610900
2025-12-31,77.68000030517578,78.12000274658203,77.66999816894531,77.98999786376953,5872000
2026-01-02,77.69000244140625,77.97000122070312,77.30000305175781,77.70999908447266,15968600
2026-01-05,77.3499984741211,77.56999969482422,76.76000213623047,77.55999755859375,23429400
2026-01-06,77.47000122070312,77.69000244140625,77.13999938964844,77.33999633789062,17108100
2026-01-07,76.62000274658203,77.69000244140625,76.5999984741211,77.55999755859375,18977200
2026-01-08,78.44000244140625,78.7300033569336,76.51000213623047,76.61000061035156,26260100
2026-01-09,79.25,79.33999633789062,78.37000274658203,78.43000030517578,18234000
2026-01-12,80.18000030517578,80.2699966430664,79.26000213623047,79.52999877929688,26411200
2026-01-13,81.11000061035156,81.19000244140625,80.20999908447266,80.20999908447266,26284200
2026-01-14,82.2300033569336,82.3499984741211,81.05000305175781,81.08000183105469,32494200
2026-01-15,82.37000274658203,82.51000213623047,81.8499984741211,82.0999984741211,29123700
2026-01-16,82.11000061035156,82.27999877929688,81.72000122070312,82.1500015258789,23754200
2026-01-20,82.36000061035156,82.55999755859375,81.44999694824219,81.94999694824219,19889000
2026-01-21,82.44000244140625,82.56999969482422,81.66000366210938,82.16999816894531,23029100
2026-01-22,82.2699966430664,82.56999969482422,82.05000305175781,82.33999633789062,15777300
2026-01-23,82.91000366210938,82.94000244140625,82.30999755859375,82.37999725341797,20185600
2026-01-26,82.77999877929688,83.33000183105469,82.63999938964844,83.05000305175781,13188000
2026-01-27,83.16000366210938,83.23999786376953,82.44999694824219,82.76000213623047,13532200
2026-01-28,82.31999969482422,83.4000015258789,81.94999694824219,83.0,16303200
2026-01-29,82.12999725341797,82.8499984741211,82.01000213623047,82.36000061035156,18799300
2026-01-30,83.51000213623047,83.51000213623047,82.02999877929688,82.18000030517578,18174800
2026-02-02,84.5,84.66000366210938,83.29000091552734,83.76000213623047,26041700
2026-02-03,85.87000274658203,86.33999633789062,84.05999755859375,84.12000274658203,33052500
