Price,Close,High,Low,Open,Volume
Ticker,XLV,XLV,XLV,XLV,XLV
Date,,,,,
2025-11-03,143.8374786376953,143.94701280713699,142.22435286417854,143.45910030205852,12279300
2025-11-04,144.4847412109375,144.87308689333244,142.88156745662255,143.16037896223494,14182200
2025-11-05,145.0423583984375,145.63980508900934,143.7677872256466,144.01672714523994,13154600
2025-11-06,145.3211669921875,145.4904443108417,144.32540733368995,144.52455622657214,14395800
2025-11-07,145.5203094482422,145.53026157451578,144.10633261901074,145.22157852508943,14522900
2025-11-10,146.65548706054688,146.8048449375658,145.10210436320136,145.17179964111446,12305900
2025-11-11,150.0410614013672,150.18048234299482,146.9741349554717,146.9741349554717,12659500
2025-11-12,152.1719970703125,152.51055170487447,150.08089572679637,150.34975508675393,17847500
2025-11-13,152.0923309326172,153.86478185355546,151.21605759854933,151.39528703828896,21807600
2025-11-14,151.18618774414062,152.271562103578,150.54890218323288,151.57453339541115,15468900
2025-11-17,151.05673217773438,152.66987310332408,150.49910921840404,150.698258104724,17516500
2025-11-18,151.94296264648438,152.4806813707719,150.50906630716645,151.10652817991112,24494200
2025-11-19,151.68406677246094,152.281513436023,150.92729492098115,151.8334246398299,17352600
2025-11-20,150.77792358398438,152.68978027860425,150.47919265174363,151.8433936970229,25278500
2025-11-21,153.95440673828125,155.04974847818613,151.06670970629511,151.14635711093626,25526100
2025-11-24,154.6016387939453,155.4978316012219,153.82494747742422,154.4821524972764,17928400
2025-11-25,158.09677124023438,158.21625754168576,155.1094921512524,155.1094921512524,17298600
2025-11-26,157.7482452392578,158.2759966493031,157.4893531946974,157.7482452392578,12398900
2025-11-28,156.98150634765625,157.5789682290028,156.4935938321738,157.5291772065428,8559700
2025-12-01,154.6315155029297,157.1906251982037,154.52198132931704,156.3740949596209,17321200
2025-12-02,153.70545959472656,154.81075340976864,153.48639125703633,154.5916850720784,16150300
2025-12-03,154.4224090576172,155.11943777701518,154.00419182597838,154.01414395265317,12724800
2025-12-04,153.24740600585938,154.37261928677378,152.71965460017609,154.3427477124209,13674600
2025-12-05,152.61012268066406,153.9743237706115,152.3114069327288,153.79507912776347,8868700
2025-12-08,150.78787231445312,152.7694394327369,150.55885185566407,152.69974416009939,10996000
2025-12-09,149.32412719726562,152.03257952833687,149.2145930255097,151.35547024409075,11543300
2025-12-10,151.494873046875,151.53469674760936,149.23449437951626,149.7423415269199,15534800
2025-12-11,152.92877197265625,153.6457201507274,151.61436191483017,152.11224174993035,14703000
2025-12-12,153.40673828125,153.9046181355675,152.7595005482722,153.09805520262714,13175500
2025-12-15,155.43809509277344,155.64719612087626,153.78513034583935,153.8150019212826,14681800
2025-12-16,153.4167022705078,155.4579974736049,152.44084683749716,155.37833487535383,12491300
2025-12-17,153.13787841796875,154.12368599624992,153.01839211542097,153.57601511942704,9093300
2025-12-18,153.2573699951172,154.5219737994634,153.02833433794171,153.09804480597415,8876400
2025-12-19,154.2830047607422,155.1094871050965,153.26732564918686,153.26732564918686,8571500
2025-12-22,155.3000030517578,155.3699951171875,153.8000030517578,154.14999389648438,7063700
2025-12-23,154.99000549316406,155.66000366210938,154.63999938964844,154.69000244140625,7465800
2025-12-24,155.8000030517578,155.94000244140625,155.14999389648438,155.1699981689453,3085700
2025-12-26,156.0500030517578,156.1199951171875,155.35000610351562,155.69000244140625,4439100
2025-12-29,155.80999755859375,156.49000549316406,155.67999267578125,156.07000732421875,6357300
2025-12-30,155.67999267578125,155.97999572753906,155.1999969482422,155.66000366210938,4355000
2025-12-31,154.8000030517578,155.83999633789062,154.77000427246094,155.60000610351562,4199500
2026-01-02,155.50999450683594,155.57000732421875,153.5800018310547,154.8699951171875,10998000
2026-01-05,155.0399932861328,155.38999938964844,152.97000122070312,154.58999633789062,17756200
2026-01-06,158.08999633789062,158.3300018310547,155.13999938964844,155.13999938964844,17783800
2026-01-07,159.66000366210938,160.58999633789062,158.5399932861328,158.5399932861328,14505700
2026-01-08,158.1199951171875,160.5,157.61000061035156,159.14999389648438,17611000
2026-01-09,157.30999755859375,158.92999267578125,157.25999450683594,158.3300018310547,12352000
2026-01-12,157.3800048828125,157.5,156.00999450683594,157.3300018310547,12250100
2026-01-13,156.74000549316406,157.6699981689453,155.74000549316406,157.64999389648438,11756500
2026-01-14,157.86000061035156,157.99000549316406,156.47999572753906,156.61000061035156,13516800
2026-01-15,156.9600067138672,157.4499969482422,155.3699951171875,157.30999755859375,15303400
2026-01-16,155.74000549316406,156.97000122070312,155.7100067138672,156.63999938964844,11950300
2026-01-20,155.39999389648438,155.9199981689453,153.22999572753906,154.0,12775200
2026-01-21,158.25999450683594,158.50999450683594,155.14999389648438,155.1999969482422,16393900
2026-01-22,158.2899932861328,159.22999572753906,157.5,157.64999389648438,10881400
2026-01-23,157.47999572753906,158.3800048828125,156.66000366210938,157.8000030517578,10191300
2026-01-26,158.10000610351562,158.3300018310547,156.89999389648438,157.3699951171875,6810400
2026-01-27,155.4499969482422,157.08999633789062,155.13999938964844,155.8000030517578,12697500
2026-01-28,154.30999755859375,155.14999389648438,153.47000122070312,154.3000030517578,11426600
2026-01-29,153.82000732421875,154.6699981689453,153.5,154.25,12167300
2026-01-30,154.74000549316406,154.92999267578125,153.2899932861328,154.1199951171875,11863900
2026-02-02,155.69000244140625,156.00999450683594,154.39999389648438,154.5800018310547,11005300
2026-02-03,154.10000610351562,157.1199951171875,153.85000610351562,154.77999877929688,21141900
2026-02-04,156.02999877929688,156.77999877929688,154.22999572753906,154.80999755859375,22951600
2026-02-05,154.83999633789062,156.97000122070312,154.67999267578125,155.4600067138672,21421600
2026-02-06,157.7100067138672,157.8000030517578,155.91000366210938,156.0399932861328,13616200
2026-02-09,156.32000732421875,158.14999389648438,156.02999877929688,157.57000732421875,11823000
2026-02-10,156.07000732421875,157.14999389648438,156.05999755859375,156.66000366210938,7977240
