Date,Close,High,Low,Open,Volume
2025-11-03,113.22344970703125,114.51925774378694,112.52571159787051,114.51925774378694,6410400
2025-11-04,112.44596862792969,113.03406869912455,112.12202041910864,112.15690352239663,5198200
2025-11-05,113.05400085449219,113.54242513889712,112.12202045866506,112.39613457648923,6273900
2025-11-06,112.03729248046875,113.30319090944415,111.9376166962996,112.93438974754082,6265900
2025-11-07,111.74822998046875,111.79807167609926,110.4773427896412,111.48906685178518,7460400
2025-11-10,112.9144515991211,113.15367500541097,112.05224502713622,112.48583887693194,4724100
2025-11-11,113.83148193359375,113.8962746168889,112.85464858039393,112.86461844046434,3841900
2025-11-12,113.17361450195312,113.9211942993112,112.86461728590643,113.91122443934276,4563800
2025-11-13,111.56880950927734,112.61542426980915,111.41431090091145,112.40609523388281,6354300
2025-11-14,110.97074890136719,111.44919572143728,110.4623925008645,110.9308770655655,4859800
2025-11-17,110.82122802734375,112.26654590824882,110.24808656537878,111.63360049679876,4582300
2025-11-18,111.4491958618164,112.1070697462103,109.81448861576352,110.7913295821976,8726100
2025-11-19,110.8311996459961,112.63037533438086,110.6368292023102,111.38939012944788,4416800
2025-11-20,109.6151351928711,112.67024707112735,109.51047067492786,112.43600479243177,7385400
2025-11-21,111.53890991210938,112.211727182703,110.1633581855377,110.1633581855377,7535900
2025-11-24,112.64532470703125,112.97425403447818,112.2117232582753,112.39613144409502,5524000
2025-11-25,113.93116760253906,114.2301949676546,113.26831258294226,113.76171039705422,8890600
2025-11-26,114.09064483642578,114.38967979974676,113.84643269622114,113.90624425175035,6301600
2025-11-28,115.01764678955078,115.01764678955078,114.28003682880663,114.42456558143768,3731600
2025-12-01,114.47938537597656,115.06748544077031,114.1305163230184,114.1903202735898,5173500
2025-12-02,114.85816192626953,115.07744560931337,114.01089874973816,114.92793573559595,4777400
2025-12-03,114.75848388671875,115.11732280991704,114.28003705897116,114.64883823769843,4885500
2025-12-04,115.41635131835938,115.66155967659587,114.5890278692666,115.61072175714385,4654300
2025-12-05,116.75202941894531,117.23546497649477,115.56587461182284,115.70542223619019,6049400
2025-12-08,115.88484191894531,117.20058209748511,115.4263272087485,117.20058209748511,6128900
2025-12-09,116.01441955566406,116.16393704040127,115.23195663302046,115.74529416695722,4842700
2025-12-10,116.69222259521484,116.97131783708102,115.9446427953126,116.06425830101595,5882600
2025-12-11,116.43305969238281,117.07099384781027,116.22373826058083,116.4729315276939,6495600
2025-12-12,116.17390441894531,117.1407679094047,115.85094483366598,116.86167266640405,5955100
2025-12-15,116.19383239746094,116.51080701351943,115.60573995704358,116.45299551592396,5070100
2025-12-16,116.2735824584961,116.64238363470524,115.60574631340508,115.8549395858816,6178500
2025-12-17,115.43628692626953,116.4131278820122,115.35156212780218,116.25364054035013,6181900
2025-12-18,116.09416198730469,116.80186996240305,115.88982168050707,116.05429015148259,4791400
2025-12-19,116.14399719238281,116.80187108259422,115.98451745234,116.17390677311755,6174800
2025-12-22,116.66000366210938,117.08999633789062,116.44000244140625,116.68000030517578,4704400
2025-12-23,117.38999938964844,117.45999908447266,116.56999969482422,116.61000061035156,3685000
2025-12-24,118.08999633789062,118.11000061035156,117.25,117.30999755859375,2044400
2025-12-26,117.97000122070312,118.0199966430664,117.69499969482422,117.87000274658203,2849500
2025-12-29,117.88999938964844,118.12999725341797,117.5199966430664,117.55000305175781,4699300
2025-12-30,118.29000091552734,118.66999816894531,117.5999984741211,117.68000030517578,4396200
2025-12-31,117.72000122070312,118.2750015258789,117.69000244140625,118.01000213623047,3003400
2026-01-02,116.9000015258789,118.31500244140625,116.58000183105469,118.16000366210938,6417600
2026-01-05,117.75,118.30999755859375,116.94000244140625,117.00499725341797,5984600
2026-01-06,117.33000183105469,117.87999725341797,116.54499816894531,117.63999938964844,5698200
2026-01-07,117.08999633789062,117.69999694824219,116.68000030517578,117.19999694824219,5050900
2026-01-08,117.4800033569336,117.66500091552734,116.54000091552734,117.33000183105469,5089300
2026-01-09,117.91000366210938,118.2300033569336,117.19000244140625,117.5199966430664,4187000
2026-01-12,117.55000305175781,117.8499984741211,117.36000061035156,117.44999694824219,5668000
2026-01-13,116.88999938964844,117.91999816894531,116.45600128173828,117.5999984741211,7757800
2026-01-14,116.63999938964844,116.83000183105469,116.08999633789062,116.66999816894531,5646400
2026-01-15,116.20999908447266,116.98999786376953,115.93000030517578,116.98999786376953,12267200
2026-01-16,115.16999816894531,116.4000015258789,115.12999725341797,116.4000015258789,5545100
2026-01-20,113.47000122070312,114.69999694824219,113.375,113.79000091552734,9177400
2026-01-21,114.62999725341797,115.0,113.18000030517578,113.25,7862800
2026-01-22,116.25,116.47000122070312,115.44499969482422,115.7300033569336,5517000
2026-01-23,116.95999908447266,117.21499633789062,116.06999969482422,116.06999969482422,6086200
2026-01-26,117.7699966430664,118.01000213623047,117.08499908447266,117.26000213623047,4763900
2026-01-27,116.9000015258789,117.88999938964844,116.54000091552734,117.88999938964844,3934000
2026-01-28,116.75,117.82499694824219,116.63999938964844,117.33000183105469,8319500
2026-01-29,119.79000091552734,119.95500183105469,117.875,119.27999877929688,9730200
2026-01-30,120.08000183105469,120.26000213623047,119.13999938964844,119.7699966430664,11651200
2026-02-02,119.66999816894531,120.40499877929688,119.52999877929688,119.58000183105469,7651800
2026-02-03,117.73999786376953,119.59500122070312,117.25,119.3949966430664,8132200
2026-02-04,116.80000305175781,118.25,116.44000244140625,118.25,11640200
2026-02-05,116.20999908447266,116.66999816894531,114.54000091552734,115.19999694824219,15513700
2026-02-06,115.76000213623047,116.51000213623047,114.5199966430664,116.12999725341797,9441200
2026-02-09,116.87999725341797,117.23500061035156,115.1050033569336,115.63999938964844,9210200
2026-02-10,117.58000183105469,117.90499877929688,116.88999938964844,117.12999725341797,5830200
