Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,795.24,703.58,952.75,13.027658546291818,67.1222254531356,🟡,CERCA,251,2025-10-14 07:43:17
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2845.0,1861.2,2933.8,52.85837094347732,47.87465940054498,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAF,Dow Jones U.S. Delivery Services Index,992.2,916.9,1383.0,8.212455011451638,59.077598828696885,🟢,OPORTUNIDAD,251,2025-10-14 07:43:17
DJUSAG,Dow Jones U.S. Asset Managers Index,388.86,273.77,426.58,42.03893779449905,72.33650598710466,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1698.15,913.78,1749.78,85.8379478649128,54.07690209980906,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAL,Dow Jones U.S. Aluminum Index,123.84,73.62,163.19,68.21515892420538,32.37928774306313,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAM,Dow Jones U.S. Medical Equipment Index,2856.2,2589.3,3151.1,10.307805198316132,60.89456869009591,🟡,CERCA,251,2025-10-14 07:43:17
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1605.72,845.49,1748.7,89.91590675229747,48.35536898870896,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAR,Dow Jones U.S. Airlines Index,226.2,137.83,259.72,64.11521439454398,56.250000000000014,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAS,Dow Jones U.S. Aerospace Index,3027.6,1883.9,3129.9,60.709167153245915,51.97714285714288,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAT,Dow Jones U.S. Auto Parts Index,416.84,288.25,447.84,44.610581092801375,69.39495798319331,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAU,Dow Jones U.S. Automobiles Index,1466.4,758.25,1613.6,93.39268051434225,48.014644216502155,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSAV,Dow Jones U.S. Media Agencies Index,421.8,346.44,702.93,21.752684447523386,48.98653437278525,🟡,CERCA,251,2025-10-14 07:43:17
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1166.7,962.0,1294.9,21.278586278586285,70.96518987341771,🟡,CERCA,251,2025-10-14 07:43:17
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2362.1,1876.9,2557.1,25.851137513985815,54.76694915254238,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,106.35,104.12,152.72,2.1417595082596903,78.09090909090912,🟢,OPORTUNIDAD,251,2025-10-14 07:43:17
DJUSBK,Dow Jones U.S. Banks Index,753.14,521.55,799.76,44.404179848528436,69.6729896427325,🔴,FUERTE,251,2025-10-14 07:43:17
DJUSBS,Dow Jones U.S. Basic Resources Index,465.74,274.91,470.49,69.41544505474518,42.190031449537805,🔴,FUERTE,251,2025-10-14 07:43:17
