ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
INTU,Intuit Inc.,82.0,🏆 ELITE,🟢 Elite,100.0,100.0,36.0,85.0,70.0,15.0,4.5,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 123.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 4.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 70.2}",282.43,77255049216,Technology,Software - Application,6.1,2.4,False,813.7,-65.3,0.0,False,480.68,921.0,275.0,32.0,buy,70.2,387.99,37.4,171.09,-39.4,6.77,19.13,1.66,28.3,4.8,0.65,True,-5.29,24.8,10.7,36.0,2026-08-20,False,False,9.0,STRONG,6.57,97.0,0.97,41.9,,,,2026-07-15T06:17:05.844856
AJG,Arthur J. Gallagher & Co.,80.3,🏆 ELITE,🟢 Elite,100.0,100.0,44.0,70.0,60.0,35.0,37.4,False,up,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': 124.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': 47.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 37.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.7}",253.83,65219588096,Financial Services,Insurance Brokers,2.7,3.6,False,316.71,-19.9,0.0,False,278.56,388.0,225.0,18.0,buy,9.7,106.23,-58.1,97.52,-61.6,1.66,4.2,1.07,42.9,2.8,1.01,True,-0.48,4.2,16.2,15.0,2026-07-30,False,True,6.0,NEUTRAL,3.25,77.9,1.05,34.1,,,,2026-07-15T06:18:19.702761
AON,Aon plc,79.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,44.0,80.0,60.0,35.0,40.5,False,up,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': 21.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 40.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.8}",358.89,76650635264,Financial Services,Insurance Brokers,1.8,2.0,False,381.0,-5.8,0.0,False,390.42,445.0,298.0,19.0,buy,8.8,597.35,66.4,482.38,34.4,4.36,15.65,0.89,16.4,3.28,0.76,True,-1.63,7.4,19.0,14.0,2026-07-29,False,True,8.0,STRONG,6.12,141.9,0.62,32.4,,,,2026-07-15T06:17:36.959626
TW,Tradeweb Markets Inc.,78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,36.0,85.0,70.0,15.0,8.2,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': 33.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': 20.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 8.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.4}",98.83,21547511808,Financial Services,Capital Markets,3.1,1.9,False,147.49,-33.0,1.0,False,129.86,201.0,105.0,14.0,buy,31.4,,,120.3,21.7,,,0.56,12.4,0.56,0.4,True,-0.73,636.1,27.4,15.0,2026-07-30,False,True,8.0,STRONG,5.85,57.1,0.55,42.0,0.8,0.02,-41.2,2026-07-15T06:17:28.874805
HEI,Heico Corporation,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,54.0,90.0,60.0,60.0,53.1,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': 19.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 53.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.5}",345.61,48294748160,Industrials,Aerospace & Defense,1.5,1.4,False,369.48,-6.5,0.0,False,385.53,472.0,290.0,19.0,buy,11.5,543.7,57.3,168.9,-51.1,1.47,12.82,0.07,4.3,0.25,0.1,False,,9.0,48.2,41.0,2026-08-25,False,False,8.0,STRONG,2.0,52.3,1.04,22.8,,,,2026-07-15T06:19:36.551742
TECK,Teck Resources Ltd,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,54.0,70.0,40.0,60.0,65.8,False,down,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': 297.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': 94.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 65.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -17.2}",60.09,29437749248,Basic Materials,Other Industrial Metals & Mining,,2.6,False,71.25,-15.7,0.0,False,49.75,68.73,34.08,3.0,hold,-17.2,,,81.9,36.3,,,0.6,13.3,0.35,0.99,True,-2.14,4.5,51.5,8.0,2026-07-23,False,True,8.0,STRONG,6.82,6.5,0.15,45.0,,,,2026-07-15T06:23:38.685235
FICO,Fair Isaac Corporation,76.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,70.0,65.0,15.0,23.5,False,up,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': 45.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': 28.9, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 23.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.8}",1210.52,28073056256,Technology,Software - Application,11.2,6.7,True,1998.01,-39.4,0.0,False,1534.55,2400.0,707.0,20.0,buy,26.8,1335.91,10.4,897.0,-25.9,2.6,31.5,,,,0.09,True,-6.45,7.2,69.0,14.0,2026-07-29,False,True,7.0,NEUTRAL,2.97,996.8,0.32,37.0,,,,2026-07-15T06:17:56.764202
ADP,"Automatic Data Processing, Inc.",76.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,44.0,85.0,50.0,35.0,29.4,False,up,49.3,True,1,15.8,True,2,"{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}","{'revenue_growth_yoy': 15.8, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 29.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.6}",246.44,98510512128,Technology,Software - Application,4.2,4.8,False,315.98,-22.0,0.0,False,252.8,305.0,190.0,15.0,hold,2.6,239.06,-3.0,110.46,-55.2,4.82,11.88,2.71,60.5,6.8,2.04,True,-1.81,13.5,4.2,14.0,2026-07-29,False,True,8.0,STRONG,5.78,192.0,1.92,32.5,,,,2026-07-15T06:15:44.632689
VEEV,Veeva Systems Inc.,76.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,85.0,65.0,15.0,22.2,False,up,30.3,True,1,11.9,True,2,"{'eps_growth_yoy': 30.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 28.4}","{'revenue_growth_yoy': 11.9, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 22.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': 30.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.7}",193.09,31366174720,Healthcare,Health Information Services,5.0,2.5,False,310.5,-37.8,2.0,False,244.59,350.0,165.0,27.0,buy,26.7,183.94,-4.7,80.88,-58.1,4.02,7.75,,,,,True,-0.72,,14.6,49.0,2026-09-02,False,False,7.0,NEUTRAL,3.7,14.1,1.32,47.1,0.8,0.02,-46.3,2026-07-15T06:18:00.827444
BRO,"Brown & Brown, Inc.",76.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,75.0,50.0,15.0,19.5,False,up,84.4,True,2,50.5,True,1,"{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}","{'revenue_growth_yoy': 50.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 19.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.1}",68.5,23217926144,Financial Services,Insurance Brokers,7.3,5.7,False,108.08,-36.6,0.0,False,74.06,90.0,55.0,16.0,hold,8.1,66.09,-3.5,30.4,-55.6,6.56,4.49,0.93,20.5,0.65,0.65,True,-1.63,5.0,-3.2,12.0,2026-07-27,False,True,4.0,NEUTRAL,5.52,175.4,,35.9,,,,2026-07-15T06:18:58.415573
