ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,73.8,HKD,82.0,A,82.0,ROE 22.5% | Potencial +42% analistas | FCF yield 6.8% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.9,42.1,30,6.8,5.27,2.92,,22.5,11.5,13.3,16.9,12.4,-30.6,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-15,0,
0700.HK,Tencent Holdings Limited,474.6,HKD,82.0,A,82.0,ROE 20.5% | Potencial +45% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,690.53,45.5,42,3.0,5.69,1.16,,20.5,12.6,17.0,30.6,9.1,-30.5,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,Forward P/E seems low compared to trailing P/E and sector average,2026-07-15,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.33,BRL,81.0,A,81.0,ROE 26.7% | Potencial +31% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.8% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,30.7,14,,3.84,5.85,,26.7,11.7,16.7,47.0,20.3,-24.6,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-15,0,
9999.HK,"NetEase, Inc.",203.8,HKD,81.0,A,81.0,ROE 22.1% | Potencial +23% | FCF yield 5.2% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,250.29,22.8,20,5.2,2.85,2.24,,22.1,12.4,16.7,29.8,6.1,-17.8,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,Forward P/E seems low compared to trailing P/E and sector average,2026-07-15,0,
005930.KS,"Samsung Electronics Co., Ltd.",279000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 4.3x (vs 11x mercado) | Potencial +77% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,492536.72,76.5,36,3.7,9.57,,,18.9,4.3,,21.5,69.2,-25.5,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 4.3x seems anomalously low for a technology company like Samsung Electronics,2026-07-15,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,392.6,HKD,77.0,A,77.0,ROE 35.0% | Potencial +31% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,515.12,31.2,17,,3.9,3.35,,35.0,25.0,26.3,62.6,19.0,-15.8,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-15,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,55.5,HKD,76.0,A,76.0,ROE 17.5% | P/E 10.9x | Potencial +52% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.27,51.8,23,-1.2,6.48,2.16,,17.5,10.9,11.3,10.7,21.3,-39.3,Cyclical Risk | Governance Risk,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-07-15,0,
RENT3.SA,Localiza Rent a Car S.A.,40.54,BRL,71.0,A,71.0,P/E 8.4x | Potencial +43% analistas | FCF yield 23.1% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.93,42.9,15,23.1,5.36,5.32,,8.5,8.4,19.6,5.1,21.2,-24.0,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and significant analyst upside may indicate overoptimism or data quality issues,2026-07-15,0,
TOTS3.SA,TOTVS S.A.,28.72,BRL,70.0,A,70.0,ROE 16.9% | Potencial +68% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.31,68.2,13,2.3,8.53,2.84,,16.9,13.6,19.5,15.2,22.4,-40.7,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,Anomalous FCF yield and high analyst upside require further investigation,2026-07-15,0,
1299.HK,AIA Group Limited,75.95,HKD,69.0,A,69.0,Potencial +37% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.08,37.0,17,,4.63,2.61,,14.8,11.2,16.4,23.8,6.0,-17.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Missing FCF yield and potential exposure to Chinese real estate sector are notable concerns,2026-07-15,0,
