Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,793.17,703.58,950.3,12.733448932601824,64.82173794109602,🟡,CERCA,250,2025-10-20 07:44:15
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2811.9,1861.2,2933.8,51.07994842037395,50.46422719825233,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAF,Dow Jones U.S. Delivery Services Index,1030.0,916.9,1383.0,12.335041989311813,47.88819875776399,🟡,CERCA,250,2025-10-20 07:44:15
DJUSAG,Dow Jones U.S. Asset Managers Index,384.44,273.77,426.58,40.42444387624649,67.30220492866408,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1712.9,913.78,1749.78,87.45212195495635,43.9976213483981,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAL,Dow Jones U.S. Aluminum Index,122.88,73.62,163.19,66.91116544417277,42.161108705067136,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAM,Dow Jones U.S. Medical Equipment Index,2894.6,2589.3,3151.1,11.790831498860685,48.25493171471926,🟡,CERCA,250,2025-10-20 07:44:15
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1622.1,845.49,1748.7,91.85324486392504,51.96527481891778,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAR,Dow Jones U.S. Airlines Index,227.05,137.83,259.72,64.73191612856417,47.56297023225383,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAS,Dow Jones U.S. Aerospace Index,3018.8,1883.9,3129.9,60.24205106428154,49.08629441624362,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAT,Dow Jones U.S. Auto Parts Index,421.34,288.25,447.84,46.171725932350384,64.87491548343475,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAU,Dow Jones U.S. Automobiles Index,1481.31,758.25,1613.6,95.35905044510386,51.69092027054725,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSAV,Dow Jones U.S. Media Agencies Index,420.49,346.44,702.93,21.37455259207944,54.55350553505535,🟡,CERCA,250,2025-10-20 07:44:15
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1168.2,962.0,1294.9,21.43451143451144,69.58438287153655,🟡,CERCA,250,2025-10-20 07:44:15
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2367.0,1876.9,2557.1,26.112206297618407,53.04984315092367,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,105.92,104.12,152.72,1.7287744909719527,78.34146341463415,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15
DJUSBK,Dow Jones U.S. Banks Index,748.58,521.55,799.76,43.52986290863773,67.36893679568837,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSBS,Dow Jones U.S. Basic Resources Index,457.29,274.91,478.98,66.34171183296351,37.79952076677316,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSBT,Dow Jones U.S. Biotechnology Index,2981.6,2297.4,3016.3,29.781492121528675,21.65841584158416,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSBV,Dow Jones U.S. Beverages Index,959.96,875.4,1048.01,9.65958419008454,25.56793642567159,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15
DJUSCA,Dow Jones U.S. Gambling Index,640.06,513.6,786.57,24.622274143302164,81.55235864837742,🟡,CERCA,250,2025-10-20 07:44:15
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,688.82,647.09,854.09,6.44887109984701,71.84645498042622,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15
DJUSCH,Dow Jones U.S. Chemicals Index,1919.9,1497.87,2050.51,28.17534231942693,65.46729936042912,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSCM,Dow Jones U.S. Personal Products Index,380.91,345.1,459.35,10.376702405099971,46.59405751409189,🟡,CERCA,250,2025-10-20 07:44:15
DJUSCN,Dow Jones U.S. Construction & Materials Index,2041.03,1484.39,2099.78,37.499578951623214,48.41790310681203,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSCP,Dow Jones U.S. Containers & Packaging Index,421.78,397.01,541.01,6.239137553210242,60.69094304388425,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15
DJUSCR,Dow Jones U.S. Computer Hardware Index,12745.1,8364.8,13107.0,52.3658664881408,51.75386088830362,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2694.8,2651.3,3402.3,1.6407045600271564,57.26817042606509,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,2651.17,1708.47,2771.34,55.178024782407654,39.37621832358672,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1041.26,863.05,1199.08,20.64886159550432,57.15922836951677,🟡,CERCA,250,2025-10-20 07:44:15
DJUSDB,Dow Jones U.S. Brewers Index,483.18,447.85,659.78,7.8888020542592345,36.99074825515335,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15
DJUSDN,Dow Jones U.S. Defense Index,798.29,598.11,850.34,33.468759927103704,53.18174246210228,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSDR,Dow Jones U.S. Food & Drug Retailers Index,1587.68,1264.81,1615.62,25.52715427613635,39.23729973983292,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSDS,Dow Jones U.S. Industrial Suppliers Index,935.47,683.22,994.97,36.920757589063555,55.56875053015523,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSDT,Dow Jones U.S. Diversified REITs Index,58.86,45.49,60.0,29.391074961530002,46.91588785046731,🔴,FUERTE,250,2025-10-20 07:44:15
DJUSDV,Dow Jones U.S. Computer Services Index,274.14,231.08,304.29,18.634239224510978,51.64957028001109,🟡,CERCA,250,2025-10-20 07:44:15
