Ticker,Insider,Title,Date,InsiderName,TradeDate,FilingDate,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-08-21 05:21:03,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-08-18,2026-08-20,P - Purchase,220.08,378969,112403625,83%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-08-21 05:21:03,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-08-14,2026-08-18,P - Purchase,215.26,356050,112024656,76%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-08-21 05:21:03,MLPT,"Maplight Therapeutics, Inc.",10%,"Catalyst4, Inc.",2026-08-14,2026-08-18,P - Purchase,11.38,4400000,25306689,50%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/MLPT_d.png,reports/graphs/MLPT_w.png
2026-08-21 05:21:03,ET,Energy Transfer LP,Dir,Warren Kelcy L,2026-08-18,2026-08-20,P - Purchase,21.26,1000000,455659009,21%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/ET_d.png,reports/graphs/ET_w.png
2026-08-21 05:21:03,ZNTL,"Zentalis Pharmaceuticals, Inc.",10%,Walters Group,2026-08-14,2026-08-19,P - Purchase,3.5,4335000,17844973,15%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/ZNTL_d.png,reports/graphs/ZNTL_w.png
2026-08-21 05:21:03,APLM,Apollomics Inc.,CEO,Chen Hung-Wen,2026-08-14,2026-08-17,P - Purchase,14.07,536667,1448029,7%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/APLM_d.png,reports/graphs/APLM_w.png
2026-08-21 05:21:03,LWAY,"Lifeway Foods, Inc.",10%,"Divisadero Street Capital Management, LP",2026-08-13,2026-08-17,P - Purchase,24.85,246568,2348108,6%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/LWAY_d.png,reports/graphs/LWAY_w.png
2026-08-21 05:21:03,PAM,Pampa Energy Inc.,"Dir, 10%",Mindlin Marcos Marcelo,2026-08-18,2026-08-20,P - Purchase,3.34,1299925,21355592,4%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/PAM_d.png,reports/graphs/PAM_w.png
2026-08-21 05:21:03,SUJA,"Suja Life, Inc.",10%,"Paine Schwartz Food Chain Fund V Gp, Ltd.",2026-08-18,2026-08-20,P - Purchase,7.16,567900,9787457,4%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/SUJA_d.png,reports/graphs/SUJA_w.png
2026-08-21 05:21:03,TDIC,Dreamland Ltd,"CEO, 10%",Seto Wai Yue,2026-07-07,2026-08-17,P - Purchase,3.75,972000,1149890,3%,OpenInsider.com,2026-08-21 05:21:03,reports/graphs/TDIC_d.png,reports/graphs/TDIC_w.png
