ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,CAUTION,-3,"Señal salida MEDIUM: Earnings en 7d — alta incertidumbre, considera reducir | Mejor FCF en Healthcare (3.8% vs media sector 4.6%)",2026-07-10
ADP,WATCH,3,Piotroski fuerte (8.0/9),2026-07-10
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 7/8) | Piotroski fuerte (7.0/9),2026-07-10
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-10
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (45.1% vs media sector 4.8%),2026-07-10
ATLKY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-10
AUTO.L,CAUTION,-1,Thesis drift MEDIUM: Upside analistas cayó 27pp (45%→18%) | Mejor FCF en Communication Services (6.3% vs media sector 5.4%),2026-07-10
AXP,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 29),2026-07-10
BRK-B,BEST,5,Mejor FCF en Financial Services (5.7% vs media sector 4.5%),2026-07-10
BRO,BEST,5,Mejor FCF en Financial Services (6.6% vs media sector 4.5%),2026-07-10
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-10
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 13/14) | Piotroski fuerte (7.0/9),2026-07-10
CME,WATCH,6,"Opciones TIER2 (q=55): VALUE weak (44pts), INSIDER CONF",2026-07-10
CTAS,CAUTION,-12,Thesis drift MEDIUM: Score cayó 12pts en 46d (52→40) | Señal salida MEDIUM: Score cayó 16pts (56 → 40) | Caro vs peers en Industrials (FCF rank 21/25) | Piotroski fuerte (8.0/9),2026-07-10
ESLOY,WATCH,-4,EPS revision DOWN: EPS consensus ↓3.3% (6.59→6.38),2026-07-10
ETN,WATCH,0,Caro vs peers en Industrials (FCF rank 23/25) | Piotroski fuerte (7.0/9),2026-07-10
EXPN.L,BEST,8,Piotroski fuerte (9.0/9) | Mejor FCF en Industrials (3.9% vs media sector 4.8%),2026-07-10
FDS,REVISION_UP,19,Short squeeze MEDIUM: 17.2% short · Short elevado (17.2% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Financial Services (7.0% vs media sector 4.5%) | EPS revision STRONG_UP: EPS consensus ↑9.8% (23.14→25.40); Revenue estimate ↑1.8%,2026-07-10
