ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
TECK,Teck Resources Ltd,80.0,🏆 ELITE,🟢 Elite,100.0,90.0,65.1,70.0,40.0,60.0,71.0,False,down,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': np.float64(297.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(94.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(7.5), 'rs_6m': np.float64(19.3), 'rs_line_percentile': 71.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -20.1}",59.0,28903763968,Basic Materials,Other Industrial Metals & Mining,,2.5,False,71.25,-17.2,7.0,True,47.14,61.67,33.73,3.0,hold,-20.1,,,79.8,35.3,,,0.61,13.3,0.36,0.99,True,-2.18,4.5,51.5,27.0,2026-07-23,False,False,8.0,STRONG,6.93,6.5,0.15,54.3,1.6,0.03,-52.7,2026-06-26T08:04:50.341211
AON,Aon plc,78.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,80.0,65.0,15.0,6.5,False,down,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(21.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-16.3), 'rs_6m': np.float64(-18.3), 'rs_line_percentile': 6.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.0}",315.95,67479638016,Financial Services,Insurance Brokers,1.7,2.4,False,381.0,-17.1,1.0,False,382.37,436.0,298.0,19.0,buy,21.0,597.35,89.1,494.03,56.4,4.95,15.65,1.04,16.4,3.28,0.76,True,-1.85,7.4,19.0,28.0,2026-07-24,False,False,8.0,STRONG,6.81,141.9,0.54,24.6,1.6,0.06,-23.0,2026-06-26T07:57:35.916185
WST,"West Pharmaceutical Services, I",78.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,87.4,95.0,50.0,100.0,100.0,True,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': np.float64(5.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': np.float64(10.2), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(25.7), 'rs_6m': np.float64(17.8), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.5}",346.56,24483629056,Healthcare,Medical Instruments & Supplies,3.8,3.4,False,352.31,-1.6,8.0,True,358.79,400.0,310.0,14.0,none,3.5,165.47,-52.3,224.7,-35.2,1.13,3.9,0.25,11.5,0.88,0.25,True,-1.23,336.2,28.1,27.0,2026-07-23,False,False,7.0,NEUTRAL,,,0.65,26.3,0.8,0.03,-25.5,2026-06-26T07:58:54.658903
HEI,Heico Corporation,78.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,60.3,90.0,50.0,60.0,57.1,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': np.float64(31.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': np.float64(19.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(11.5), 'rs_6m': np.float64(-5.9), 'rs_line_percentile': 57.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.7}",342.45,47826321408,Industrials,Aerospace & Defense,1.6,1.1,False,361.69,-5.3,5.0,False,386.1,471.0,290.0,20.0,none,12.7,544.34,59.0,168.6,-50.8,1.48,12.84,0.07,4.3,0.25,0.1,False,,9.0,24.1,60.0,2026-08-25,False,False,8.0,STRONG,2.01,52.3,1.04,51.0,,,,2026-06-26T07:59:58.825155
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,0.1,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': np.float64(704.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': np.float64(123.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-55.0), 'rs_6m': np.float64(-69.3), 'rs_line_percentile': 0.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 91.4}",255.07,69771083776,Technology,Software - Application,5.2,1.7,False,813.7,-68.7,0.0,False,488.17,921.0,275.0,32.0,buy,91.4,387.99,52.1,175.48,-31.2,7.5,19.13,1.88,28.3,4.8,0.63,True,-5.86,24.8,10.7,55.0,2026-08-20,False,False,9.0,STRONG,7.27,97.0,0.87,57.2,1.6,0.03,-55.6,2026-06-26T07:56:57.746503
NUE,Nucor Corporation,77.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,83.0,80.0,60.0,80.0,86.9,False,up,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': np.float64(23.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': np.float64(12.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(36.3), 'rs_6m': np.float64(45.8), 'rs_line_percentile': 86.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.8}",248.89,56682442752,Basic Materials,Steel,2.4,2.8,False,270.9,-8.1,8.0,True,260.76,290.0,138.17,16.0,buy,4.8,,,302.4,21.5,-0.68,-1.69,0.9,22.0,2.24,1.41,True,-0.93,22.4,382.1,31.0,2026-07-27,False,False,6.0,NEUTRAL,4.39,11.9,0.04,34.4,0.4,0.01,-34.0,2026-06-26T08:03:48.038173
AJG,Arthur J. Gallagher & Co.,76.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,24.0,70.0,65.0,15.0,14.6,False,down,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': np.float64(124.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': np.float64(47.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-10.2), 'rs_6m': np.float64(-22.6), 'rs_line_percentile': 14.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.5}",217.86,55977385984,Financial Services,Insurance Brokers,2.7,4.0,False,323.25,-32.6,1.0,False,264.74,388.0,225.0,19.0,buy,21.5,106.23,-51.2,100.28,-54.0,1.93,4.2,1.29,42.9,2.8,1.01,True,-0.55,4.2,16.2,34.0,2026-07-30,False,False,6.0,NEUTRAL,3.69,77.9,0.9,29.3,0.8,0.03,-28.5,2026-06-26T07:58:26.971930
CDNS,"Cadence Design Systems, Inc.",76.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,63.9,85.0,60.0,60.0,55.1,False,up,109.7,False,0,15.6,False,0,"{'eps_growth_yoy': np.float64(109.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}","{'revenue_growth_yoy': np.float64(15.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(17.1), 'rs_6m': np.float64(8.9), 'rs_line_percentile': 55.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 5.6}",368.23,101563727872,Technology,Software - Application,1.8,2.1,False,416.69,-11.6,6.0,False,388.78,450.0,275.0,25.0,strong_buy,5.6,178.28,-51.6,99.13,-73.1,1.48,5.44,,,,,True,-0.98,14.4,23.0,31.0,2026-07-27,False,False,7.0,NEUTRAL,1.59,44.0,1.7,54.9,0.4,0.01,-54.5,2026-06-26T08:00:12.154216
FICO,Fair Isaac Corporation,74.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,24.0,70.0,70.0,15.0,11.6,False,up,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': np.float64(45.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': np.float64(28.9), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-4.2), 'rs_6m': np.float64(-41.0), 'rs_line_percentile': 11.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 34.2}",1143.48,26518337536,Technology,Software - Application,10.5,6.1,True,1998.01,-42.8,2.0,False,1534.5,2400.0,707.0,20.0,buy,34.2,1335.91,16.8,946.8,-17.2,2.75,31.5,,,,0.09,True,-6.83,7.2,69.0,33.0,2026-07-29,False,False,7.0,NEUTRAL,3.13,996.8,0.3,46.0,,,,2026-06-26T07:57:59.601061
UNH,UnitedHealth Group Incorporated,74.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,50.0,91.0,50.0,60.0,100.0,100.0,True,up,84.4,True,1,0.1,False,0,"{'eps_growth_yoy': np.float64(84.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 2.7}","{'revenue_growth_yoy': np.float64(0.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(41.8), 'rs_6m': np.float64(22.4), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.2, 'debt_to_equity': 0.74, 'current_ratio': 0.8, 'operating_margin_pct': 8.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -1.0}",415.53,377361235968,Healthcare,Healthcare Plans,2.1,2.4,False,417.58,-0.5,7.0,True,411.31,492.0,287.0,26.0,buy,-1.0,286.58,-31.0,133.0,-68.0,4.69,19.48,2.23,66.6,9.28,1.65,True,-0.67,4.7,0.7,20.0,2026-07-16,False,True,6.0,NEUTRAL,4.33,173.8,28.36,25.0,0.8,0.03,-24.2,2026-06-26T08:03:20.365817
