ticker,vcp_score,vcp_quality,stage,consolidation_quality,current_price_x,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price_y,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
V,0.0,,,,,58.0,Visa Inc.,68.5,Financial Services,Credit Services,85.0,70.0,36.0,85.0,55.0,330.52,628564295680.0,15.0,21.5,False,flat,14.2,False,0.0,10.4,True,1.0,1.3,2.7,False,359.66,-8.1,3.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': np.float64(14.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",398.83,450.0,330.0,36.0,none,20.7,532.49,61.1,344.1,4.1,3.32,12.56,0.81,22.0,0.7,True,-3.39,43.6,17.8,32.0,2026-07-28,False,False,6.0,NEUTRAL,3.91,356.4,0.63,BULLISH,0.25,80.0,6.0,3.0,23.0,0.0,17.4,20.6,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.8x ratio, 45% up volume)",MEGA_FLOAT,1688.1,25.0,38.0,15.0,False,flat,21.5,0.0,False,0.0,True,1.0,2.0,10.0,29.0,69.0,Medio,34.9,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,1/3,69.30000000000001,0.0,3.0,0.0,3.0,5.0,0.0,0.02,0.0,0.0,0.0,2.0,38.0,1,Berkshire Hathaway (Buffett),3,MIXED/BUY (+3),CONFIRM,8.0,38,0.4018,MEDIA,15.85,⭐ GOOD,🟢 Excellent,,,,,,,,False,1,0.989,False,-7.45,12.7,-13.38,sideways,stage1
KO,0.0,,,,,39.5,Coca-Cola Company (The),65.0,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,57.6,80.0,60.0,80.42,346005635072.0,60.0,53.8,False,up,3.0,True,1.0,-0.5,True,1.0,1.2,3.1,False,84.04,-4.3,6.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': np.float64(3.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",85.97,92.0,71.38,24.0,buy,6.9,19.84,-75.3,57.88,-28.0,0.9,0.73,2.64,64.8,2.89,True,-0.25,11.1,18.2,25.0,2026-07-21,False,False,7.0,NEUTRAL,4.66,91.1,1.27,BULLISH,0.07,70.0,4.0,2.0,50.4,0.0,11.8,19.5,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,3874.0,3.0,31.4,60.0,False,up,53.8,2.0,True,1.0,True,1.0,5.0,12.0,29.0,62.1,Medio,30.9,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,False,3/3,68.975,0.0,0.0,3.0,3.0,5.0,0.0,-0.1,0.0,0.0,0.0,5.0,43.0,1,Berkshire Hathaway (Buffett),8,RELIABLE/BUY (+8),CONFIRM,8.0,38,0.0442,BAJA,29.0,⭐ GOOD,🟡 Good,AVOID,35.0,Near ATH (-4.3% from high) - poor entry point,-4.3,NEUTRAL,BUY,False,True,3,1.001,False,-3.69,25.58,9.34,uptrend,stage3
SXYAY,0.0,,,,,62.1,SIKA AG,52.5,Basic Materials,Specialty Chemicals,50.0,50.0,42.3,70.0,60.0,20.69,33194881024.0,15.0,22.2,False,up,,,0.0,,,0.0,,,False,27.52,-24.8,4.0,False,"{'roe_pct': 15.2, 'debt_to_equity': 0.83, 'current_ratio': 1.25, 'operating_margin_pct': 10.7}",{'profit_margin_pct': 9.3},23.25,25.5,21.0,2.0,buy,12.4,10.75,-48.0,8.0,-61.3,3.53,0.73,2.23,55.2,1.36,,,,-23.2,,,False,False,7.0,NEUTRAL,3.99,45.5,,,,,,,9.4,0.0,18.6,15.8,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,1601.7,30.0,34.4,15.0,False,up,22.2,2.0,,0.0,,0.0,0.0,7.0,29.0,79.3,Top 25%,43.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,66.305,0.0,3.0,3.0,0.0,-3.0,12.05,12.05,1.0,0.0,3.0,5.0,83.0,0,,8,RELIABLE/BUY (+8),BEST,8.0,10,0.0335,BAJA,5.25,🔵 DECENT,🟡 Good,,,,,,,,False,2,1.206,False,-22.57,35.26,-3.1,sideways,stage1
AON,65.41666666666667,Excellent,Stage Unknown,16.497723976732345,325.9700012207031,84.0,Aon plc,78.2,Financial Services,Insurance Brokers,100.0,90.0,36.0,80.0,65.0,315.95,67479638016.0,15.0,6.5,False,down,109.3,False,0.0,21.2,True,2.0,1.7,2.4,False,381.0,-17.1,1.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",382.37,436.0,298.0,19.0,buy,21.0,597.35,89.1,494.03,56.4,4.95,15.65,1.04,16.4,0.76,True,-1.85,7.4,19.0,28.0,2026-07-24,False,False,8.0,STRONG,6.81,141.9,0.54,,,,,,45.8,26.2,25.2,23.5,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,50,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,210.9,23.0,74.8,15.0,False,down,6.5,0.0,False,0.0,True,2.0,2.0,24.0,29.0,20.7,Bottom 25%,10.8,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,48.38,0.0,3.0,0.0,3.0,5.0,0.0,-0.75,0.0,0.0,0.0,10.0,9.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,38,0.2668,BAJA,33.028333333333336,🔵 DECENT,🟡 Good,BUY,100.0,Good pullback (-17.1% from high) - valid VCP setup | Strong upside (+21.0%) - analyst support,-17.1,NEUTRAL,BUY,False,False,0,1.055,False,-16.68,4.0,-18.29,downtrend,stage1
ADP,63.73809523809524,Excellent,Stage Unknown,19.96163463419413,209.7100067138672,15.0,"Automatic Data Processing, Inc.",72.5,Technology,Software - Application,100.0,80.0,24.0,85.0,50.0,216.31,86466519040.0,15.0,9.4,False,up,49.3,True,1.0,15.8,True,2.0,4.5,6.1,False,315.98,-31.5,1.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': np.float64(49.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",246.8,305.0,190.0,15.0,hold,14.1,239.06,10.5,112.67,-47.9,5.49,11.88,3.14,60.5,2.04,True,-2.07,13.5,4.2,33.0,2026-07-29,False,False,8.0,STRONG,6.58,192.0,1.69,BULLISH,0.0,50.0,1.0,0.0,25.700000000000003,25.5,4.5,21.8,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,398.8,30.0,51.7,15.0,False,up,9.4,2.0,True,1.0,True,2.0,5.0,23.0,29.0,24.1,Bottom 25%,12.9,-3.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,53.75,0.0,6.0,5.0,3.0,1.0,0.0,0.19,0.0,0.0,0.0,10.0,6.0,0,,0,MIXED/WATCH (0),CAUTION,3.0,38,0.3385,MEDIA,31.61904761904762,🔵 DECENT,🟡 Average,,,,,,,,False,1,0.993,False,-29.64,15.83,-21.8,sideways,stage4
WM,0.0,,,,,88.0,"Waste Management, Inc.",46.5,Industrials,Waste Management,50.0,40.0,44.0,45.0,60.0,223.08,89583517696.0,35.0,27.3,False,down,-0.4,False,0.0,-3.2,True,1.0,1.6,2.9,False,248.13,-10.1,4.0,False,"{'roe_pct': 29.9, 'debt_to_equity': 2.28, 'current_ratio': 0.93, 'operating_margin_pct': 17.5}","{'eps_growth_yoy': np.float64(-0.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.0}",256.04,285.0,210.0,25.0,buy,14.8,119.86,-46.3,92.04,-58.7,2.39,5.32,1.59,49.5,1.49,True,-0.38,4.9,13.3,31.0,2026-07-27,False,False,8.0,STRONG,3.86,21.3,1.81,BULLISH,0.32,70.0,3.0,2.0,27.3,0.0,26.4,13.9,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,50,200 MA declining - structural weakness,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,400.4,23.0,40.3,35.0,False,down,27.3,0.0,False,0.0,True,1.0,2.0,16.0,29.0,48.3,Bajo 50%,24.2,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,53.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,107.0,0,,2,RELIABLE/WATCH (+2),WATCH,3.0,38,0.3801,MEDIA,13.65,🔵 DECENT,🟡 Average,,,,,,,,False,2,1.048,False,-9.35,16.33,-5.22,uptrend,stage1
7741.T,0.0,,,,,50.0,HOYA CORP,59.5,Healthcare,Medical Instruments & Supplies,60.0,50.0,41.0,95.0,65.0,25575.0,8555208376320.0,,,,,,,0.0,,,0.0,,,False,30400.0,-15.9,5.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.04, 'current_ratio': 4.81, 'operating_margin_pct': 27.3}",{'profit_margin_pct': 26.7},30380.0,34000.0,23100.0,15.0,strong_buy,18.8,9051.9,-64.6,7444.2,-70.9,1.99,508.94,1.13,39.7,0.74,,,,7.5,34.0,2026-07-31,False,False,6.0,NEUTRAL,4.01,33.1,4.99,,,,,,3.0,0.0,,17.8,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,83,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,334.5,30.0,25.5,,,,,0.0,,0.0,,0.0,0.0,14.0,29.0,55.2,Medio,29.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,1/3,50.55,5.0,0.0,0.0,0.0,3.0,0.0,1.33,1.0,0.0,0.0,2.0,96.0,0,,0,MIXED/WATCH (0),,0.0,16,,,10.45,🔵 DECENT,🟡 Average,,,,,,,,False,2,1.114,False,-15.87,58.13,1.58,sideways,stage2
TMO,0.0,,,,,42.7,Thermo Fisher Scientific Inc,60.0,Healthcare,Diagnostics & Research,70.0,50.0,44.0,75.0,65.0,505.75,187947565056.0,35.0,28.1,False,down,2.1,False,0.0,1.4,False,0.0,1.2,1.8,False,643.99,-21.5,2.0,False,"{'roe_pct': 13.5, 'debt_to_equity': 0.83, 'current_ratio': 1.53, 'operating_margin_pct': 17.9}","{'eps_growth_yoy': np.float64(2.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.2}",599.19,750.0,490.0,26.0,buy,18.5,308.77,-38.9,205.77,-59.3,2.94,14.86,0.37,9.7,0.26,True,-2.13,6.0,11.3,26.0,2026-07-22,False,False,5.0,NEUTRAL,3.83,36.2,1.64,BULLISH,0.46,80.0,3.0,3.0,7.800000000000001,0.0,12.8,18.0,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,370.7,23.0,30.8,35.0,False,down,28.1,0.0,False,0.0,False,0.0,0.0,15.0,29.0,51.7,Medio,26.4,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,58.135,5.0,0.0,0.0,3.0,3.0,0.0,-2.02,0.0,1.0,0.0,0.0,94.0,0,,8,RELIABLE/BUY (+8),,0.0,38,0.0442,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,False,1,0.933,False,-21.31,26.44,-19.92,sideways,stage4
BRO,0.0,,,,,74.7,"Brown & Brown, Inc.",72.2,Financial Services,Insurance Brokers,100.0,90.0,15.0,75.0,55.0,60.83,20618196992.0,15.0,9.0,False,down,84.4,True,2.0,50.5,True,1.0,6.5,5.7,False,111.09,-45.2,1.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'eps_growth_yoy': np.float64(84.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}",71.5,90.0,60.0,16.0,none,17.5,66.09,8.6,30.7,-49.5,7.38,4.49,1.06,20.5,0.65,True,-1.83,5.0,-4.0,31.0,2026-07-27,False,False,4.0,NEUTRAL,6.04,175.4,,,,,,,15.1,0.0,22.4,21.7,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEGA_FLOAT,292.0,30.0,44.1,15.0,False,down,9.0,0.0,True,2.0,True,1.0,8.0,24.0,29.0,20.7,Bottom 25%,10.8,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,49.615,0.0,6.0,0.0,3.0,0.0,0.0,-2.05,0.0,1.0,0.0,0.0,12.0,0,,0,MIXED/WATCH (0),BEST,5.0,30,0.3744,MEDIA,0.0,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.861,False,-44.75,13.05,-30.83,sideways,stage1
CB,0.0,,,,,31.2,Chubb Limited,49.5,Financial Services,Insurance - Property & Casualty,50.0,40.0,44.0,65.0,60.0,330.82,128311877632.0,35.0,43.9,False,down,-21.8,False,0.0,-0.4,True,1.0,1.1,2.5,False,345.67,-4.3,6.0,False,"{'roe_pct': 15.4, 'debt_to_equity': 0.31, 'current_ratio': 0.39, 'operating_margin_pct': 20.6}","{'eps_growth_yoy': np.float64(-21.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.5}",345.04,385.0,291.0,23.0,buy,4.3,1380.14,317.2,848.7,156.5,9.84,32.54,1.23,13.7,1.47,True,-3.26,19.4,55.1,32.0,2026-07-28,False,False,6.0,NEUTRAL,9.08,,0.14,,,,,,26.2,0.0,9.4,14.8,2026-06-26 08:06:33,2026-06-26,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,351.9,10.0,24.2,35.0,False,down,43.9,0.0,False,0.0,True,1.0,2.0,9.0,29.0,72.4,Medio,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,51.36,0.0,8.0,0.0,3.0,5.0,0.0,-0.06,0.0,0.0,0.0,2.0,,0,,3,MIXED/BUY (+3),BEST,5.0,11,0.1486,BAJA,27.45,⚪ WEAK,🟡 Average,,,,,,,,True,3,1.078,False,-3.71,26.02,-1.07,uptrend,stage3
