ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",187.7,HKD,88.0,A,88.0,ROE 22.1% | Potencial +32% analistas | FCF yield 5.7% | Margen 30% | Dividendo 2.5% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,248.36,32.3,20,5.7,4.04,2.48,,22.1,11.4,15.4,29.8,6.1,-24.3,Geopolitical Risk | Regulatory Risk,NTES,SUSPECT,"Forward P/E is lower than CAPE, potentially indicating undervaluation or expected earnings decline",2026-06-26,0,
0700.HK,Tencent Holdings Limited,413.2,HKD,87.0,A,87.0,ROE 20.5% | P/E 10.8x | Potencial +71% analistas | Margen 31% | Dividendo 1.3% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,706.51,71.0,41,3.5,8.87,1.26,,20.5,10.8,14.8,30.6,9.1,-39.5,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E is lower than CAPE, which may indicate undervaluation or expected earnings decline",2026-06-26,0,
2020.HK,ANTA Sports Products Limited,68.7,HKD,87.0,A,87.0,ROE 22.5% | P/E 10.8x | Potencial +52% analistas | FCF yield 7.3% | Dividendo 3.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.41,52.0,30,7.3,6.5,3.13,,22.5,10.8,12.4,16.9,12.4,-35.4,Cyclical Risk | Geopolitical Risk,,SUSPECT,"Forward P/E is lower than CAPE, and high analyst upside requires scrutiny",2026-06-26,0,
005930.KS,"Samsung Electronics Co., Ltd.",339500.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 5.5x (vs 11x mercado) | Potencial +34% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,454325.53,33.8,36,3.0,4.23,,,18.9,5.5,,21.5,69.2,-9.3,Low P/E Ratio | Potential Regulatory Risks in Tech Sector,SSNLF,SUSPECT,Forward P/E of 5.5x seems anomalously low for a technology company like Samsung Electronics,2026-06-26,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,362.8,HKD,77.0,A,77.0,ROE 35.0% | Potencial +43% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,42.9,17,,5.36,3.56,,35.0,23.2,24.4,62.6,19.0,-22.1,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Governance Concerns,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting discrepancies,2026-06-26,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.61,BRL,76.0,A,76.0,ROE 26.7% | Potencial +37% analistas | Crecimiento ingresos +20% | Margen 47% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,37.1,14,,4.64,6.06,,26.7,11.2,15.9,47.0,20.3,-28.1,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and dividend yield may indicate potential overvaluation or unsustainable business model,2026-06-26,0,
TOTS3.SA,TOTVS S.A.,27.16,BRL,75.0,A,75.0,ROE 16.9% | Potencial +83% analistas | Crecimiento ingresos +22% | Dividendo 3.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,49.77,83.2,13,2.4,10.41,3.06,,16.9,12.8,18.5,15.2,22.4,-43.9,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 83.2% seems inconsistent with the company's fundamentals,2026-06-26,0,
1299.HK,AIA Group Limited,70.9,HKD,74.0,A,74.0,P/E 10.5x | Potencial +47% analistas | Margen 24% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.41,47.3,18,,5.91,2.67,,14.8,10.5,15.3,23.8,6.0,-23.1,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance risks,,SUSPECT,Missing FCF yield and potential exposure to Chinese real estate sector are concerns,2026-06-26,0,
RENT3.SA,Localiza Rent a Car S.A.,42.35,BRL,71.0,A,71.0,P/E 8.7x | Potencial +38% analistas | FCF yield 22.3% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.33,37.7,15,22.3,4.72,5.05,,8.5,8.7,20.5,5.1,21.2,-20.6,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 22.3% seems unusually high for a rent-a-car company,2026-06-26,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,60.9,HKD,71.0,A,71.0,ROE 17.5% | Potencial +37% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 1.8% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,83.54,37.2,23,-1.1,4.65,1.8,,17.5,12.0,12.4,10.7,21.3,-33.4,Cyclical Risk | Governance Risk,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-06-26,0,
