ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
V,Visa Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,356.02,1368644.0,0.16,8,4,2026-07-15,2026-07-17,1,12,1183390.0,185254.0,🟢,"[{'type': 'CALL', 'strike': 360.0, 'volume': 1646.0, 'oi': 0, 'vol_oi_ratio': 1646.0, 'last_price': 1.9, 'premium': 312739.99999999994, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 350.0, 'volume': 361.0, 'oi': 0, 'vol_oi_ratio': 361.0, 'last_price': 7.58, 'premium': 273638.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 357.5, 'volume': 632.0, 'oi': 0, 'vol_oi_ratio': 632.0, 'last_price': 3.1, 'premium': 195920.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 352.5, 'volume': 532.0, 'oi': 0, 'vol_oi_ratio': 532.0, 'last_price': 1.73, 'premium': 92036.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 355.0, 'volume': 153.0, 'oi': 0, 'vol_oi_ratio': 153.0, 'last_price': 2.81, 'premium': 42993.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 350.0, 'volume': 285.0, 'oi': 0, 'vol_oi_ratio': 285.0, 'last_price': 1.33, 'premium': 37905.0, 'itm': False, 'implied_volatility': 0.062509375}]"
COST,Costco Wholesale Corporation,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,921.75,3856713.0,0.71,9,6,2026-07-15,2026-07-17,1,15,2253645.0,1603068.0,🟡,"[{'type': 'CALL', 'strike': 790.0, 'volume': 111, 'oi': 0, 'vol_oi_ratio': 111, 'last_price': 155.88, 'premium': 1730268.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 920.0, 'volume': 153, 'oi': 0, 'vol_oi_ratio': 153, 'last_price': 9.4, 'premium': 143820.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 930.0, 'volume': 168, 'oi': 0, 'vol_oi_ratio': 168, 'last_price': 5.0, 'premium': 84000.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 1010.0, 'volume': 102.0, 'oi': 0.0, 'vol_oi_ratio': 102.0, 'last_price': 96.92, 'premium': 988584.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 920.0, 'volume': 578.0, 'oi': 0.0, 'vol_oi_ratio': 578.0, 'last_price': 6.8, 'premium': 393040.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 925.0, 'volume': 115.0, 'oi': 0.0, 'vol_oi_ratio': 115.0, 'last_price': 10.05, 'premium': 115575.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
MSFT,Microsoft Corporation,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,384.93,36497075.0,0.53,16,11,2026-07-15,2026-07-15,-1,27,23908198.0,12588877.0,🟡,"[{'type': 'CALL', 'strike': 390.0, 'volume': 55670.0, 'oi': 0, 'vol_oi_ratio': 55670.0, 'last_price': 1.38, 'premium': 7682459.999999999, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 385.0, 'volume': 18476.0, 'oi': 0, 'vol_oi_ratio': 18476.0, 'last_price': 3.27, 'premium': 6041652.0, 'itm': False, 'implied_volatility': 0.00196310546875}, {'type': 'CALL', 'strike': 387.5, 'volume': 13232.0, 'oi': 0, 'vol_oi_ratio': 13232.0, 'last_price': 2.2, 'premium': 2911040.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 397.5, 'volume': 3505.0, 'oi': 0.0, 'vol_oi_ratio': 3505.0, 'last_price': 12.15, 'premium': 4258575.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 385.0, 'volume': 10523.0, 'oi': 0.0, 'vol_oi_ratio': 10523.0, 'last_price': 3.21, 'premium': 3377883.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 387.5, 'volume': 3241.0, 'oi': 0.0, 'vol_oi_ratio': 3241.0, 'last_price': 4.48, 'premium': 1451968.0000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
INTU,Intuit Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,282.43,10620835.0,0.02,8,3,2026-07-15,2026-07-17,1,11,10404117.0,216718.0,🟢,"[{'type': 'CALL', 'strike': 175.0, 'volume': 625.0, 'oi': 0.0, 'vol_oi_ratio': 625.0, 'last_price': 99.4, 'premium': 6212500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 195.0, 'volume': 255.0, 'oi': 0.0, 'vol_oi_ratio': 255.0, 'last_price': 79.0, 'premium': 2014500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 190.0, 'volume': 115.0, 'oi': 0.0, 'vol_oi_ratio': 115.0, 'last_price': 82.8, 'premium': 952200.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 285.0, 'volume': 170.0, 'oi': 0, 'vol_oi_ratio': 170.0, 'last_price': 7.5, 'premium': 127500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 280.0, 'volume': 131.0, 'oi': 0, 'vol_oi_ratio': 131.0, 'last_price': 4.78, 'premium': 62618.00000000001, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 270.0, 'volume': 152.0, 'oi': 0, 'vol_oi_ratio': 152.0, 'last_price': 1.75, 'premium': 26600.0, 'itm': False, 'implied_volatility': 0.12500875}]"
WMT,Walmart Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,113.7,10171792.0,0.4,9,9,2026-07-15,2026-07-17,1,18,7276204.0,2895588.0,🟢,"[{'type': 'CALL', 'strike': 75.0, 'volume': 1637, 'oi': 0, 'vol_oi_ratio': 1637, 'last_price': 38.69, 'premium': 6333553.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 115.0, 'volume': 3972, 'oi': 0, 'vol_oi_ratio': 3972, 'last_price': 0.61, 'premium': 242292.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 116.0, 'volume': 5482, 'oi': 0, 'vol_oi_ratio': 5482, 'last_price': 0.38, 'premium': 208316.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 125.0, 'volume': 2012.0, 'oi': 0.0, 'vol_oi_ratio': 2012.0, 'last_price': 10.0, 'premium': 2012000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 115.0, 'volume': 1681.0, 'oi': 0.0, 'vol_oi_ratio': 1681.0, 'last_price': 1.8, 'premium': 302580.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 114.0, 'volume': 1658.0, 'oi': 0.0, 'vol_oi_ratio': 1658.0, 'last_price': 1.2, 'premium': 198960.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
KO,Coca-Cola Company (The),NEUTRAL,80,🔥🔥🔥 WHALE ACTIVITY,83.08,805762.0,0.6,6,3,2026-07-15,2026-07-17,1,9,502087.0,303675.0,🟡,"[{'type': 'CALL', 'strike': 65.0, 'volume': 154.0, 'oi': 0, 'vol_oi_ratio': 154.0, 'last_price': 17.64, 'premium': 271656.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 84.0, 'volume': 2578.0, 'oi': 0, 'vol_oi_ratio': 2578.0, 'last_price': 0.35, 'premium': 90230.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 80.0, 'volume': 165.0, 'oi': 0, 'vol_oi_ratio': 165.0, 'last_price': 3.4, 'premium': 56100.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 84.0, 'volume': 1868.0, 'oi': 0.0, 'vol_oi_ratio': 1868.0, 'last_price': 1.15, 'premium': 214819.99999999997, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 83.0, 'volume': 1396.0, 'oi': 0.0, 'vol_oi_ratio': 1396.0, 'last_price': 0.55, 'premium': 76780.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 82.5, 'volume': 345.0, 'oi': 0.0, 'vol_oi_ratio': 345.0, 'last_price': 0.35, 'premium': 12074.999999999998, 'itm': False, 'implied_volatility': 0.0312596875}]"
VEEV,Veeva Systems Inc.,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,193.09,1140517.0,0.0,2,0,2026-07-15,2026-07-17,1,2,1140517.0,0.0,🟢,"[{'type': 'CALL', 'strike': 140.0, 'volume': 231.0, 'oi': 0, 'vol_oi_ratio': 231.0, 'last_price': 48.27, 'premium': 1115037.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 200.0, 'volume': 196.0, 'oi': 0, 'vol_oi_ratio': 196.0, 'last_price': 1.3, 'premium': 25480.0, 'itm': False, 'implied_volatility': 0.12500875}]",[]
CNI,Canadian National Railway Compa,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,124.79,2309790.0,0.0,3,0,2026-07-15,2026-07-17,1,3,2309790.0,0.0,🟢,"[{'type': 'CALL', 'strike': 105.0, 'volume': 1080, 'oi': 0, 'vol_oi_ratio': 1080, 'last_price': 15.8, 'premium': 1706400.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 95.0, 'volume': 230, 'oi': 0, 'vol_oi_ratio': 230, 'last_price': 24.9, 'premium': 572700.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 125.0, 'volume': 279, 'oi': 0, 'vol_oi_ratio': 279, 'last_price': 1.1, 'premium': 30690.000000000004, 'itm': False, 'implied_volatility': 0.007822421875}]",[]
CTAS,Cintas Corporation,BULLISH,70,🔥🔥 STRONG FLOW,184.33,358340.0,0.21,5,2,2026-07-15,2026-07-17,1,7,295541.0,62799.0,🟢,"[{'type': 'CALL', 'strike': 182.5, 'volume': 301.0, 'oi': 0, 'vol_oi_ratio': 301.0, 'last_price': 5.49, 'premium': 165249.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 180.0, 'volume': 113.0, 'oi': 0, 'vol_oi_ratio': 113.0, 'last_price': 5.29, 'premium': 59777.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 185.0, 'volume': 128.0, 'oi': 0, 'vol_oi_ratio': 128.0, 'last_price': 3.2, 'premium': 40960.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 172.5, 'volume': 363.0, 'oi': 0, 'vol_oi_ratio': 363.0, 'last_price': 0.93, 'premium': 33759.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'PUT', 'strike': 175.0, 'volume': 220.0, 'oi': 0, 'vol_oi_ratio': 220.0, 'last_price': 1.32, 'premium': 29040.000000000004, 'itm': False, 'implied_volatility': 0.12500875}]"
VRSN,"VeriSign, Inc.",BULLISH,70,🔥🔥 STRONG FLOW,268.85,677173.0,0.0,3,0,2026-07-15,2026-07-17,1,3,677173.0,0.0,🟢,"[{'type': 'CALL', 'strike': 260.0, 'volume': 566.0, 'oi': 0, 'vol_oi_ratio': 566.0, 'last_price': 8.58, 'premium': 485628.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 270.0, 'volume': 691.0, 'oi': 0, 'vol_oi_ratio': 691.0, 'last_price': 2.45, 'premium': 169295.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 280.0, 'volume': 178.0, 'oi': 0, 'vol_oi_ratio': 178.0, 'last_price': 1.25, 'premium': 22250.0, 'itm': False, 'implied_volatility': 0.12500875}]",[]
