ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
MA,0.0,,,,49.2,Mastercard Incorporated,57.8,Financial Services,Credit Services,75.0,50.0,44.0,50.0,65.0,537.7,475103068160.0,35.0,29.7,False,up,4.9,False,0.0,3.3,False,0.0,0.9,1.8,False,601.77,-10.6,3.0,False,"{'roe_pct': 232.1, 'debt_to_equity': 2.82, 'current_ratio': 0.98, 'operating_margin_pct': 60.8}","{'eps_growth_yoy': 4.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 45.9}",643.84,735.0,550.0,38.0,strong_buy,19.7,564.24,4.9,366.34,-31.9,3.4,18.41,0.66,18.2,0.54,True,-2.78,27.7,21.2,16.0,2026-07-30,False,True,9.0,STRONG,3.97,622.8,1.11,NEUTRAL,1.4,60.0,1.0,1.0,17.1,0.0,14.8,17.3,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,875.8,23.0,32.1,35.0,False,up,29.7,2.0,False,0.0,False,0.0,0.0,7.0,29.0,79.3,Top 25%,38.2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,85.58,0.0,0.0,3.0,0.0,3.0,5.0,0.04,-0.16,0.0,0.0,0.0,2.46,2.0,10.0,28.0,0,,8,RELIABLE/BUY (+8),WATCH,3.0,46,0.4917,ALTA,14.78,4.9,33.2,MEDIA,⭐⭐ STRONG,🟢 Elite,,,,,,,,False,1,1.155,False,-10.09,15.95,-14.77,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VRSN,70.47368421052632,Excellent,Stage 1-2 Transition,19.21972323758897,56.1,"VeriSign, Inc.",61.5,Technology,Software - Infrastructure,85.0,50.0,47.6,50.0,65.0,270.31,24598210560.0,35.0,29.8,False,down,3.4,True,1.0,4.6,False,0.0,2.1,2.2,False,312.48,-13.5,4.0,False,"{'current_ratio': 0.46, 'operating_margin_pct': 68.5}","{'eps_growth_yoy': 3.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 50.0}",312.0,355.0,265.0,4.0,buy,15.4,185.13,-31.5,103.28,-61.8,3.28,8.87,1.2,34.5,,True,-3.52,15.4,8.0,9.0,2026-07-23,False,True,8.0,STRONG,4.43,512.5,2.26,BULLISH,0.0,60.0,1.0,0.0,53.5,28.2,16.8,18.4,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,83,200 MA declining - structural weakness,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",HIGH_FLOAT,90.4,20.0,63.5,35.0,False,down,29.8,0.0,True,1.0,False,0.0,2.0,22.0,29.0,27.6,Bajo 50%,20.5,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,65.805,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.88,0.0,0.0,0.0,1.92,2.0,10.0,19.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,11.0,46,0.561,ALTA,50.38684210526316,-31.5,62.0,ALTA,⭐⭐ STRONG,🟢 Excellent,HOLD,65.0,Close to ATH (-13.5% from high) - wait for pullback | Strong upside (+15.4%) - analyst support,-13.5,NEUTRAL,BUY,False,False,2,0.868,False,-13.5,30.25,0.77,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
TEVA,0.0,,,,42.6,Teva Pharmaceutical Industries ,58.5,Healthcare,Drug Manufacturers - Specialty & Generic,85.0,30.0,54.0,55.0,65.0,32.18,37471260672.0,60.0,64.8,False,down,30.9,False,0.0,-4.7,False,0.0,2.8,5.2,False,37.35,-13.8,5.0,False,"{'roe_pct': 21.6, 'debt_to_equity': 2.06, 'current_ratio': 1.01, 'operating_margin_pct': 19.2}","{'eps_growth_yoy': 30.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.0}",40.9,50.0,33.0,10.0,strong_buy,27.1,95.11,195.6,40.2,24.9,6.97,2.24,,,2.95,False,,2.5,72.2,15.0,2026-07-29,False,True,8.0,STRONG,4.22,43.5,0.14,,,,,,6.300000000000001,0.0,12.8,17.6,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,83,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 39% up volume)",MEGA_FLOAT,1083.3,30.0,30.3,60.0,False,down,64.8,0.0,False,0.0,False,0.0,0.0,11.0,29.0,65.5,Medio,33.8,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,73.03,8.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,10.0,71.0,1,Appaloosa (Tepper),8,RELIABLE/BUY (+8),,0.0,46,0.4258,MEDIA,19.35,27.1,-83.2,,⭐ GOOD,🟢 Excellent,,,,,,,,False,2,0.934,False,-13.84,114.68,-7.98,sideways,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
SPGI,0.0,,,,33.1,S&P Global Inc.,68.5,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,24.0,65.0,65.0,437.84,129600634880.0,15.0,22.1,False,up,30.1,True,1.0,11.1,True,1.0,1.2,1.4,False,547.82404,-20.1,3.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.38, 'current_ratio': 0.68, 'operating_margin_pct': 44.3}","{'eps_growth_yoy': 30.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.4}",513.47,555.0,444.0,15.0,strong_buy,17.3,759.17,73.4,474.0,8.3,4.09,17.9,0.9,24.4,0.82,True,-4.13,22.7,32.5,14.0,2026-07-28,False,True,7.0,NEUTRAL,4.44,942.7,0.66,BULLISH,0.0,60.0,1.0,0.0,19.5,0.0,9.9,20.6,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,295.3,23.0,30.5,15.0,False,up,22.1,2.0,True,1.0,True,1.0,5.0,15.0,29.0,51.7,Medio,29.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,2/3,58.80500000000001,0.0,0.0,3.0,0.0,3.0,5.0,10.98,-3.8,3.0,2.0,3.0,2.16,2.0,5.0,16.0,0,,-5,MIXED/AVOID (-5),WATCH,-5.0,46,0.3309,MEDIA,6.8500000000000005,17.3,-23.6,,⭐ GOOD,🟡 Good,,,,,,,,False,1,1.316,False,-19.41,21.84,-22.72,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
V,0.0,,,,47.6,Visa Inc.,71.1,Financial Services,Credit Services,85.0,70.0,46.7,85.0,60.0,357.75,680348811264.0,35.0,42.2,False,up,14.2,False,0.0,10.4,True,1.0,1.2,2.3,False,365.02,-2.0,4.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': 14.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",401.16,450.0,330.0,38.0,strong_buy,12.1,532.49,48.8,353.1,-1.3,3.06,12.56,0.77,22.0,0.7,True,-3.14,43.6,35.5,14.0,2026-07-28,False,True,6.0,NEUTRAL,3.88,381.9,0.68,BULLISH,0.08,100.0,7.0,3.0,29.6,0.0,14.3,21.3,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,1688.2,23.0,35.6,35.0,False,up,42.2,2.0,False,0.0,True,1.0,2.0,7.0,29.0,79.3,Top 25%,38.2,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,False,2/3,54.81999999999999,0.0,0.0,3.0,0.0,3.0,5.0,0.62,0.58,1.0,0.0,0.0,1.51,2.0,2.0,33.0,0,,-8,RELIABLE/AVOID (-8),WATCH,-3.0,41,0.4757,ALTA,22.11,12.1,-11.6,,⭐ GOOD,🟡 Good,,,,,,,,False,2,1.249,False,-1.99,21.98,-5.81,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CBOE,0.0,,,,50.4,"Cboe Global Markets, Inc.",75.5,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,44.0,95.0,50.0,277.13,29002702848.0,35.0,31.3,False,down,64.1,True,1.0,8.5,True,2.0,3.0,2.9,False,371.18,-25.3,3.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.29, 'current_ratio': 1.39, 'operating_margin_pct': 39.7}","{'eps_growth_yoy': 64.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.8}",311.21,375.0,258.0,14.0,hold,12.3,406.47,46.7,351.3,26.8,3.46,9.58,1.07,23.8,1.29,True,-0.27,33.8,21.8,17.0,2026-07-31,False,True,8.0,STRONG,5.69,70.3,0.34,,,,,,15.799999999999995,0.0,15.1,22.6,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",HIGH_FLOAT,104.2,27.0,37.8,35.0,False,down,31.3,0.0,True,1.0,True,2.0,5.0,15.0,29.0,51.7,Medio,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,54.22,0.0,0.0,3.0,0.0,3.0,5.0,-2.68,-4.81,0.0,2.0,-1.5,1.54,2.0,10.0,32.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,41,0.504,ALTA,7.55,26.8,-24.4,,⭐ GOOD,🟡 Good,,,,,,,,False,2,1.044,False,-25.18,22.0,-1.83,sideways,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
JKHY,71.63157894736842,Excellent,Stage Unknown,16.110778817881748,56.1,"Jack Henry & Associates, Inc.",61.6,Technology,Information Technology Services,65.0,60.0,32.0,95.0,65.0,150.73,10709484544.0,35.0,29.4,False,down,-3.7,True,1.0,3.4,True,1.0,6.6,2.3,False,193.39,-22.1,3.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 0.06, 'current_ratio': 1.74, 'operating_margin_pct': 24.4}","{'eps_growth_yoy': -3.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.6}",184.29,208.0,158.0,14.0,buy,22.3,114.65,-23.9,89.75,-40.5,3.49,5.26,1.58,32.8,1.22,True,-2.66,123.3,12.5,35.0,2026-08-18,False,False,9.0,STRONG,5.51,162.7,1.7,,,,,,47.0,28.7,16.8,18.5,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",HIGH_FLOAT,70.6,20.0,64.0,35.0,False,down,29.4,0.0,True,1.0,True,1.0,5.0,26.0,29.0,13.8,Bottom 25%,11.6,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,52.845,0.0,0.0,3.0,3.0,3.0,3.0,-0.63,-1.98,0.0,2.0,0.0,2.79,2.0,10.0,15.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.561,ALTA,41.975789473684216,-23.9,54.5,ALTA,⭐ GOOD,🟡 Good,BUY,100.0,Good pullback (-22.1% from high) - valid VCP setup | Strong upside (+22.3%) - analyst support,-22.1,NEUTRAL,BUY,False,False,2,1.072,False,-21.42,24.53,-28.18,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
AON,0.0,,,,33.2,Aon plc,79.8,Financial Services,Insurance Brokers,100.0,90.0,46.7,80.0,60.0,367.35,78457495552.0,35.0,40.5,False,up,109.3,False,0.0,21.2,True,2.0,1.8,2.0,False,381.0,-3.6,3.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",390.42,445.0,298.0,19.0,buy,6.3,597.35,62.6,507.58,38.2,4.26,15.65,0.92,16.4,0.76,True,-1.59,7.4,19.0,15.0,2026-07-29,False,True,8.0,STRONG,6.0,141.9,0.64,,,,,,19.9,0.0,10.0,23.9,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,210.9,23.0,33.9,35.0,False,up,40.5,2.0,False,0.0,True,2.0,2.0,16.0,29.0,48.3,Bajo 50%,28.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,False,2/3,51.97999999999999,0.0,0.0,3.0,0.0,3.0,5.0,1.85,1.64,2.0,0.0,1.5,0.79,-3.0,10.0,12.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.3323,MEDIA,22.98,38.2,-44.1,,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.119,False,-3.13,20.92,-3.52,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
BAC,0.0,,,,43.7,Bank of America Corporation,72.2,Financial Services,Banks - Diversified,95.0,60.0,64.7,65.0,60.0,59.5,422247170048.0,80.0,81.8,False,up,20.6,True,1.0,14.4,False,0.0,0.0,0.0,False,60.83,-2.2,8.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 36.0}","{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.0}",65.79,71.0,58.0,21.0,strong_buy,10.6,,,98.09,64.9,,,1.88,27.3,2.35,True,-5.96,,24.4,0.0,2026-07-14,True,False,5.0,NEUTRAL,,,0.48,,,,,,53.8,0.0,13.1,21.7,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,7069.1,3.0,34.8,80.0,False,up,81.8,5.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,81.8,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,57.565,0.0,0.0,0.0,3.0,3.0,5.0,2.6,4.16,2.0,0.0,1.5,1.32,2.0,0.0,,1,Berkshire Hathaway (Buffett),0,RELIABLE/INSUFFICIENT (0),,0.0,46,0.4372,MEDIA,37.22,37.8,-54.3,,🔵 DECENT,🟡 Good,AVOID,35.0,Near ATH (-2.2% from high) - poor entry point,-2.2,NEUTRAL,STRONG_BUY,False,True,3,0.994,False,-2.19,35.86,-0.82,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
MCO,0.0,,,,43.5,Moody's Corporation,68.6,Financial Services,Financial Data & Stock Exchanges,95.0,60.0,46.7,65.0,60.0,495.72,86590603264.0,35.0,33.7,False,up,14.4,True,1.0,9.5,True,1.0,2.0,2.7,False,546.88,-9.4,3.0,False,"{'roe_pct': 71.4, 'debt_to_equity': 2.36, 'current_ratio': 1.16, 'operating_margin_pct': 45.7}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 31.7}",541.0,610.0,490.0,20.0,buy,9.1,233.63,-52.9,141.8,-71.4,2.62,12.97,0.85,27.6,0.8,False,,12.7,7.8,8.0,2026-07-22,False,True,8.0,STRONG,3.68,106.3,3.41,,,,,,23.6,0.0,13.0,20.6,2026-07-14 06:23:00,2026-07-14,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",HIGH_FLOAT,160.0,20.0,33.6,35.0,False,up,33.7,2.0,True,1.0,True,1.0,5.0,15.0,29.0,51.7,Medio,29.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,48.615,0.0,0.0,0.0,0.0,0.0,3.0,0.84,0.93,0.0,0.0,0.0,1.14,0.0,10.0,63.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,32,0.4352,MEDIA,15.86,-52.9,71.2,ALTA,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.086,False,-8.94,23.79,-14.84,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
