ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
AMS.MC,"AMADEUS IT GROUP, S.A.",62.0,⭐⭐ GOOD,🟡 Good,65.0,60.0,50.0,70.0,70.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': -4.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 3.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 34.6}",49.94,21408628736,Technology,Information Technology Services,,,False,73.6,-32.1,0,False,67.2,80.9,50.0,22.0,buy,34.6,40.6,-18.7,30.5,-38.9,5.05,2.52,3.04,46.6,1.54,1.73,True,-7.7,21.7,5.1,17,2026-07-31,False,True,7,NEUTRAL,7.57,473.7,2.53,27.0,,,,2026-07-14T06:41:20.989487,IBEX35,62.8,6.0,8.0,3.0,3.0,4.32,3.0,0.0,CONFIRMED_UPTREND,0,
DB1.DE,DEUTSCHE BOERSE AG            N,69.0,⭐⭐ GOOD,🟡 Good,95.0,50.0,50.0,80.0,60.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 8.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.9}",256.4,46691962880,Financial Services,Financial Data & Stock Exchanges,,,False,269.6,-4.9,0,False,286.83,310.0,240.0,12.0,buy,11.9,,,137.01,-46.6,,,1.69,35.7,4.2,1.87,,,,12.2,8,2026-07-22,False,True,5,NEUTRAL,5.94,66.8,1.59,22.0,,,,2026-07-14T06:40:40.769174,DAX40,62.6,0.0,5.0,0.0,3.0,1.49,0.0,15.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,60.0,50.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': 37.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': 14.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.3}",74.05,5236481536,Communication Services,Internet Content & Information,,,False,122.8,-39.7,0,False,106.12,140.0,86.0,17.0,strong_buy,43.3,,,108.3,46.3,,,2.05,36.6,1.5,1.51,,,44.1,40.6,23,2026-08-06,False,False,6,NEUTRAL,5.11,635.9,0.38,26.4,,,,2026-07-14T06:41:47.842449,DAX40,53.7,0.0,5.0,0.0,5.0,5.41,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
WKL.AS,WOLTERS KLUWER,55.0,⭐ AVERAGE,🟡 Average,60.0,50.0,50.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 21.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 47.3}",62.44,13928157184,Industrials,Specialty Business Services,,,False,144.25,-56.7,0,False,91.97,154.0,50.0,15.0,buy,47.3,187.36,200.1,169.2,171.0,7.08,4.42,4.17,43.1,2.52,1.81,,,,36.9,22,2026-08-05,False,False,7,NEUTRAL,9.72,668.9,0.27,27.0,,,,2026-07-14T06:40:29.399860,AEX25,59.0,6.0,8.0,0.0,5.0,5.91,3.0,0.0,CONFIRMED_UPTREND,0,
SAP.DE,SAP SE                        I,69.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,50.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': 13.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': 5.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 48.7}",140.72,164298915840,Technology,Software - Application,,,False,267.1,-47.3,0,False,209.24,290.0,154.99,25.0,strong_buy,48.7,133.62,-5.0,62.5,-55.6,4.96,6.98,1.82,37.7,2.5,1.45,True,-2.49,21.9,9.3,9,2026-07-23,False,True,8,STRONG,6.64,146.7,1.8,35.1,,,,2026-07-14T06:41:50.907639,DAX40,56.7,3.0,5.0,3.0,3.0,6.09,3.0,0.0,CONFIRMED_UPTREND,0,
RMV.L,RIGHTMOVE PLC ORD 0.1P,61.0,⭐⭐ GOOD,🟡 Good,60.0,50.0,50.0,100.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 28.1}",437.7,3243502592,Communication Services,Internet Content & Information,,,False,827.0,-47.1,0,False,560.62,765.0,404.0,16.0,hold,28.1,671.0,53.3,470.0,7.4,5.92,0.26,2.45,36.2,0.11,1.52,,,,6.7,17,2026-07-31,False,True,6,NEUTRAL,8.82,637.5,0.77,29.4,,,,2026-07-14T06:42:27.921291,FTSE100,56.4,6.0,5.0,0.0,3.0,3.51,3.0,0.0,CONFIRMED_UPTREND,0,
EXPN.L,EXPERIAN PLC ORD USD0.10,55.8,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.1}",2671.0,23657912320,Industrials,Consulting Services,,,False,4101.0,-34.9,0,False,3821.6,4734.44,2367.06,18.0,strong_buy,43.1,3387.0,26.8,2864.0,7.2,3.85,1.03,1.98,39.8,0.52,1.38,,,,23.1,127,2026-11-18,False,False,9,STRONG,7.43,646.3,0.67,19.8,,,,2026-07-14T06:41:39.822639,FTSE100,56.3,3.0,5.0,0.0,5.0,5.39,3.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,53.0,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,50.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.1}",856.4,7686483456,Technology,Software - Application,,,False,1335.0,-35.9,0,False,1071.0,1334.0,850.0,19.0,buy,25.1,1651.0,92.8,572.0,-33.2,8.23,0.7,2.71,55.0,0.22,2.1,,,,14.3,128,2026-11-19,False,False,6,NEUTRAL,5.71,374.3,1.04,28.0,,,,2026-07-14T06:42:30.764078,FTSE100,52.2,8.0,5.0,0.0,3.0,3.14,3.0,0.0,CONFIRMED_UPTREND,0,
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,59.5,⭐ AVERAGE,🟡 Average,60.0,50.0,50.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 16.6}",499.7,3917780992,Communication Services,Internet Content & Information,,,False,844.4,-40.8,0,False,582.47,830.0,410.0,17.0,none,16.6,500.0,0.1,340.0,-32.0,6.22,0.31,2.32,32.0,0.12,0.99,,,,2.5,114,2026-11-05,False,False,5,NEUTRAL,9.27,332.4,2.23,15.9,,,,2026-07-14T06:41:42.510964,FTSE100,54.8,6.0,5.0,0.0,1.0,2.08,1.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
PGHN.SW,PARTNERS GROUP N,59.8,⭐ AVERAGE,🟡 Average,60.0,50.0,50.0,85.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.5}",698.4,18006943744,Financial Services,Asset Management,,,False,1158.0,-39.7,0,False,869.23,1050.0,700.0,13.0,buy,24.5,1070.36,53.3,533.06,-23.7,7.46,52.13,6.71,86.7,46.0,3.48,,,,7.7,49,2026-09-01,False,False,7,NEUTRAL,7.82,75.9,1.26,23.8,,,,2026-07-14T06:41:01.298241,SMI20,50.9,6.0,0.0,0.0,3.0,3.06,3.0,0.0,CONFIRMED_UPTREND,0,
