Ticker,Insider,Title,Date,InsiderName,TradeDate,FilingDate,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-09-08 10:10:45,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-09-01,2026-09-03,P - Purchase,223.04,534000,115021527,119%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-09-08 10:10:45,LILA,Liberty Latin America Ltd.,Dir,De Angoitia Alfonso,2026-08-31,2026-09-04,P - Purchase,20.95,476190,491084,9%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/LILA_d.png,reports/graphs/LILA_w.png
2026-09-08 10:10:45,AON,Aon Plc,Dir,Knight Lester B,2026-09-02,2026-09-03,P - Purchase,327.48,20000,318864,6%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/AON_d.png,reports/graphs/AON_w.png
2026-09-08 10:10:45,SUJA,"Suja Life, Inc.",10%,"Paine Schwartz Food Chain Fund V Gp, Ltd.",2026-08-31,2026-09-02,P - Purchase,10.27,525000,11621253,5%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/SUJA_d.png,reports/graphs/SUJA_w.png
2026-09-08 10:10:45,NIVF,Newgenivf Group Ltd,"Dir, 10%",Cheung Kong Yiu,2026-05-28,2026-09-02,P - Purchase,1.12,3722223,3722223,4%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/NIVF_d.png,reports/graphs/NIVF_w.png
2026-09-08 10:10:45,AAT,"American Assets Trust, Inc.","Exec COB, 10%",Rady Ernest S,2026-08-31,2026-09-02,P - Purchase,22.45,166636,14388400,3%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/AAT_d.png,reports/graphs/AAT_w.png
2026-09-08 10:10:45,EMPD,Empery Digital Inc.,10%,"Empery Asset Management, LP",2026-09-01,2026-09-02,P - Purchase,3.59,500000,4930345,1%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/EMPD_d.png,reports/graphs/EMPD_w.png
2026-09-08 10:10:45,PAM,Pampa Energy Inc.,"Dir, 10%",Mindlin Marcos Marcelo,2026-08-31,2026-09-02,P - Purchase,3.44,500000,22680592,1%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/PAM_d.png,reports/graphs/PAM_w.png
2026-09-08 10:10:45,NPB,Northpointe Bancshares Inc,"COB, CEO, 10%",Williams Charles Alan,2026-09-01,2026-09-02,P - Purchase,16.74,85000,3310180,1%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/NPB_d.png,reports/graphs/NPB_w.png
2026-09-08 10:10:45,TENX,"Tenax Therapeutics, Inc.",10%,"Adar1 Capital Management, LLC",2026-08-31,2026-09-02,P - Purchase,1.79,770333,5624151,1%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/TENX_d.png,reports/graphs/TENX_w.png
2026-09-08 10:10:45,AMRZ,Amrize Ltd,"COB, CEO",Jenisch Jan Philipp,2026-09-02,2026-09-03,P - Purchase,42.47,30000,2286000,1%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/AMRZ_d.png,reports/graphs/AMRZ_w.png
2026-09-08 10:10:45,MSCI,Msci Inc.,Dir,Taneja Rajat,2026-09-02,2026-09-04,P - Purchase,560.0,1786,5404,1%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/MSCI_d.png,reports/graphs/MSCI_w.png
2026-09-08 10:10:45,ATRA,"Atara Biotherapeutics, Inc.",Dir,Cherry Brian N,2026-09-04,2026-09-04,P - Purchase,9.6,104166,166486,999%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/ATRA_d.png,reports/graphs/ATRA_w.png
2026-09-08 10:10:45,DFIN,"Donnelley Financial Solutions, Inc.",Dir,Binz Joseph Leo,2026-09-01,2026-09-03,P - Purchase,48.12,20780,24704,999%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/DFIN_d.png,reports/graphs/DFIN_w.png
2026-09-08 10:10:45,AXIA,Axia Energia S.A.,Dir,Batista De Lima Filho Pedro,2026-08-31,2026-09-02,P - Purchase,10.27,93600,4813599,961%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/AXIA_d.png,reports/graphs/AXIA_w.png
2026-09-08 10:10:45,VST,Vistra Corp.,"Pres, CEO",Burke James A,2026-08-31,2026-09-02,P - Purchase,135.49,6665,1242301,903%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/VST_d.png,reports/graphs/VST_w.png
2026-09-08 10:10:45,ADC,Agree Realty Corp,Dir,Rakolta John Jr,2026-08-31,2026-09-02,P - Purchase,72.42,10000,632343,724%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/ADC_d.png,reports/graphs/ADC_w.png
2026-09-08 10:10:45,RCT,Redcloud Holdings Plc,"Dir, 10%",Senn Nikolaus Beat,2026-08-27,2026-09-02,P - Purchase,0.25,2500000,10151524,625%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/RCT_d.png,reports/graphs/RCT_w.png
2026-09-08 10:10:45,CAVA,"Cava Group, Inc.",Chief Operations Officer,Thompson Douglas W.,2026-08-31,2026-09-02,P - Purchase,66.52,6500,19371,432%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/CAVA_d.png,reports/graphs/CAVA_w.png
2026-09-08 10:10:45,DGICA,Donegal Group Inc,10%,Donegal Mutual Insurance Co,2026-09-02,2026-09-04,P - Purchase,19.48,19595,19044540,381%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/DGICA_d.png,reports/graphs/DGICA_w.png
2026-09-08 10:10:45,DGICA,Donegal Group Inc,10%,Donegal Mutual Insurance Co,2026-08-31,2026-09-02,P - Purchase,19.17,19257,19024945,369%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/DGICA_d.png,reports/graphs/DGICA_w.png
2026-09-08 10:10:45,BGDE,"Big Digital Energy, Inc.","SEE REMARKS, 10%","Endeavor Blockchain, LLC",2026-08-28,2026-09-02,P - Purchase,6.57,50135,1779700,329%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/BGDE_d.png,reports/graphs/BGDE_w.png
2026-09-08 10:10:45,MIR,"Mirion Technologies, Inc.",CFO,Schopfer Brian,2026-09-02,2026-09-02,P - Purchase,15.6,20000,1333225,312%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/MIR_d.png,reports/graphs/MIR_w.png
2026-09-08 10:10:45,PRTA,Prothena Corp Public Ltd Co,10%,Scully William P,2026-09-02,2026-09-03,P - Purchase,9.47,27000,962500,255%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/PRTA_d.png,reports/graphs/PRTA_w.png
2026-09-08 10:10:45,PNFP,"Pinnacle Financial Partners, Inc.",CEO,Blair Kevin S.,2026-09-01,2026-09-02,P - Purchase,97.48,2565,152397,250%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/PNFP_d.png,reports/graphs/PNFP_w.png
2026-09-08 10:10:45,ENOV,Enovis Corp,CEO,McDonald Damien,2026-09-04,2026-09-04,P - Purchase,19.15,13035,247077,249%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/ENOV_d.png,reports/graphs/ENOV_w.png
2026-09-08 10:10:45,BAER,"Bridger Aerospace Group Holdings, Inc.",Dir,Kelter Jeffrey E,2026-09-01,2026-09-02,P - Purchase,1.1,200000,2416093,219%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/BAER_d.png,reports/graphs/BAER_w.png
2026-09-08 10:10:45,ENHA,Enhanced Group Inc.,"Dir, 10%",Apeiron Investment Group Ltd.,2026-09-02,2026-09-04,P - Purchase,1.58,133107,37084058,209%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/ENHA_d.png,reports/graphs/ENHA_w.png
2026-09-08 10:10:45,LDI,"Loandepot, Inc.","Exec Chair, CEO, Pres, 10%",Hsieh Anthony Li,2026-08-31,2026-09-02,P - Purchase,0.94,205573,1217496,192%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/LDI_d.png,reports/graphs/LDI_w.png
2026-09-08 10:10:45,EQPT,Equipmentshare.Com Inc,"Founder, Pres",Schlacks William J.,2026-09-02,2026-09-04,P - Purchase,17.79,10000,14377498,177%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/EQPT_d.png,reports/graphs/EQPT_w.png
2026-09-08 10:10:45,JUSH,Jushi Holdings Inc.,"CEO, 10%",Cacioppo James,2026-08-31,2026-09-02,P - Purchase,0.52,319686,16938263,165%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/JUSH_d.png,reports/graphs/JUSH_w.png
2026-09-08 10:10:45,TSM,Taiwan Semiconductor Manufacturing Co Ltd,"SVP, GC",Fang Shu-Hua,2026-07-02,2026-09-04,P - Purchase,77.09,2000,1365659,154%,OpenInsider.com,2026-09-08 10:10:45,reports/graphs/TSM_d.png,reports/graphs/TSM_w.png
