ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,WATCH,4,EPS revision UP: EPS consensus ↑3.4% (901.46→931.81),2026-05-08
ADP,CAUTION,4,"Thesis drift MEDIUM: Score cayó 21pts en 53d (64→43) | Señal salida MEDIUM: Score cayó 21pts (64 → 43) | Opciones TIER2 (q=45): VALUE weak (43pts), FCF 5.5% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.5% vs media sector 4.2%) | EPS revision UP: EPS consensus ↑2.3% (13.25→13.55); Revenue estimate ↑2.0%",2026-05-08
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-08
AJG,WATCH,4,EPS revision UP: EPS consensus ↑4.1% (13.21→13.75); Revenue estimate ↑3.0%,2026-05-08
AON,CAUTION,-6,Thesis drift MEDIUM: Score cayó 18pts en 53d (66→48) | Señal salida MEDIUM: Score cayó 18pts (66 → 48) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (5.0% vs media sector 3.8%),2026-05-08
ASAZY,WATCH,4,EPS revision UP: EPS consensus ↑4.2% (1.00→1.04),2026-05-08
ATLKY,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑6.7% (0.62→0.67); Revenue estimate ↑2.3%,2026-05-08
AUTO.L,WATCH,3,Piotroski fuerte (8.0/9),2026-05-08
AXP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-08
AZO,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-08
BR,CAUTION,4,Señal salida MEDIUM: Score cayó 16pts (73 → 57) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.7% vs media sector 4.2%) | EPS revision UP: EPS consensus ↑2.9% (9.68→9.96); Revenue estimate ↑2.0%,2026-05-08
BRK-B,BEST,5,Mejor FCF en Financial Services (6.0% vs media sector 3.8%),2026-05-08
BRO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-08
CDNS,CAUTION,0,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision STRONG_UP: EPS consensus ↑33.1% (6.87→9.15); Revenue estimate ↑3.8%,2026-05-08
CHD,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-08
CL,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-08
