ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (57pts), FCF 5.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.1% vs media sector 4.3%)",2026-06-04
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-06-04
AJG,CAUTION,-9,Thesis drift MEDIUM: Score cayó 10pts en 39d (37→27) | Caro vs peers en Financial Services (FCF rank 11/11),2026-06-04
AON,CAUTION,2,Thesis drift MEDIUM: Score cayó 16pts en 39d (54→38) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.9% vs media sector 4.6%),2026-06-04
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.1% vs media sector 6.2%),2026-06-04
ATLKY,CAUTION,-1,Thesis drift MEDIUM: FCF yield cayó 5.1pp (27.5%→22.4%) | Mejor FCF en Industrials (22.4% vs media sector 6.2%),2026-06-04
AUTO.L,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (7.0% vs media sector 7.1%),2026-06-04
AZO,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑6.1% (213.55→226.58),2026-06-04
BR,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 31pts en 39d (61→31) | Señal salida MEDIUM: Score cayó 43pts (73 → 31) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.6% vs media sector 4.3%)",2026-06-04
BRO,BEST,5,Mejor FCF en Financial Services (7.9% vs media sector 4.6%),2026-06-04
CBOE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 19pts en 39d (45→26) | Piotroski fuerte (8.0/9),2026-06-04
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-04
CME,CAUTION,-6,Thesis drift MEDIUM: Score cayó 13pts en 39d (44→31),2026-06-04
COST,WATCH,-5,EPS revision STRONG_DOWN: EPS consensus ↓9.8% (38.45→34.67); Revenue estimate ↑2.4% | Piotroski fuerte (7.0/9),2026-06-04
CSU.TO,WATCH,5,"Piotroski SLIGHT_UP (6.0 → 7.0, Δ+1)",2026-06-04
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 21/23) | Piotroski fuerte (8.0/9),2026-06-04
DHR,CAUTION,-6,Thesis drift MEDIUM: Score cayó 17pts en 39d (40→23),2026-06-04
DSGX,WATCH,-3,Caro vs peers en Technology (FCF rank 14/16),2026-06-04
EXPN.L,CAUTION,2,Thesis drift MEDIUM: Score cayó 18pts en 39d (62→45) | Smart money: 0 HF + 3 insiders (conv 48),2026-06-04
G24.DE,CAUTION,-8,Señal salida MEDIUM: Score cayó 21pts (73 → 52),2026-06-04
GVDNY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-04
HEI,REVISION_UP,8,Caro vs peers en Industrials (FCF rank 22/23) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.1% (7.11→7.54); Revenue estimate ↑5.1%,2026-06-04
