ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (59pts), FCF 5.4% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.4% vs media sector 4.1%)",2026-05-21
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-21
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 14/14),2026-05-21
AON,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 34pts en 37d (73→39) | Señal salida MEDIUM: Score cayó 27pts (66 → 39) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.8% vs media sector 4.0%)",2026-05-21
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.9% vs media sector 5.4%),2026-05-21
AUTO.L,CAUTION,0,"Señal salida MEDIUM: Score cayó 25pts (65 → 40) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (6.4% vs media sector 6.9%)",2026-05-21
AXP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-21
AZO,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-21
BR,CAUTION,0,"Thesis drift MEDIUM: Score cayó 50pts en 37d (78→28) | Señal salida MEDIUM: Score cayó 45pts (73 → 28) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Opciones TIER2 (q=45): VALUE weak (28pts), FCF 6.9% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.9% vs media sector 4.1%)",2026-05-21
BRK-B,BEST,5,Mejor FCF en Financial Services (5.9% vs media sector 4.0%),2026-05-21
BRO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-21
CDNS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-21
CHD,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-21
CL,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-21
CLPBY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 16pts en 37d (61→45) | EPS revision STRONG_DOWN: EPS consensus ↓18.1% (0.51→0.41); Revenue estimate ↑1.7% | Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (50.8% vs media sector 10.0%),2026-05-21
CME,CAUTION,-9,Thesis drift MEDIUM: Score cayó 10pts en 37d (43→33) | Caro vs peers en Financial Services (FCF rank 13/14),2026-05-21
COST,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-21
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-21
