ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
CBOE,"Cboe Global Markets, Inc.",84.4,🏆 ELITE,🟢 Elite,100.0,70.0,88.3,95.0,50.0,100.0,99.2,True,up,64.1,True,1,8.5,True,2,"{'eps_growth_yoy': np.float64(64.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.8}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(19.7), 'rs_6m': np.float64(30.3), 'rs_line_percentile': 99.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 25.1, 'debt_to_equity': 0.29, 'current_ratio': 1.39, 'operating_margin_pct': 39.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -8.9}",362.97,37986185216,Financial Services,Financial Data & Stock Exchanges,3.0,2.9,False,371.18,-2.2,8.0,True,330.57,395.0,273.0,14.0,hold,-8.9,406.47,12.0,351.6,-3.1,2.64,9.58,0.79,23.8,2.88,1.3,True,-0.2,33.8,21.8,72.0,2026-07-31,False,False,8.0,STRONG,4.32,70.3,0.46,40.2,0.8,0.02,-39.4,2026-05-20T08:46:42.560595
TECK,Teck Resources Ltd,81.8,🏆 ELITE,🟢 Elite,100.0,90.0,74.0,70.0,40.0,80.0,77.7,False,up,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': np.float64(297.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(94.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-7.2), 'rs_6m': np.float64(36.4), 'rs_line_percentile': 77.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': -18.1}",59.38,29089925120,Basic Materials,Other Industrial Metals & Mining,,2.5,False,67.67,-12.3,8.0,True,48.63,63.62,34.79,3.0,none,-18.1,,,82.2,38.4,,,0.62,13.3,0.37,1.0,True,-2.17,4.5,64.4,64.0,2026-07-23,False,False,5.0,NEUTRAL,6.89,6.5,0.16,55.6,3.1,0.06,-52.5,2026-05-20T08:49:12.737908
AON,Aon plc,78.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,80.0,65.0,15.0,10.1,False,down,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(21.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-7.4), 'rs_6m': np.float64(-18.1), 'rs_line_percentile': 10.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.7}",323.66,69126316032,Financial Services,Insurance Brokers,1.1,1.8,False,381.0,-15.0,2.0,False,387.32,436.0,298.0,19.0,buy,19.7,597.35,84.6,493.76,52.6,4.83,15.65,1.01,16.4,3.28,0.76,True,-1.81,7.4,19.0,65.0,2026-07-24,False,False,8.0,STRONG,6.68,141.9,0.56,24.2,,,,2026-05-20T08:41:56.617935
TW,Tradeweb Markets Inc.,77.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,36.0,85.0,65.0,15.0,6.0,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': np.float64(33.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': np.float64(20.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-14.2), 'rs_6m': np.float64(-9.5), 'rs_line_percentile': 6.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.4}",110.84,24166002688,Financial Services,Capital Markets,1.8,1.5,False,148.58,-25.4,1.0,False,136.79,197.0,112.0,14.0,buy,23.4,,,121.5,9.6,,,0.51,12.4,0.56,0.39,True,-0.65,636.1,27.4,71.0,2026-07-30,False,False,8.0,STRONG,5.23,57.1,0.62,28.4,,,,2026-05-20T08:41:47.398728
AJG,Arthur J. Gallagher & Co.,77.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,24.0,70.0,70.0,15.0,5.6,False,down,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': np.float64(124.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': np.float64(47.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-14.0), 'rs_6m': np.float64(-31.9), 'rs_line_percentile': 5.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.3}",203.45,52274847744,Financial Services,Insurance Brokers,2.4,3.3,False,351.23,-42.1,0.0,False,267.11,388.0,211.0,19.0,buy,31.3,106.23,-47.8,100.12,-50.8,2.07,4.2,1.38,42.9,2.8,1.01,True,-0.59,4.2,16.2,71.0,2026-07-30,False,False,6.0,NEUTRAL,3.91,77.9,0.85,30.4,,,,2026-05-20T08:42:49.706109
NUE,Nucor Corporation,77.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,80.3,80.0,60.0,80.0,86.5,False,up,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': np.float64(23.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': np.float64(12.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(16.1), 'rs_6m': np.float64(39.3), 'rs_line_percentile': 86.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.6}",221.73,50496999424,Basic Materials,Steel,2.7,2.9,False,235.45,-5.8,8.0,True,240.71,275.0,138.17,13.0,buy,8.6,,,302.4,36.4,-0.76,-1.69,1.01,22.0,2.24,1.42,True,-1.04,22.4,382.1,68.0,2026-07-27,False,False,6.0,NEUTRAL,4.87,11.9,0.04,30.7,,,,2026-05-20T08:48:15.087852
TJX,"TJX Companies, Inc. (The)",77.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,75.0,60.0,15.0,22.1,False,down,71.1,True,1,35.3,True,1,"{'eps_growth_yoy': np.float64(71.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.1}","{'revenue_growth_yoy': np.float64(35.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-10.9), 'rs_6m': np.float64(-6.4), 'rs_line_percentile': 22.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 59.1, 'debt_to_equity': 1.32, 'current_ratio': 1.14, 'operating_margin_pct': 13.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.4}",150.68,166624083968,Consumer Cyclical,Apparel Retail,1.4,3.8,False,165.82,-9.1,4.0,False,172.37,193.0,107.0,19.0,strong_buy,14.4,138.35,-8.2,135.87,-9.8,2.34,3.52,1.27,33.9,1.92,1.32,True,-1.51,99.6,27.9,0.0,2026-05-20,True,False,7.0,NEUTRAL,4.24,36.2,0.95,16.4,,,,2026-05-20T08:46:29.674800
ICE,Intercontinental Exchange Inc.,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,75.0,70.0,15.0,2.0,False,down,66.0,True,2,12.4,True,2,"{'eps_growth_yoy': np.float64(66.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.7}","{'revenue_growth_yoy': np.float64(12.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-7.2), 'rs_6m': np.float64(-7.7), 'rs_line_percentile': 2.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.71, 'current_ratio': 1.01, 'operating_margin_pct': 57.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 30.2}",154.11,87151132672,Financial Services,Financial Data & Stock Exchanges,1.5,2.4,False,189.35,-18.6,1.0,False,200.67,251.0,174.0,15.0,strong_buy,30.2,280.7,82.1,206.1,33.7,4.29,6.62,1.35,28.5,2.08,1.23,True,-1.96,7.5,79.7,71.0,2026-07-30,False,False,8.0,STRONG,4.8,118.3,0.22,16.9,0.8,0.05,-16.1,2026-05-20T08:42:58.691031
WST,"West Pharmaceutical Services, I",75.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,63.9,95.0,65.0,60.0,64.1,False,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': np.float64(5.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': np.float64(10.2), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(17.3), 'rs_6m': np.float64(5.2), 'rs_line_percentile': 64.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",303.93,21471922176,Healthcare,Medical Instruments & Supplies,4.0,2.5,False,330.88,-8.1,7.0,True,349.85,400.0,310.0,13.0,buy,15.1,165.47,-45.6,224.4,-26.2,1.28,3.9,0.29,11.5,0.88,0.25,True,-1.4,336.2,56.1,64.0,2026-07-23,False,False,7.0,NEUTRAL,2.83,19.0,0.57,53.1,,,,2026-05-20T08:43:15.618072
FICO,Fair Isaac Corporation,74.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,24.0,70.0,70.0,15.0,12.3,False,down,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': np.float64(45.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': np.float64(28.9), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-19.8), 'rs_6m': np.float64(-43.5), 'rs_line_percentile': 12.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 30.9}",1186.15,27507894272,Technology,Software - Application,8.0,3.8,True,1998.01,-40.6,2.0,False,1552.52,2400.0,707.0,20.0,buy,30.9,1335.91,12.6,946.5,-20.2,2.66,31.5,,,,0.09,True,-6.58,7.2,69.0,70.0,2026-07-29,False,False,7.0,NEUTRAL,3.03,996.8,0.32,47.5,,,,2026-05-20T08:42:19.485073
