ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",180.4,HKD,84.0,A,84.0,ROE 22.6% | Potencial +40% analistas | FCF yield 5.8% | Margen 30% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,252.19,39.8,22,5.8,4.97,2.61,,22.6,11.5,15.0,30.0,3.0,-27.3,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,Low forward P/E and high profit margin may indicate undervaluation or potential for downward revision,2026-05-20,0,
0700.HK,Tencent Holdings Limited,455.2,HKD,82.0,A,82.0,ROE 20.5% | Potencial +56% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,709.54,55.9,42,3.2,6.98,1.15,,20.5,11.9,16.4,30.6,9.1,-33.4,Regulatory Risk | Geopolitical Risk | Cyclical Risk,TCEHY,SUSPECT,"Forward P/E is lower than trailing P/E, which may indicate potential undervaluation or expected earnings decline",2026-05-20,0,
2020.HK,ANTA Sports Products Limited,76.95,HKD,82.0,A,82.0,ROE 22.5% | Potencial +37% analistas | FCF yield 6.5% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,105.14,36.6,31,6.5,4.58,2.85,,22.5,12.1,13.9,16.9,12.4,-27.6,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-05-20,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.89,BRL,74.0,A,74.0,ROE 26.7% | Potencial +24% | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.8% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.68,23.8,14,,2.98,3.81,,26.7,12.3,17.3,47.0,20.3,-21.8,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-05-20,0,
005930.KS,"Samsung Electronics Co., Ltd.",276000.0,KRW,71.0,A,71.0,ROE 18.9% | P/E 5.3x (vs 11x mercado) | Potencial +23% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,339408.88,23.0,36,3.7,2.87,,,18.9,5.3,,21.5,69.2,-7.8,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 5.3x seems unusually low for a technology company like Samsung Electronics,2026-05-20,0,
RENT3.SA,Localiza Rent a Car S.A.,42.09,BRL,71.0,A,71.0,P/E 8.5x | Potencial +40% analistas | FCF yield 22.5% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.93,40.0,15,22.5,5.0,4.96,,8.5,8.5,20.3,5.1,21.2,-21.1,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and analyst upside seem inconsistent with the company's modest ROE and profit margin,2026-05-20,0,
TOTS3.SA,TOTVS S.A.,30.64,BRL,70.0,A,70.0,ROE 16.9% | Potencial +71% analistas | Crecimiento ingresos +22% | Dividendo 2.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,52.33,70.8,12,2.1,8.85,2.12,,16.9,13.7,20.8,15.2,22.4,-36.7,Geopolitical Risk | Regulatory Risk,,SUSPECT,High analyst upside of 70.8% seems inconsistent with the fundamentals,2026-05-20,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,411.2,HKD,70.0,A,70.0,ROE 35.0% | Potencial +26% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,26.1,17,,3.26,3.18,,35.0,26.4,27.6,62.6,19.0,-11.8,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-05-20,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,38.78,BRL,65.0,A,65.0,ROE 21.8% | P/E 7.5x | Potencial +26% | Margen 33% | Dividendo 1.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.77,25.8,13,,3.22,1.42,,21.8,7.5,9.4,33.3,-2.1,-21.9,FCF no comparable (sector financiero) | regulatory risk | cyclical risk | governance risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-05-20,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,62.75,HKD,64.0,B,64.0,ROE 17.5% | Potencial +29% | FCF negativo | Crecimiento ingresos +21% | Dividendo 1.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,80.75,28.7,23,-1.0,3.59,1.92,,17.5,12.4,12.8,10.7,21.3,-31.3,Negative FCF Yield | Cyclical Risk,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-05-20,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",61.15,HKD,64.0,B,64.0,P/E 5.6x (vs 11x mercado) | Potencial +35% analistas | Dividendo 4.9% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,82.66,35.2,16,,4.4,4.93,,11.3,5.6,7.3,13.9,-3.3,-18.1,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-05-20,0,
4568.T,"Daiichi Sankyo Company, Limited",2605.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +73% analistas | FCF negativo | Dividendo 3.8% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4496.47,72.6,17,-4.8,9.07,3.79,,15.8,18.1,18.5,12.2,13.7,-37.6,Negative FCF Yield | Potential Cash Flow Risk,DSNKY,RISKY,Negative FCF yield is anomalous for a healthcare company with stable profitability metrics,2026-05-20,0,
8766.T,"Tokio Marine Holdings, Inc.",7817.0,JPY,62.0,B,62.0,ROE 20.7% | P/E 15.9x | Crecimiento ingresos +22% | Dividendo 2.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,8066.0,3.2,12,,0.4,2.65,,20.7,15.9,14.2,12.6,21.8,-2.7,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,TKOMY,CLEAN,"Metrics appear reasonable for an insurer, but lack of FCF yield data is a concern.",2026-05-20,0,
1299.HK,AIA Group Limited,84.25,HKD,62.0,B,62.0,Potencial +24% | Margen 24% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.47,24.0,18,,3.0,2.25,,14.8,12.6,18.2,23.8,6.0,-8.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance risks,,SUSPECT,Missing FCF yield and potential exposure to Chinese real estate sector are concerns,2026-05-20,0,
7974.T,"Nintendo Co., Ltd.",7500.0,JPY,61.0,B,61.0,Potencial +46% analistas | Crecimiento ingresos +95% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10937.23,45.8,26,3.2,5.73,2.91,,14.9,22.0,20.6,18.3,95.1,-49.3,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-05-20,0,
