ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia de los FCF históricos y la disponibilidad de datos razonables. Sin embargo, la tesis OVERVALUED no es correcta debido a que el precio de compra calculado es inferior al precio actual, lo que sugiere que el valor actual del mercado es razonable.",80,-8,2026-07-03T22:26:38+00:00
FAST,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia de los datos de FCF y la disponibilidad de información histórica. Sin embargo, la tesis OVERVALUED no es correcta debido a que el precio de compra calculado es inferior al precio actual, lo que sugiere que la empresa podría estar subvalorada.",80,-8,2026-07-03T22:26:38+00:00
MSI,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la disponibilidad de datos razonables. Sin embargo, la tesis OVERVALUED no es correcta debido a que el precio de compra calculado es inferior al precio actual, lo que sugiere que el valor actual es correcto.",80,-8,2026-07-03T22:26:38+00:00
CB,UNRELIABLE,INSUFFICIENT,"La falta de datos históricos y forward para el FCF hace que el modelo no sea fiable. Además, la falta de información sobre el ROIC y el NTM FCF yield no permite emitir una opinión sólida sobre la tesis NO_DATA.",60,0,2026-07-03T22:26:38+00:00
CHD,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia de los datos de FCF y la disponibilidad de información histórica. Sin embargo, la tesis OVERVALUED no es correcta ya que el precio de compra calculado es inferior al precio actual, lo que sugiere que el valor actual del mercado es razonable.",80,-8,2026-07-03T22:26:38+00:00
ROP,RELIABLE,AVOID,"A pesar de que el modelo de Owner Earnings es fiable, la tesis OVERVALUED no se sostiene debido a un margen de seguridad negativo y un upside significativamente negativo.",80,-8,2026-07-03T22:26:38+00:00
CBOE,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la disponibilidad de datos razonables. Sin embargo, la tesis OVERVALUED no es correcta ya que el precio de compra calculado es inferior al precio actual, lo que sugiere que la empresa podría estar subvalorada.",80,-8,2026-07-03T22:26:38+00:00
7741.T,RELIABLE,INSUFFICIENT,"El dato subyacente es fiable debido a la coherencia del FCF histórico y la disponibilidad de información sobre las acciones. Sin embargo, la tesis NO_DATA no puede ser evaluada con certeza debido a la falta de información sobre el precio de compra y el margen de seguridad.",60,0,2026-07-03T22:26:38+00:00
ISRG,RELIABLE,BUY,"El dato subyacente parece fiable, con FCF coherente y un historial de al menos 3 años. Además, no se detectan red flags graves. La tesis HOLD parece correcta, ya que el modelo sugiere un upside sólido con un margen de seguridad de -10.5%.",80,8,2026-07-03T22:26:38+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"El modelo no puede ser evaluado debido a la falta de datos sobre FCF histórico y forward, lo que hace que la tesis NO_DATA sea insuficiente para tomar una decisión de inversión.",80,0,2026-07-03T22:26:38+00:00
CNI,RELIABLE,AVOID,"El dato subyacente es fiable, pero la caída del FCF en el último año y la dilución de acciones son red flags importantes que sugieren que la empresa puede estar en problemas. Además, el margen de seguridad es muy bajo, lo que hace que la tesis de sobrevaloración sea creíble.",80,-8,2026-07-03T22:26:38+00:00
SYK,RELIABLE,BUY,El dato subyacente es fiable debido a la coherencia del FCF histórico y la disponibilidad de información sobre las acciones. La tesis HOLD es correcta debido a un upside sólido con un margen de seguridad y fundamentales que lo respaldan.,85,8,2026-07-03T22:26:38+00:00
ERIE,RELIABLE,INSUFFICIENT,"La falta de datos de FCF forward y NTM FCF yield limita la capacidad de evaluar la tesis NO_DATA. Sin embargo, el historial de FCF coherente y la información disponible sugiere que el modelo podría ser válido si se obtuvieran más datos.",60,0,2026-07-03T22:26:38+00:00
MSFT,RELIABLE,BUY,"El dato subyacente parece fiable, con un historial de FCF coherente y una proyección de crecimiento sólida. La tesis BUY se ve respaldada por un upside significativo y un margen de seguridad alto.",85,8,2026-07-03T22:26:38+00:00
AUTO.L,RELIABLE,BUY,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la ausencia de red flags. La tesis BUY es correcta debido a un upside sólido con un margen de seguridad del 51,5% y fundamentales que lo respaldan.",80,8,2026-07-03T22:26:38+00:00
RELX,RELIABLE,BUY,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la razónabilidad de las acciones. La tesis BUY se considera correcta debido a un upside sólido con un margen de seguridad de 70,4% y fundamentales que lo respaldan.",85,8,2026-07-03T22:26:38+00:00
AJG,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF y la disponibilidad de datos históricos. Sin embargo, la tesis OVERVALUED no es correcta debido a que el precio de compra calculado es inferior al precio actual y el margen de seguridad es negativo.",80,-8,2026-07-03T22:26:38+00:00
LRLCY,RELIABLE,BUY,El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la razónabilidad de las acciones. La tesis BUY se considera correcta debido al upside sólido con un margen de seguridad del 83.4% y fundamentales que lo respaldan.,85,8,2026-07-03T22:26:38+00:00
