ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
DB1.DE,DEUTSCHE BOERSE AG            N,68.5,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,85.0,60.0,50.0,80.0,60.0,,,,,11.9,False,0,11.7,False,0,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 11.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.4}",277.9,50101940224,Financial Services,Financial Data & Stock Exchanges,,,False,280.7,-1.0,0,False,290.25,312.0,252.0,12,buy,4.4,276.91,-0.4,158.78,-42.9,4.35,12.1,1.5,36.2,4.2,1.87,,,,13.7,61.0,2026-10-20,False,False,5,NEUTRAL,5.55,66.8,1.49,19.6,,,,2026-08-20T05:00:20.344723,DAX40,65.4,3.0,5.0,0.0,3.0,0.55,15.0,CONFIRMED_UPTREND,-0.4,26.0,MEDIA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SAP.DE,SAP SE,67.0,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,75.0,60.0,50.0,90.0,60.0,,,,,8.8,False,0,8.8,True,1,"{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 8.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 9.3}",185.9,214566567936,Technology,Software - Application,,,False,244.3,-23.9,0,False,203.22,290.0,154.99,26,strong_buy,9.3,334.01,79.7,200.4,7.8,4.24,7.88,1.37,37.4,2.5,1.46,True,-1.35,20.7,30.6,62.0,2026-10-21,False,False,8,STRONG,5.04,146.7,0.73,55.3,,,,2026-08-20T05:01:20.984912,DAX40,61.8,3.0,0.0,3.0,5.0,1.16,15.0,CONFIRMED_UPTREND,9.3,-34.4,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SGE.L,The Sage Group plc,51.5,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (632,249,984) se aparta del derivado de flujo operativo menos capex (471,000",55.0,50.0,50.0,50.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.8}",1073.0,9630614528,Technology,Software - Application,,,False,1181.0,-9.1,0,False,1114.11,1349.0,850.0,18,none,3.8,,,,,6.57,0.7,2.11,55.0,22.0,2.1,,,,7.1,91.0,2026-11-19,False,False,6,NEUTRAL,4.71,374.3,1.3,48.1,,,,2026-08-20T05:01:56.815210,FTSE100,58.6,6.0,5.0,0.0,3.0,0.48,15.0,CONFIRMED_UPTREND,,,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AMS.MC,"Amadeus IT Group, S.A.",54.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (2,912,250,112) se aparta del derivado de flujo operativo menos capex (1,380,799,936)",50.0,50.0,50.0,70.0,65.0,,,,,-4.7,False,0,1.0,False,0,"{'eps_growth_yoy': -4.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.1}",56.82,23863644160,Technology,Information Technology Services,,,False,73.28,-22.5,0,False,68.23,80.9,51.0,21,buy,20.1,102.03,79.6,30.3,-46.7,12.2,6.93,2.73,50.8,1.54,1.73,True,-6.05,20.4,-2.6,78.0,2026-11-06,False,False,7,NEUTRAL,6.79,473.7,,31.5,,,,2026-08-20T05:00:54.746809,IBEX35,57.8,8.0,5.0,3.0,0.0,2.51,0.0,CONFIRMED_UPTREND,20.1,3.7,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
LR.PA,Legrand SA,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,80.0,80.0,50.0,75.0,65.0,,,,,8.5,True,1,14.7,True,2,"{'eps_growth_yoy': 8.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 14.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.8}",134.85,35347615744,Industrials,Electrical Equipment & Parts,,,False,166.95,-19.2,0,False,162.84,200.0,114.0,19,buy,20.8,72.91,-45.9,49.7,-63.1,2.92,3.93,1.76,47.9,2.38,1.91,True,-0.32,11.3,5.9,77.0,2026-11-05,False,False,6,NEUTRAL,4.52,45.7,2.37,26.0,,,,2026-08-20T05:01:37.117670,CAC40,53.7,0.0,5.0,3.0,3.0,2.6,0.0,CONFIRMED_UPTREND,-45.9,75.3,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ASSA-B.ST,ASSA ABLOY AB ser. B,69.0,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,True,,,90.0,60.0,50.0,70.0,65.0,,,,,15.9,True,1,3.3,True,1,"{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}","{'revenue_growth_yoy': 3.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.9}",348.9,0,Industrials,Security & Protection Services,,,False,396.9,-12.1,0,False,407.9,500.0,340.0,21,buy,16.9,,,234.21,-32.9,,,1.85,41.7,6.4,1.69,False,,,15.9,68.0,2026-10-27,False,False,8,STRONG,5.08,118.2,1.21,15.9,,,,2026-08-20T05:01:04.217770,OMXSTO,51.6,0.0,5.0,0.0,5.0,2.11,0.0,CONFIRMED_UPTREND,-8.0,49.8,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ATCO-B.ST,Atlas Copco AB (publ),68.0,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.3199,"acciones × precio no cuadra con la capitalización (ratio 0.3199): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",80.0,60.0,50.0,90.0,55.0,,,,,8.2,True,1,9.1,True,1,"{'eps_growth_yoy': 8.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': 9.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 25.7, 'debt_to_equity': 0.34, 'current_ratio': 1.27, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 28.9}",174.5,851319324672,Industrials,Specialty Industrial Machinery,,,False,185.2,-5.8,0,False,225.0,225.0,225.0,1,none,28.9,,,,,3.05,16.64,1.7,54.9,3.0,1.62,False,,126.5,4.0,63.0,2026-10-22,False,False,6,NEUTRAL,3.96,53.6,2.97,20.2,,,,2026-08-20T05:01:09.271341,OMXSTO,51.2,3.0,5.0,0.0,1.0,3.61,0.0,CONFIRMED_UPTREND,,,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PGHN.SW,Partners Group Holding AG,58.2,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,60.0,50.0,50.0,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 14.0}",720.2,18569015296,Financial Services,Asset Management,,,False,1158.0,-37.8,0,False,820.77,1050.0,680.0,13,hold,14.0,1070.36,48.6,532.62,-26.0,7.24,52.13,6.47,86.7,46.0,3.56,,,,4.4,12.0,2026-09-01,False,True,7,NEUTRAL,7.6,75.9,1.38,22.7,,,,2026-08-20T05:00:37.248489,SMI20,50.3,6.0,0.0,0.0,1.0,1.75,0.0,CONFIRMED_UPTREND,14.0,2.7,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",57.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,80.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.7},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 16.6, 'debt_to_equity': 0.53, 'current_ratio': 1.63, 'operating_margin_pct': 22.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.9}",456.0,224792133632,Consumer Cyclical,Luxury Goods,,,False,654.7,-30.3,0,False,569.47,660.0,420.0,26,buy,24.9,344.37,-24.5,219.4,-51.9,5.13,23.4,2.9,59.2,13.0,1.83,,,,0.8,159.0,2027-01-26,False,False,6,NEUTRAL,7.1,28.9,22.36,25.1,,,,2026-08-20T05:00:27.363598,CAC40,49.0,6.0,5.0,0.0,1.0,3.11,0.0,CONFIRMED_UPTREND,-24.5,63.1,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RACE.MI,Ferrari N.V.,77.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,"FCF declarado (1,001,981,760) se aparta del derivado de flujo operativo menos capex (1,463,988,912)",100.0,70.0,50.0,90.0,60.0,,,,,21.2,True,2,9.7,True,2,"{'eps_growth_yoy': 21.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}","{'revenue_growth_yoy': 9.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.6}",362.5,63714750464,Consumer Cyclical,Auto Manufacturers,,,False,431.2,-15.9,0,False,386.49,430.4,330.0,19,buy,6.6,112.84,-68.9,93.83,-74.1,1.57,5.7,1.01,39.0,3.62,0.67,True,-1.25,63.9,10.1,75.0,2026-11-03,False,False,9,STRONG,3.21,46.9,3.26,24.9,,,,2026-08-20T05:01:23.511363,FTSEMIB,48.8,0.0,0.0,3.0,3.0,0.82,0.0,CONFIRMED_UPTREND,-68.9,78.1,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
