Ticker,Insider,Title,Date,InsiderName,TradeDate,FilingDate,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-09-16 05:48:23,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-09-08,2026-09-10,P - Purchase,221.41,720804,116477634,159%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-09-16 05:48:23,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-09-10,2026-09-14,P - Purchase,222.63,580810,117058444,129%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-09-16 05:48:23,FTK,Flotek Industries Inc/Cn/,Dir,Wilks Matthew,2026-09-11,2026-09-15,P - Purchase,26.01,1319493,1537285,34%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/FTK_d.png,reports/graphs/FTK_w.png
2026-09-16 05:48:23,QVCG,"Qvc Group, Inc.",10%,Goldentree Asset Management LP,2026-09-08,2026-09-10,P - Purchase,16.25,1600000,10991951,26%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/QVCG_d.png,reports/graphs/QVCG_w.png
2026-09-16 05:48:23,GPI,Group 1 Automotive Inc,10%,"Conifer Management, L.L.C.",2026-09-09,2026-09-11,P - Purchase,281.78,84000,1446640,23%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/GPI_d.png,reports/graphs/GPI_w.png
2026-09-16 05:48:23,GME,Gamestop Corp.,"Pres, CEO, COB",Cohen Ryan,2026-09-10,2026-09-10,P - Purchase,20.38,1000000,39347842,20%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/GME_d.png,reports/graphs/GME_w.png
2026-09-16 05:48:23,PMTS,Cpi Card Group Inc.,10%,Tricor Pmt25 Holdings Inc.,2026-09-14,2026-09-14,P - Purchase,21.5,525000,2701056,11%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/PMTS_d.png,reports/graphs/PMTS_w.png
2026-09-16 05:48:23,UBER,"Uber Technologies, Inc",CEO,Khosrowshahi Dara,2026-09-10,2026-09-10,P - Purchase,70.96,141000,1367100,10%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/UBER_d.png,reports/graphs/UBER_w.png
2026-09-16 05:48:23,CRBG,"Corebridge Financial, Inc.",10%,Nippon Life Insurance Co,2026-09-11,2026-09-15,P - Purchase,34.61,171144,122473437,5%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CRBG_d.png,reports/graphs/CRBG_w.png
2026-09-16 05:48:23,GREE,Vulcan Infrastructure & Power Inc.,Dir,Rogers George Ted III,2026-09-10,2026-09-11,P - Purchase,1.71,2923976,3055467,4%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/GREE_d.png,reports/graphs/GREE_w.png
2026-09-16 05:48:23,CRBG,"Corebridge Financial, Inc.",10%,Nippon Life Insurance Co,2026-09-09,2026-09-11,P - Purchase,33.78,136466,122125993,4%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CRBG_d.png,reports/graphs/CRBG_w.png
2026-09-16 05:48:23,CARL,"Carlsmed, Inc.",10%,"Presidio Management Group Xii, L.L.C.",2025-07-24,2026-09-15,P - Purchase,15.0,200000,200000,3%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CARL_d.png,reports/graphs/CARL_w.png
2026-09-16 05:48:23,ANGX,"Angel Studios, Inc.",Dir,Sarowitz Steven I,2026-09-09,2026-09-11,P - Purchase,5.19,488637,1240841,2%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/ANGX_d.png,reports/graphs/ANGX_w.png
2026-09-16 05:48:23,USLM,United States Lime & Minerals Inc,10%,Candou Holdings Ltd.,2026-09-09,2026-09-11,P - Purchase,110.0,20000,17673780,2%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/USLM_d.png,reports/graphs/USLM_w.png
2026-09-16 05:48:23,UPST,"Upstart Holdings, Inc.",CEO,Gu Paul,2026-09-10,2026-09-10,P - Purchase,25.55,50000,1347546,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/UPST_d.png,reports/graphs/UPST_w.png
2026-09-16 05:48:23,CYBN,Cybin Inc.,Chief Growth Officer,Glavine Paul,2026-09-08,2026-09-11,P - Purchase,12.47,100000,4502193,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CYBN_d.png,reports/graphs/CYBN_w.png
2026-09-16 05:48:23,CYBN,Cybin Inc.,Exec Chair,So Eric H. L.,2026-09-08,2026-09-11,P - Purchase,12.39,100000,4518630,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CYBN_d.png,reports/graphs/CYBN_w.png
2026-09-16 05:48:23,CYBN,Cybin Inc.,Exec Chair,So Eric H. L.,2026-09-04,2026-09-10,P - Purchase,12.09,100000,4418630,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CYBN_d.png,reports/graphs/CYBN_w.png
2026-09-16 05:48:23,CYBN,Cybin Inc.,Chief Growth Officer,Glavine Paul,2026-09-03,2026-09-10,P - Purchase,11.78,100000,4402193,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CYBN_d.png,reports/graphs/CYBN_w.png
2026-09-16 05:48:23,GIII,G III Apparel Group Ltd /De/,CEO,Goldfarb Morris,2026-09-14,2026-09-15,P - Purchase,27.94,40000,5264349,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/GIII_d.png,reports/graphs/GIII_w.png
2026-09-16 05:48:23,DGICA,Donegal Group Inc,10%,Donegal Mutual Insurance Co,2026-09-11,2026-09-14,P - Purchase,19.23,54725,19139102,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/DGICA_d.png,reports/graphs/DGICA_w.png
2026-09-16 05:48:23,ATEC,"Alphatec Holdings, Inc.",CEO,Miles Patrick,2026-09-10,2026-09-10,P - Purchase,8.81,115000,6154451,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/ATEC_d.png,reports/graphs/ATEC_w.png
2026-09-16 05:48:23,CELH,"Celsius Holdings, Inc.",Dir,Desantis Damon,2026-09-14,2026-09-15,P - Purchase,27.78,36000,2728187,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/CELH_d.png,reports/graphs/CELH_w.png
2026-09-16 05:48:23,PVH,Pvh Corp. /De/,CEO,Larsson Stefan,2026-09-11,2026-09-11,P - Purchase,70.53,14179,349889,1%,OpenInsider.com,2026-09-16 05:48:23,reports/graphs/PVH_d.png,reports/graphs/PVH_w.png
