ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,CAUTION,3,"Thesis drift MEDIUM: Score cayó 13pts en 38d (57→44) | Opciones TIER2 (q=45): VALUE weak (44pts), FCF 5.4% | Piotroski fuerte (8.0/9)",2026-06-26
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-06-26
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 12/12),2026-06-26
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-06-26
ASAZY,CAUTION,2,Thesis drift MEDIUM: Score cayó 23pts en 38d (65→42) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.8% vs media sector 5.7%),2026-06-26
AUTO.L,AVOID,-15,Thesis drift HIGH (38d): Score cayó 14pts en 38d (59→45) | Señal salida MEDIUM: Score cayó 20pts (65 → 45) | Mejor FCF en Communication Services (6.3% vs media sector 5.6%),2026-06-26
AXP,CAUTION,2,Thesis drift MEDIUM: Score cayó 12pts en 38d (40→28) | Smart money: 1 HF + 0 insiders (conv 23),2026-06-26
CB,BEST,5,Mejor FCF en Financial Services (9.7% vs media sector 5.8%),2026-06-26
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-06-26
CHD,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Consumer Defensive (4.8% vs media sector 3.5%),2026-06-26
COST,CAUTION,-6,Thesis drift MEDIUM: Score cayó 16pts en 38d (38→22) | Caro vs peers en Consumer Defensive (FCF rank 11/13) | Piotroski fuerte (7.0/9),2026-06-26
EXPN.L,CAUTION,-5,"Señal salida MEDIUM: Score cayó 26pts (70 → 44) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9)",2026-06-26
FDS,BEST,11,Short squeeze MEDIUM: 18.1% short · Short elevado (18.1% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Financial Services (7.5% vs media sector 5.8%),2026-06-26
G24.DE,CAUTION,-8,Señal salida MEDIUM: Score cayó 20pts (73 → 52),2026-06-26
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 16/17) | Piotroski fuerte (8.0/9),2026-06-26
IDXX,WATCH,3,Piotroski fuerte (8.0/9),2026-06-26
INTU,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-26
JKHY,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-26
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 12/13) | Smart money: 1 HF + 0 insiders (conv 36) | Piotroski fuerte (7.0/9),2026-06-26
LSEG.L,WATCH,3,Piotroski fuerte (7.0/9),2026-06-26
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 10/12) | Smart money: 1 HF + 0 insiders (conv 25) | Piotroski fuerte (7.0/9),2026-06-26
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 11/12) | Piotroski fuerte (8.0/9),2026-06-26
PGR,REVISION_UP,13,Mejor FCF en Financial Services (12.1% vs media sector 5.8%) | EPS revision STRONG_UP: EPS consensus ↑5.2% (15.86→16.68); Analistas: +23 (0→23),2026-06-26
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 8/8) | Piotroski fuerte (9.0/9),2026-06-26
SXYAY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-26
SYK,BEST,5,Mejor FCF en Healthcare (3.6% vs media sector 2.6%),2026-06-26
TJX,WATCH,3,Piotroski fuerte (7.0/9),2026-06-26
TYL,WATCH,4,EPS revision UP: EPS consensus ↑3.5% (16.92→17.51),2026-06-26
V,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 39),2026-06-26
VRSN,CAUTION,-7,"Thesis drift MEDIUM: Score cayó 17pts en 38d (44→27) | Señal salida MEDIUM: Score cayó 42pts (69 → 27) — caída técnica/momentum, balance sólido (Piotroski 8/9) | EPS revision DOWN: EPS consensus ↓2.3% (9.97→9.73); Analistas: +4 (0→4) | Smart money: 1 HF + 0 insiders (conv 23) | Piotroski fuerte (8.0/9)",2026-06-26
WM,WATCH,0,Caro vs peers en Industrials (FCF rank 14/17) | Piotroski fuerte (8.0/9),2026-06-26
WMT,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 13/13) | Piotroski fuerte (7.0/9),2026-06-26
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 8/9) | Piotroski fuerte (7.0/9),2026-06-26
WTKWY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-26
