ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",181.4,HKD,88.0,A,88.0,ROE 22.1% | Potencial +37% analistas | FCF yield 5.9% | Margen 30% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,247.97,36.7,21,5.9,4.59,2.43,,22.1,11.0,14.8,29.8,6.1,-26.9,regulatory risks due to Chinese tech sector oversight | geopolitical risks due to US-China tensions,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-06-25,0,
2020.HK,ANTA Sports Products Limited,68.85,HKD,87.0,A,87.0,ROE 22.5% | P/E 10.8x | Potencial +52% analistas | FCF yield 7.2% | Dividendo 3.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.42,51.7,30,7.2,6.46,3.18,,22.5,10.8,12.4,16.9,12.4,-35.2,Cyclical Risk | Geopolitical Risk | Governance Risk,,SUSPECT,"Forward P/E is lower than CAPE, and high analyst upside requires scrutiny",2026-06-25,0,
0700.HK,Tencent Holdings Limited,422.0,HKD,82.0,A,82.0,ROE 20.5% | Potencial +67% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,706.57,67.4,41,3.4,8.43,1.24,,20.5,11.0,15.1,30.6,9.1,-38.2,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual for a growth company like Tencent",2026-06-25,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.97,BRL,81.0,A,81.0,ROE 26.7% | Potencial +34% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.9% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.11,34.3,14,,4.29,5.88,,26.7,11.5,16.3,47.0,20.3,-26.4,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-06-25,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,366.6,HKD,77.0,A,77.0,ROE 35.0% | Potencial +41% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,41.4,17,,5.18,3.51,,35.0,23.5,24.6,62.6,19.0,-21.3,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Governance Concerns,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting discrepancies,2026-06-25,0,
TOTS3.SA,TOTVS S.A.,27.41,BRL,75.0,A,75.0,ROE 16.9% | Potencial +82% analistas | Crecimiento ingresos +22% | Dividendo 3.0% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,49.77,81.6,13,2.4,10.2,3.03,,16.9,13.0,18.6,15.2,22.4,-43.4,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 81.6% seems unusually optimistic given the fundamentals,2026-06-25,0,
1299.HK,AIA Group Limited,72.3,HKD,74.0,A,74.0,P/E 10.7x | Potencial +44% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.38,44.4,18,,5.55,2.62,,14.8,10.7,15.6,23.8,6.0,-21.5,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-06-25,0,
005930.KS,"Samsung Electronics Co., Ltd.",358500.0,KRW,71.0,A,71.0,ROE 18.9% | P/E 6.1x (vs 11x mercado) | Potencial +24% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,443492.2,23.7,36,2.9,2.96,,,18.9,6.1,,21.5,69.2,-4.3,Regulatory risks in the technology sector | Geopolitical risks due to global market exposure,SSNLF,SUSPECT,Trailing P/E is reported as non-existent which is unusual for a well-established company like Samsung Electronics,2026-06-25,0,
RENT3.SA,Localiza Rent a Car S.A.,41.76,BRL,71.0,A,71.0,P/E 8.5x | Potencial +41% analistas | FCF yield 22.6% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.0,41.3,15,22.6,5.16,5.13,,8.5,8.5,20.2,5.1,21.2,-21.7,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and analyst upside seem inconsistent with the company's modest ROE and profit margin,2026-06-25,0,
7974.T,"Nintendo Co., Ltd.",6859.0,JPY,66.0,A,66.0,Potencial +50% analistas | Crecimiento ingresos +95% | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10281.88,49.9,25,3.5,6.24,3.19,,14.9,20.2,18.8,18.3,95.1,-53.6,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-06-25,0,
