ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo.",70,-5,2026-05-25T09:41:14+00:00
FAST,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una margen de seguridad negativa.",80,-8,2026-05-25T09:41:14+00:00
MSI,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la gran brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-05-25T09:41:14+00:00
CB,UNRELIABLE,INSUFFICIENT,"No se proporcionan datos históricos de FCF, lo que hace imposible evaluar la coherencia y tendencia de los flujos de efectivo. Además, no hay proyecciones de FCF forward, lo que limita la capacidad de evaluar la tesis de valoración. La falta de información sobre ROIC y otros indicadores financieros clave también complica la evaluación.",20,0,2026-05-25T09:41:14+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y ROIC limita la capacidad de evaluar la tendencia y la rentabilidad de la empresa. La tesis OVERVALUED parece plausible dada la diferencia significativa entre el precio actual y el precio de compra calculado.",60,-5,2026-05-25T09:41:14+00:00
ROP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el margen de seguridad negativo y el ROIC por debajo del coste de capital estimado.",80,-8,2026-05-25T09:41:14+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia del flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que indica un upside negativo y una margen de seguridad muy baja.",80,-8,2026-05-25T09:41:14+00:00
7741.T,MIXED,INSUFFICIENT,"El dato de FCF histórico y forward parece coherente, pero la falta de información sobre el precio de compra y el margen de seguridad hace que no se pueda emitir un juicio claro sobre la tesis. Además, la ausencia de red flags no necesariamente garantiza la fiabilidad del dato.",60,0,2026-05-25T09:41:14+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el precio de compra calculado para un retorno anual del 15%. La empresa presenta un margen de seguridad negativo y un upside vs precio actual también negativo, lo que sugiere que el precio actual puede estar sobrevalorado.",80,-8,2026-05-25T09:41:14+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No hay suficiente información sobre el flujo de caja libre (FCF) histórico y proyectado, lo que hace imposible evaluar la calidad del dato y la tesis de inversión. La falta de datos clave como el FCF y el TEV impide realizar un análisis adecuado.",0,0,2026-05-25T09:41:14+00:00
CNI,MIXED,AVOID,"El dato subyacente es mixto debido a la volatilidad en el flujo de caja libre y la dilución de acciones. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un upside negativo y una margen de seguridad insuficiente.",70,-5,2026-05-25T09:41:14+00:00
SYK,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y a que las proyecciones forward no tienen consenso, lo que introduce incertidumbre. La tesis HOLD parece razonable considerando el upside limitado y la margen de seguridad negativa, por lo que es mejor esperar un mejor precio.",60,0,2026-05-25T09:41:14+00:00
ERIE,MIXED,INSUFFICIENT,"El dato subyacente presenta cierta volatilidad en el FCF histórico y no hay proyecciones forward disponibles, lo que limita la capacidad de evaluar la tesis de valoración. Además, la cobertura de analistas es baja, lo que puede indicar un riesgo de falta de información. Por lo tanto, no hay suficiente información para emitir un juicio sobre la tesis de valoración.",60,0,2026-05-25T09:41:14+00:00
