Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2025-06-16 12:03:52,BHC,Bausch Health Companies Inc.,Dir,P - Purchase,5.27,2788608,29227643,14%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/BHC_d.png,reports/graphs/BHC_w.png
2025-06-16 12:03:52,MNR,Mach Natural Resources LP,"See Remarks, 10%",P - Purchase,13.98,245129,74532539,3%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/MNR_d.png,reports/graphs/MNR_w.png
2025-06-16 12:03:52,VOYG,"Voyager Technologies, Inc./De",Former 10% Owner,P - Purchase,31.0,100000,2086310,3%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/VOYG_d.png,reports/graphs/VOYG_w.png
2025-06-16 12:03:52,GTE,Gran Tierra Energy Inc.,10%,P - Purchase,4.86,281939,5089676,1%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/GTE_d.png,reports/graphs/GTE_w.png
2025-06-16 12:03:52,BY,"Byline Bancorp, Inc.","Dir, 10%",P - Purchase,24.75,40808,11875953,1%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/BY_d.png,reports/graphs/BY_w.png
2025-06-16 12:03:52,QTRX,Quanterix Corp,Dir,P - Purchase,6.16,160000,1866933,984%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/QTRX_d.png,reports/graphs/QTRX_w.png
2025-06-16 12:03:52,CABO,"Cable One, Inc.",Dir,P - Purchase,132.53,7000,17140,927%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/CABO_d.png,reports/graphs/CABO_w.png
2025-06-16 12:03:52,ADC,Agree Realty Corp,Dir,P - Purchase,74.34,10000,521233,743%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/ADC_d.png,reports/graphs/ADC_w.png
2025-06-16 12:03:52,VRA,"Vera Bradley, Inc.",Dir,P - Purchase,1.88,253094,300000,474%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/VRA_d.png,reports/graphs/VRA_w.png
2025-06-16 12:03:52,EG,"Everest Group, Ltd.","Pres, CEO",P - Purchase,337.97,1000,25618,337%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/EG_d.png,reports/graphs/EG_w.png
2025-06-16 12:03:52,PMF,Pimco Municipal Income Fund,10%,P - Purchase,7.95,38169,30043,303%,OpenInsider.com,2025-06-16 12:03:52,reports/graphs/PMF_d.png,reports/graphs/PMF_w.png
