ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
COST,Costco Wholesale Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,926.06,35390715.0,0.0,15,2,2026-07-24,2026-07-24,-1,17,35281390.0,109325.0,🟢,"[{'type': 'CALL', 'strike': 650.0, 'volume': 297.0, 'oi': 0.0, 'vol_oi_ratio': 297.0, 'last_price': 273.6, 'premium': 8125920.000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 760.0, 'volume': 445.0, 'oi': 0.0, 'vol_oi_ratio': 445.0, 'last_price': 163.5, 'premium': 7275750.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 680.0, 'volume': 190.0, 'oi': 0.0, 'vol_oi_ratio': 190.0, 'last_price': 243.6, 'premium': 4628400.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 920.0, 'volume': 208.0, 'oi': 0.0, 'vol_oi_ratio': 208.0, 'last_price': 2.87, 'premium': 59696.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 915.0, 'volume': 233.0, 'oi': 0.0, 'vol_oi_ratio': 233.0, 'last_price': 2.13, 'premium': 49629.0, 'itm': False, 'implied_volatility': 0.062509375}]"
MSFT,Microsoft Corporation,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,381.58,53835676.0,2.2,19,24,2026-07-24,2026-07-24,-1,43,16830685.0,37004991.0,🔴,"[{'type': 'CALL', 'strike': 305.0, 'volume': 401.0, 'oi': 0, 'vol_oi_ratio': 401.0, 'last_price': 75.57, 'premium': 3030356.9999999995, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 380.0, 'volume': 6173.0, 'oi': 0, 'vol_oi_ratio': 6173.0, 'last_price': 3.95, 'premium': 2438335.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 300.0, 'volume': 295.0, 'oi': 0, 'vol_oi_ratio': 295.0, 'last_price': 81.62, 'premium': 2407790.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 385.0, 'volume': 11446.0, 'oi': 0, 'vol_oi_ratio': 11446.0, 'last_price': 4.82, 'premium': 5516972.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 380.0, 'volume': 16621.0, 'oi': 0, 'vol_oi_ratio': 16621.0, 'last_price': 2.2, 'premium': 3656620.0000000005, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'PUT', 'strike': 420.0, 'volume': 767.0, 'oi': 0, 'vol_oi_ratio': 767.0, 'last_price': 39.88, 'premium': 3058796.0000000005, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
KO,Coca-Cola Company (The),BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,81.17,1697593.0,0.14,10,4,2026-07-24,2026-07-24,-1,14,1489868.0,207725.0,🟢,"[{'type': 'CALL', 'strike': 72.0, 'volume': 407, 'oi': 0, 'vol_oi_ratio': 407, 'last_price': 10.47, 'premium': 426129.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 67.0, 'volume': 209, 'oi': 0, 'vol_oi_ratio': 209, 'last_price': 14.14, 'premium': 295526.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 68.0, 'volume': 223, 'oi': 0, 'vol_oi_ratio': 223, 'last_price': 13.24, 'premium': 295252.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 86.0, 'volume': 166.0, 'oi': 0, 'vol_oi_ratio': 166.0, 'last_price': 5.1, 'premium': 84659.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 85.0, 'volume': 179.0, 'oi': 0, 'vol_oi_ratio': 179.0, 'last_price': 4.0, 'premium': 71600.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 82.0, 'volume': 347.0, 'oi': 0, 'vol_oi_ratio': 347.0, 'last_price': 1.0, 'premium': 34700.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
INTU,Intuit Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,281.53,6366021.0,0.12,6,4,2026-07-24,2026-07-24,-1,10,5708200.0,657821.0,🟢,"[{'type': 'CALL', 'strike': 175.0, 'volume': 375.0, 'oi': 0, 'vol_oi_ratio': 375.0, 'last_price': 99.4, 'premium': 3727500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 205.0, 'volume': 180.0, 'oi': 0, 'vol_oi_ratio': 180.0, 'last_price': 68.9, 'premium': 1240200.0000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 265.0, 'volume': 220.0, 'oi': 0, 'vol_oi_ratio': 220.0, 'last_price': 19.5, 'premium': 429000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 285.0, 'volume': 609.0, 'oi': 0, 'vol_oi_ratio': 609.0, 'last_price': 5.99, 'premium': 364791.00000000006, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 290.0, 'volume': 212.0, 'oi': 0, 'vol_oi_ratio': 212.0, 'last_price': 10.45, 'premium': 221539.99999999997, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 280.0, 'volume': 158.0, 'oi': 0, 'vol_oi_ratio': 158.0, 'last_price': 3.3, 'premium': 52140.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
WMT,Walmart Inc.,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,108.4,6562655.0,4.37,7,10,2026-07-24,2026-07-24,-1,17,1221010.0,5341645.0,🔴,"[{'type': 'CALL', 'strike': 108.0, 'volume': 4087.0, 'oi': 0, 'vol_oi_ratio': 4087.0, 'last_price': 0.9, 'premium': 367830.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 109.0, 'volume': 6779.0, 'oi': 0, 'vol_oi_ratio': 6779.0, 'last_price': 0.39, 'premium': 264381.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 105.0, 'volume': 644.0, 'oi': 0, 'vol_oi_ratio': 644.0, 'last_price': 2.95, 'premium': 189980.00000000003, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 113.0, 'volume': 3512.0, 'oi': 0, 'vol_oi_ratio': 3512.0, 'last_price': 4.85, 'premium': 1703319.9999999998, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 115.0, 'volume': 2421.0, 'oi': 0, 'vol_oi_ratio': 2421.0, 'last_price': 7.02, 'premium': 1699541.9999999998, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 114.0, 'volume': 1818.0, 'oi': 0, 'vol_oi_ratio': 1818.0, 'last_price': 6.37, 'premium': 1158066.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PG,Procter & Gamble Company (The),BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,146.97,2683968.0,0.09,7,2,2026-07-24,2026-07-24,-1,9,2469831.0,214137.0,🟢,"[{'type': 'CALL', 'strike': 130.0, 'volume': 871.0, 'oi': 0, 'vol_oi_ratio': 871.0, 'last_price': 16.4, 'premium': 1428440.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 120.0, 'volume': 141.0, 'oi': 0, 'vol_oi_ratio': 141.0, 'last_price': 27.0, 'premium': 380700.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 131.0, 'volume': 195.0, 'oi': 0, 'vol_oi_ratio': 195.0, 'last_price': 16.15, 'premium': 314924.99999999994, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 147.0, 'volume': 693.0, 'oi': 0, 'vol_oi_ratio': 693.0, 'last_price': 1.73, 'premium': 119889.00000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 146.0, 'volume': 792.0, 'oi': 0, 'vol_oi_ratio': 792.0, 'last_price': 1.19, 'premium': 94247.99999999999, 'itm': False, 'implied_volatility': 0.0312596875}]"
TMO,Thermo Fisher Scientific Inc,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,572.32,4912879.0,0.01,7,1,2026-07-24,2026-07-24,-1,8,4850479.0,62400.0,🟢,"[{'type': 'CALL', 'strike': 560.0, 'volume': 908.0, 'oi': 0, 'vol_oi_ratio': 908.0, 'last_price': 14.52, 'premium': 1318416.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 555.0, 'volume': 636.0, 'oi': 0, 'vol_oi_ratio': 636.0, 'last_price': 18.72, 'premium': 1190592.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 550.0, 'volume': 405.0, 'oi': 0, 'vol_oi_ratio': 405.0, 'last_price': 27.58, 'premium': 1116990.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 560.0, 'volume': 416.0, 'oi': 0, 'vol_oi_ratio': 416.0, 'last_price': 1.5, 'premium': 62400.0, 'itm': False, 'implied_volatility': 0.12500875}]"
CNI,Canadian National Railway Compa,NEUTRAL,80,🔥🔥🔥 WHALE ACTIVITY,130.58,521473.0,0.81,3,3,2026-07-24,2026-08-21,27,6,287833.0,233640.0,🟡,"[{'type': 'CALL', 'strike': 140.0, 'volume': 1449.0, 'oi': 0.0, 'vol_oi_ratio': 1449.0, 'last_price': 0.95, 'premium': 137655.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 130.0, 'volume': 252.0, 'oi': 0.0, 'vol_oi_ratio': 252.0, 'last_price': 4.49, 'premium': 113148.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 135.0, 'volume': 161.0, 'oi': 0.0, 'vol_oi_ratio': 161.0, 'last_price': 2.3, 'premium': 37029.99999999999, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 130.0, 'volume': 335.0, 'oi': 0, 'vol_oi_ratio': 335.0, 'last_price': 3.5, 'premium': 117250.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 135.0, 'volume': 150.0, 'oi': 0, 'vol_oi_ratio': 150.0, 'last_price': 6.32, 'premium': 94800.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 120.0, 'volume': 127.0, 'oi': 0, 'vol_oi_ratio': 127.0, 'last_price': 1.7, 'premium': 21590.0, 'itm': False, 'implied_volatility': 0.062509375}]"
V,Visa Inc.,BEARISH,70,🔥🔥 STRONG FLOW,351.6,345112.0,3.63,2,3,2026-07-24,2026-07-24,-1,5,74604.0,270508.0,🔴,"[{'type': 'CALL', 'strike': 355.0, 'volume': 640.0, 'oi': 0, 'vol_oi_ratio': 640.0, 'last_price': 0.59, 'premium': 37760.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 352.5, 'volume': 244.0, 'oi': 0, 'vol_oi_ratio': 244.0, 'last_price': 1.51, 'premium': 36844.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 350.0, 'volume': 835.0, 'oi': 0, 'vol_oi_ratio': 835.0, 'last_price': 1.19, 'premium': 99365.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 345.0, 'volume': 2863.0, 'oi': 0, 'vol_oi_ratio': 2863.0, 'last_price': 0.31, 'premium': 88753.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 347.5, 'volume': 1498.0, 'oi': 0, 'vol_oi_ratio': 1498.0, 'last_price': 0.55, 'premium': 82390.00000000001, 'itm': False, 'implied_volatility': 0.062509375}]"
ROP,"Roper Technologies, Inc.",BULLISH,70,🔥🔥 STRONG FLOW,355.12,925650.0,0.0,1,0,2026-07-24,2026-08-21,27,1,925650.0,0.0,🟢,"[{'type': 'CALL', 'strike': 360.0, 'volume': 605.0, 'oi': 0, 'vol_oi_ratio': 605.0, 'last_price': 15.3, 'premium': 925650.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]",[]
