ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.2% vs media sector 4.4%),2026-06-05
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-06-05
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 10/10),2026-06-05
AON,CAUTION,-3,Thesis drift MEDIUM: Score cayó 15pts en 40d (54→39) | Piotroski fuerte (8.0/9),2026-06-05
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.8% vs media sector 6.2%),2026-06-05
ATLKY,CAUTION,-1,Thesis drift MEDIUM: FCF yield cayó 4.9pp (27.5%→22.7%) | Mejor FCF en Industrials (22.7% vs media sector 6.2%),2026-06-05
AUTO.L,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (6.8% vs media sector 6.9%),2026-06-05
AZO,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑6.1% (213.55→226.58),2026-06-05
BR,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 29pts en 40d (61→32) | Señal salida MEDIUM: Score cayó 41pts (73 → 32) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.7% vs media sector 4.4%)",2026-06-05
BRO,BEST,5,Mejor FCF en Financial Services (8.2% vs media sector 5.6%),2026-06-05
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-05
CME,CAUTION,-6,Thesis drift MEDIUM: Score cayó 18pts en 40d (44→26),2026-06-05
COST,WATCH,-8,Caro vs peers en Consumer Defensive (FCF rank 10/12) | EPS revision STRONG_DOWN: EPS consensus ↓9.8% (38.45→34.67); Revenue estimate ↑2.4% | Piotroski fuerte (7.0/9),2026-06-05
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 19/22) | Piotroski fuerte (8.0/9),2026-06-05
DSGX,WATCH,-3,Caro vs peers en Technology (FCF rank 14/16),2026-06-05
ETN,WATCH,0,Caro vs peers en Industrials (FCF rank 20/22) | Piotroski fuerte (7.0/9),2026-06-05
EXPN.L,CAUTION,2,Thesis drift MEDIUM: Score cayó 18pts en 40d (62→45) | Smart money: 0 HF + 3 insiders (conv 48),2026-06-05
G24.DE,CAUTION,-8,Señal salida MEDIUM: Score cayó 21pts (73 → 52),2026-06-05
GVDNY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-05
HEI,REVISION_UP,8,Caro vs peers en Industrials (FCF rank 21/22) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.1% (7.11→7.54); Revenue estimate ↑5.1%,2026-06-05
HESAY,CAUTION,-3,Thesis drift MEDIUM: Score cayó 13pts en 40d (55→42) | Piotroski fuerte (8.0/9),2026-06-05
ICE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 16pts en 40d (50→34) | Piotroski fuerte (8.0/9),2026-06-05
INTU,CAUTION,8,"Señal salida MEDIUM: Score cayó 28pts (67 → 39) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9) | Mejor FCF en Technology (6.1% vs media sector 4.4%) | EPS revision STRONG_UP: EPS consensus ↑6.3% (28.28→30.05)",2026-06-05
ITRK.L,CAUTION,-6,Thesis drift MEDIUM: Score cayó 13pts en 40d (49→36),2026-06-05
JKHY,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 37pts en 40d (65→28) | Señal salida MEDIUM: Score cayó 45pts (73 → 28) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9)",2026-06-05
KO,CAUTION,2,Thesis drift MEDIUM: Score cayó 21pts en 40d (44→23) | Caro vs peers en Consumer Defensive (FCF rank 11/12) | Smart money: 1 HF + 0 insiders (conv 22) | Piotroski fuerte (7.0/9),2026-06-05
LSEG.L,CAUTION,-3,Thesis drift MEDIUM: Score cayó 11pts en 40d (48→38) | Piotroski fuerte (7.0/9),2026-06-05
MA,CAUTION,-3,Thesis drift MEDIUM: Score cayó 12pts en 40d (58→45) | Señal salida MEDIUM: Score cayó 17pts (63 → 45) | Smart money: 1 HF + 0 insiders (conv 29) | Piotroski fuerte (9.0/9),2026-06-05
MSFT,WATCH,-3,Caro vs peers en Technology (FCF rank 15/16),2026-06-05
NDAQ,WATCH,0,Caro vs peers en Financial Services (FCF rank 9/10) | Piotroski fuerte (9.0/9),2026-06-05
OTIS,BEST,5,Mejor FCF en Industrials (6.3% vs media sector 6.2%),2026-06-05
PGR,BEST,5,Mejor FCF en Financial Services (13.7% vs media sector 5.6%),2026-06-05
RACE,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑14.7% (12.93→14.83); Analistas: +11 (0→11),2026-06-05
RELX,CAUTION,-19,Thesis drift MEDIUM: Score cayó 15pts en 40d (55→40) | Señal salida MEDIUM: Score cayó 25pts (65 → 40) | EPS revision STRONG_DOWN: EPS consensus ↓11.9% (2.22→1.96); Analistas: -3 (3→0) | Piotroski fuerte (7.0/9),2026-06-05
ROP,BEST,5,Mejor FCF en Technology (6.5% vs media sector 4.4%),2026-06-05
SAP,CAUTION,-12,"Thesis drift MEDIUM: Score cayó 25pts en 40d (54→30) | Señal salida MEDIUM: Score cayó 37pts (67 → 30) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Caro vs peers en Technology (FCF rank 13/16) | Piotroski fuerte (8.0/9)",2026-06-05
SXYAY,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓58.0% (6.05→2.54),2026-06-05
V,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-05
VEEV,WATCH,3,Piotroski fuerte (7.0/9),2026-06-05
VRSN,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-05
WMT,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 12/12) | Piotroski fuerte (7.0/9),2026-06-05
WTKWY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-05
