Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2232.1,2083.0,2488.9,7.157945271243395,32.83310595725334,🟢,OPORTUNIDAD,252,2026-02-26 08:42:30,2026-02-26,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,217.57,206.56,263.03,5.330170410534465,48.19999999999999,🟢,OPORTUNIDAD,251,2026-02-26 08:42:30,2026-02-26,0,86,86,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSNG,Dow Jones U.S. Personal & Household Goods Index,1079.94,909.61,1086.3,18.72560767801586,27.04707945501144,🟡,CERCA,252,2026-02-26 08:42:30,2026-02-26,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSMU,Dow Jones U.S. Multiutilities Index,308.18,249.55,314.85,23.494289721498696,24.58857696030978,🟡,CERCA,251,2026-02-26 08:42:30,2026-02-26,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSSR,Dow Jones U.S. Specialty REITs Index,278.64,229.18,284.12,21.581289815865247,25.2043596730245,🟡,CERCA,252,2026-02-26 08:42:30,2026-02-26,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSRE,Dow Jones U.S. Real Estate Index,381.65,311.91,385.53,22.35901381808853,27.57036186099945,🟡,CERCA,252,2026-02-26 08:42:30,2026-02-26,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSWU,Dow Jones U.S. Water Index,2800.5,2537.2,3135.8,10.377581586000325,31.579929117701937,🟡,CERCA,251,2026-02-26 08:42:30,2026-02-26,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSRI,Dow Jones U.S. Real Estate Investment Trusts Index,157.13,126.8,159.19,23.91955835962145,24.863221884498515,🟡,CERCA,251,2026-02-26 08:42:30,2026-02-26,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSAM,Dow Jones U.S. Medical Equipment Index,2870.1,2589.3,3151.1,10.844629822732,35.08512213175423,🟡,CERCA,252,2026-02-26 08:42:30,2026-02-26,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSIX,Dow Jones U.S. Nonlife Insurance Index,1289.66,1215.03,1458.15,6.142235171148046,58.88040024339123,🟢,OPORTUNIDAD,251,2026-02-26 08:42:30,2026-02-26,0,80,80,False,0,0,[],[],ALTA,BAJO,0
