Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSFB,Dow Jones U.S. Food & Beverage Index,713.39,668.77,796.02,6.6719499977570775,29.19129500268673,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,97,97,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSBV,Dow Jones U.S. Beverages Index,959.96,875.4,1048.01,9.65958419008454,25.56793642567159,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,96,96,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSVN,Dow Jones U.S. Distillers & Vintners Index,287.27,268.56,494.0,6.966785820673213,39.17744329022688,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSDB,Dow Jones U.S. Brewers Index,483.18,447.85,659.78,7.888802054259234,36.99074825515335,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFP,Dow Jones U.S. Food Products Index,529.14,518.27,639.03,2.0973623786829267,49.18168292279715,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFO,Dow Jones U.S. Food Producers Index,379.84,367.79,442.15,3.2763261643872736,43.22944653412148,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSSD,Dow Jones U.S. Soft Drinks Index,937.91,835.84,994.52,12.211667304747312,25.60765385278393,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,86,86,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSHC,Dow Jones U.S. Health Care Index,1529.3,1344.15,1619.12,13.77450433359371,24.173010846863814,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSMT,Dow Jones U.S. Marine Transportation Index,280.85,261.01,433.97,7.601241331749755,46.032451655923474,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSPR,Dow Jones U.S. Pharmaceuticals Index,901.44,765.56,976.68,17.749098698991602,29.82503364737548,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSPN,Dow Jones U.S. Pharmaceuticals & Biotechnology Index,1185.79,960.01,1239.0,23.518505015572757,22.97726406706469,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1173.49,1140.99,1420.24,2.84840357934776,55.45588235294114,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2694.8,2651.3,3402.3,1.6407045600271564,57.26817042606509,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSTK,Dow Jones U.S. Trucking Index,1410.3,1244.48,2071.67,13.324440730264843,39.824403421882025,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSMS,Dow Jones U.S. Medical Supplies Index,1724.9,1472.69,1749.93,17.12580380120732,36.40303358613216,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,78,78,False,0,0,[],[],ALTA,BAJO,0
DJUSIV,Dow Jones U.S. Business Support Services Index,1085.51,1072.64,1443.42,1.1998433770882952,68.07181889149103,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSWU,Dow Jones U.S. Water Index,2969.0,2432.7,3135.8,22.04546388786123,35.36957849725107,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,76,76,False,0,0,[],[],ALTA,BAJO,0
DJUSCM,Dow Jones U.S. Personal Products Index,380.91,345.1,459.35,10.376702405099971,46.59405751409189,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSIR,Dow Jones U.S. Insurance Index,1290.9,1264.26,1458.0,2.1071615015898706,65.37767465841708,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,1029.32,999.49,1216.79,2.984522106274192,60.84507042253529,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,105.92,104.12,152.72,1.728774490971953,78.34146341463415,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSFA,Dow Jones U.S. Financial Administration Index,541.03,532.41,685.16,1.619052985481115,62.12765957446811,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIX,Dow Jones U.S. Nonlife Insurance Index,1275.18,1246.37,1458.15,2.311512632685332,65.2971275140584,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIB,Dow Jones U.S. Insurance Brokers Index,721.13,711.7,891.38,1.3249964872839608,66.85383552176913,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,217.59,212.75,264.7,2.2749706227967117,66.71009771986967,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2306.2,2083.0,2553.7,10.71531445031204,41.44302683677964,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSAM,Dow Jones U.S. Medical Equipment Index,2894.6,2589.3,3151.1,11.790831498860683,48.25493171471926,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSAF,Dow Jones U.S. Delivery Services Index,1030.0,916.9,1383.0,12.335041989311812,47.88819875776399,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSIP,Dow Jones U.S. Property & Casualty Insurance Index,1857.68,1755.13,2065.57,5.842872037968695,64.98441086785212,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSRU,Dow Jones U.S. Restaurants & Bars Index,3003.4,2686.2,3265.8,11.808502717593637,49.542782495101214,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSIU,Dow Jones U.S. Reinsurance Index,524.06,467.58,599.38,12.079216390778042,49.69152505682437,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSPC,Dow Jones U.S. Waste & Disposal Services Index,643.65,609.51,708.03,5.601220652655409,60.917030567685615,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,421.78,397.01,541.01,6.239137553210242,60.69094304388425,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSIS,Dow Jones U.S. Support Services Index,814.79,764.29,981.89,6.607439584450929,65.9665815734509,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSWC,Dow Jones U.S. Mobile Telecommunications Index,390.62,360.57,458.56,8.334026679978926,68.14203971726684,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,688.82,647.09,854.09,6.44887109984701,71.84645498042622,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSSR,Dow Jones U.S. Specialty REITs Index,264.49,229.18,287.27,15.40710358670041,45.20703346568348,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,73,73,False,0,0,[],[],MEDIA,BAJO,0
DJUSMU,Dow Jones U.S. Multiutilities Index,295.07,249.55,299.75,18.24083350030053,41.47171416418547,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSRE,Dow Jones U.S. Real Estate Index,368.38,311.91,396.19,18.104581449777168,49.76988823142671,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1259.73,1076.27,1346.72,17.045908554544866,45.52233127900785,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSPL,Dow Jones U.S. Pipelines Index,1012.86,925.07,1229.95,9.490092641637926,76.11794917205344,🟢,OPORTUNIDAD,250,2025-10-20 07:44:15,2025-10-20,0,72,72,False,0,0,[],[],MEDIA,MEDIO,0
DJUSRI,Dow Jones U.S. Real Estate Investment Trusts Index,148.89,126.8,161.13,17.421135646687688,46.47887323943663,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSGI,Dow Jones U.S. General Industrials Index,687.6,613.23,783.86,12.127586712978818,59.28796318721241,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSBT,Dow Jones U.S. Biotechnology Index,2981.6,2297.4,3016.3,29.781492121528675,21.65841584158416,🔴,FUERTE,250,2025-10-20 07:44:15,2025-10-20,0,67,67,False,0,0,[],[],MEDIA,BAJO,0
DJUSOL,Dow Jones U.S. Integrated Oil & Gas Index,738.51,645.42,806.96,14.42316631030957,59.92230854605994,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,67,67,False,0,0,[],[],MEDIA,BAJO,0
DJUSUT,Dow Jones U.S. Utilities Index,455.55,353.79,466.02,28.76282540490121,23.61737479230949,🔴,FUERTE,250,2025-10-20 07:44:15,2025-10-20,0,67,67,False,0,0,[],[],MEDIA,BAJO,0
DJUSIT,Dow Jones U.S. Industrial Transportation Index,1462.3,1243.5,1746.8,17.59549658222758,51.58013544018063,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,66,66,False,0,0,[],[],MEDIA,BAJO,0
DJUSID,Dow Jones U.S. Diversified Industrials Index,894.81,767.22,1017.95,16.63017126769374,58.33538133857625,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,66,66,False,0,0,[],[],MEDIA,BAJO,0
DJUSDV,Dow Jones U.S. Computer Services Index,274.14,231.08,304.29,18.634239224510974,51.64957028001109,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,66,66,False,0,0,[],[],MEDIA,BAJO,0
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1041.26,863.05,1199.08,20.64886159550432,57.15922836951677,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSEH,Dow Jones U.S. Real Estate Holding & Development Index,68.56,50.8,72.61,34.96062992125986,24.62825278810412,🔴,FUERTE,230,2025-10-20 07:44:15,2025-10-20,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSPG,Sector PG,506.83,426.49,649.12,18.837487397125365,51.86774602555352,🟡,CERCA,250,2025-10-20 07:44:15,2025-10-20,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSVE,Dow Jones U.S. Conventional Electricity Index,460.32,341.92,472.89,34.62798315395413,22.194513715710716,🔴,FUERTE,250,2025-10-20 07:44:15,2025-10-20,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSEU,Dow Jones U.S. Electricity Index,458.93,340.99,471.47,34.58752456083756,22.19662058371736,🔴,FUERTE,250,2025-10-20 07:44:15,2025-10-20,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
