ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,CAUTION,-3,Thesis drift MEDIUM: Score cayó 14pts en 45d (59→44) | Piotroski fuerte (8.0/9),2026-07-09
AI.PA,WATCH,3,Piotroski fuerte (7.0/9),2026-07-09
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-09
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.4% vs media sector 5.0%),2026-07-09
ATLKY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-09
AUTO.L,CAUTION,-1,Thesis drift MEDIUM: Upside analistas cayó 29pp (45%→16%) | Mejor FCF en Communication Services (6.2% vs media sector 5.0%),2026-07-09
AXP,CAUTION,2,Thesis drift MEDIUM: Score cayó 12pts en 45d (40→28) | Smart money: 1 HF + 0 insiders (conv 23),2026-07-09
BRK-B,BEST,5,Mejor FCF en Financial Services (5.6% vs media sector 4.2%),2026-07-09
BRO,BEST,5,Mejor FCF en Financial Services (6.5% vs media sector 4.2%),2026-07-09
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-09
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 14/15) | Piotroski fuerte (7.0/9),2026-07-09
CTAS,CAUTION,-8,"Señal salida MEDIUM: Earnings en 7d — alta incertidumbre, considera reducir | Caro vs peers en Industrials (FCF rank 20/23) | Piotroski fuerte (8.0/9)",2026-07-09
ESLOY,WATCH,-4,EPS revision DOWN: EPS consensus ↓3.3% (6.59→6.38),2026-07-09
ETN,WATCH,0,Caro vs peers en Industrials (FCF rank 22/23) | Piotroski fuerte (7.0/9),2026-07-09
EXPN.L,BEST,8,Piotroski fuerte (9.0/9) | Mejor FCF en Industrials (3.8% vs media sector 5.0%),2026-07-09
FDS,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑9.8% (23.14→25.40); Revenue estimate ↑1.8%,2026-07-09
FICO,WATCH,6,Caro vs peers en Technology (FCF rank 13/15) | Short squeeze MEDIUM: 10.5% short · Short moderado (10.5% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-07-09
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 23/23) | Piotroski fuerte (8.0/9),2026-07-09
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 11/12) | Piotroski fuerte (8.0/9),2026-07-09
IT,BEST,11,Short squeeze MEDIUM: 25.8% short · Short muy alto (25.8% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (11.3% vs media sector 10.7%),2026-07-09
ITRK.L,BEST,5,Mejor FCF en Industrials (4.1% vs media sector 5.0%),2026-07-09
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-09
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 9/10) | Smart money: 1 HF + 0 insiders (conv 30) | Piotroski fuerte (7.0/9),2026-07-09
LSEG.L,CAUTION,2,Thesis drift MEDIUM: Score cayó 14pts en 45d (52→38) | Piotroski fuerte (7.0/9) | Mejor FCF en Financial Services (4.7% vs media sector 4.2%),2026-07-09
MA,WATCH,9,"Opciones TIER2 (q=50): VALUE strong (96pts), DIRECTIONAL (75% calls) | Piotroski fuerte (9.0/9)",2026-07-09
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 13/13) | Smart money: 1 HF + 0 insiders (conv 28) | Piotroski fuerte (8.0/9),2026-07-09
MKC,BEST,5,Mejor FCF en Consumer Defensive (5.1% vs media sector 4.3%),2026-07-09
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 12/13) | Piotroski fuerte (8.0/9),2026-07-09
NDAQ,WATCH,3,Piotroski fuerte (9.0/9),2026-07-09
NDSN,WATCH,3,Piotroski fuerte (7.0/9),2026-07-09
NOW,CAUTION,-6,Thesis drift MEDIUM: Score cayó 11pts en 45d (45→33),2026-07-09
PG,CAUTION,-6,Thesis drift MEDIUM: Score cayó 21pts en 45d (51→30),2026-07-09
RACE,WATCH,-8,Caro vs peers en Consumer Cyclical (FCF rank 9/9) | EPS revision STRONG_DOWN: EPS consensus ↓12.0% (14.82→13.04); Analistas: +11 (0→11) | Piotroski fuerte (9.0/9),2026-07-09
ROP,BEST,5,Mejor FCF en Technology (5.9% vs media sector 10.7%),2026-07-09
SPGI,WATCH,3,Piotroski fuerte (7.0/9),2026-07-09
TJX,CAUTION,-3,Thesis drift MEDIUM: Score cayó 16pts en 45d (39→23) | Piotroski fuerte (7.0/9),2026-07-09
TT,CAUTION,-3,Thesis drift MEDIUM: Score cayó 10pts en 45d (37→27) | Piotroski fuerte (9.0/9),2026-07-09
V,WATCH,-3,Caro vs peers en Financial Services (FCF rank 11/13),2026-07-09
VEEV,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (4.0% vs media sector 4.3%),2026-07-09
VRSK,WATCH,3,Piotroski fuerte (7.0/9),2026-07-09
VRSN,CONFIRM,11,Smart money: 1 HF + 0 insiders (conv 28) | Piotroski fuerte (8.0/9),2026-07-09
WM,WATCH,0,Caro vs peers en Industrials (FCF rank 19/23) | Piotroski fuerte (8.0/9),2026-07-09
WMT,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 10/10) | Piotroski fuerte (7.0/9),2026-07-09
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 12/12) | Piotroski fuerte (7.0/9),2026-07-09
WTKWY,WATCH,-4,EPS revision DOWN: EPS consensus ↓2.3% (9.13→8.92),2026-07-09
