ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑26.2% (5.57→7.03); Revenue estimate ↑1.7%,2026-07-22
ADP,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓11.8% (13.55→11.95),2026-07-22
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 5/5) | Piotroski fuerte (7.0/9),2026-07-22
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 17/17),2026-07-22
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-22
ASAZY,BEST,12,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (47.3% vs media sector 4.6%) | EPS revision UP: EPS consensus ↑2.8% (1.04→1.07); Revenue estimate ↑2.9%,2026-07-22
ATLKY,CAUTION,0,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision STRONG_UP: EPS consensus ↑5.8% (0.67→0.71); Revenue estimate ↑6.4%,2026-07-22
AUTO.L,AVOID,-7,Thesis drift HIGH (44d): Score cayó 23pts en 44d (76→54) | Mejor FCF en Communication Services (6.2% vs media sector 5.0%),2026-07-22
BRK-B,BEST,5,Mejor FCF en Financial Services (5.8% vs media sector 4.3%),2026-07-22
BRO,BEST,5,Mejor FCF en Financial Services (6.5% vs media sector 4.3%),2026-07-22
CB,BEST,5,Mejor FCF en Financial Services (9.2% vs media sector 4.3%),2026-07-22
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-22
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 10/12) | Piotroski fuerte (7.0/9),2026-07-22
CLPBY,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (29.0% vs media sector 7.1%),2026-07-22
CME,CAUTION,-8,Señal salida MEDIUM: Score cayó 20pts (53 → 33),2026-07-22
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-07-22
COST,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 12/14) | Piotroski fuerte (7.0/9),2026-07-22
CP,WATCH,0,Caro vs peers en Industrials (FCF rank 21/26) | Piotroski fuerte (7.0/9),2026-07-22
CTAS,CAUTION,-4,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision UP: EPS consensus ↑3.0% (6.76→6.96); Revenue estimate ↑3.2%,2026-07-22
DBOEY,CAUTION,-8,Señal salida MEDIUM: Score cayó 16pts (55 → 39),2026-07-22
ERIE,CAUTION,-8,Value trap MEDIUM: Piotroski débil (4/9),2026-07-22
ETN,WATCH,4,Caro vs peers en Industrials (FCF rank 24/26) | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑4.5% (13.44→14.05),2026-07-22
EXPN.L,BEST,8,Piotroski fuerte (9.0/9) | Mejor FCF en Industrials (3.7% vs media sector 4.6%),2026-07-22
FAST,CAUTION,2,Thesis drift MEDIUM: Score cayó 13pts en 44d (43→30) | Caro vs peers en Industrials (FCF rank 23/26) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.0% (1.23→1.31); Revenue estimate ↑4.2%,2026-07-22
FICO,WATCH,9,Short squeeze MEDIUM: 11.2% short · Short moderado (11.2% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-07-22
HEI,WATCH,4,Caro vs peers en Industrials (FCF rank 25/26) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.4% (7.67→7.85); Analistas: +21 (0→21),2026-07-22
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-07-22
ICE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-22
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 9/10) | Piotroski fuerte (8.0/9),2026-07-22
IT,BEST,11,Short squeeze MEDIUM: 24.7% short · Short elevado (24.7% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (11.3% vs media sector 4.2%),2026-07-22
ITRK.L,BEST,5,Mejor FCF en Industrials (4.1% vs media sector 4.6%),2026-07-22
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-22
JNJ,CAUTION,-6,Thesis drift MEDIUM: Score cayó 23pts en 44d (46→24),2026-07-22
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 13/14) | Smart money: 1 HF + 0 insiders (conv 25) | Piotroski fuerte (7.0/9),2026-07-22
LSEG.L,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Financial Services (4.8% vs media sector 4.3%),2026-07-22
MA,WATCH,3,Piotroski fuerte (9.0/9),2026-07-22
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 16/17) | Smart money: 1 HF + 0 insiders (conv 31) | Piotroski fuerte (8.0/9),2026-07-22
MKC,BEST,5,Mejor FCF en Consumer Defensive (5.1% vs media sector 4.2%),2026-07-22
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 15/17) | Piotroski fuerte (8.0/9),2026-07-22
