ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,77.15,HKD,82.0,A,82.0,ROE 22.5% | Potencial +34% analistas | FCF yield 6.5% | Dividendo 2.8% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,103.25,33.8,30,6.5,4.23,2.81,,22.5,12.0,14.0,16.9,12.4,-27.4,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-21,0,
0700.HK,Tencent Holdings Limited,476.6,HKD,82.0,A,82.0,ROE 20.5% | Potencial +45% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,691.33,45.1,42,3.0,5.63,1.11,,20.5,12.6,17.1,30.6,9.1,-30.2,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the sector average and historical values, potentially indicating undervaluation or overlooked risks",2026-07-21,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.26,BRL,81.0,A,81.0,ROE 26.7% | Potencial +31% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.8% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,30.8,14,,3.85,5.82,,26.7,11.7,16.6,47.0,20.3,-24.9,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE for a financial services company raise concerns about data quality and potential investment risks,2026-07-21,0,
9999.HK,"NetEase, Inc.",208.4,HKD,81.0,A,81.0,ROE 22.1% | Potencial +20% | FCF yield 5.1% | Margen 30% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,250.46,20.2,20,5.1,2.52,2.14,,22.1,12.6,17.1,29.8,6.1,-16.0,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-07-21,0,
005930.KS,"Samsung Electronics Co., Ltd.",259000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 4.0x (vs 11x mercado) | Potencial +90% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,492536.72,90.2,36,4.0,11.27,,,18.9,4.0,,21.5,69.2,-30.8,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 4.0x seems anomalously low for a technology company like Samsung Electronics,2026-07-21,0,
RENT3.SA,Localiza Rent a Car S.A.,37.49,BRL,71.0,A,71.0,P/E 8.0x | Potencial +54% analistas | FCF yield 25.0% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.8,54.2,15,25.0,6.77,5.6,,8.5,8.0,18.1,5.1,21.2,-29.7,Cyclical Risk | Geopolitical Risk,,SUSPECT,High FCF Yield of 25.0% seems anomalous for a rent-a-car company,2026-07-21,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,57.4,HKD,71.0,A,71.0,ROE 17.5% | Potencial +47% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.49,47.2,23,-1.1,5.9,2.2,,17.5,11.3,11.7,10.7,21.3,-37.2,Negative FCF Yield | Cyclical Risk,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-07-21,0,
TOTS3.SA,TOTVS S.A.,28.83,BRL,70.0,A,70.0,ROE 16.9% | Potencial +67% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.08,66.8,13,2.3,8.35,2.84,,16.9,13.6,19.6,15.2,22.4,-40.4,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,"Forward P/E seems low compared to trailing P/E, suggesting potential undervaluation or inconsistent earnings growth",2026-07-21,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,400.2,HKD,70.0,A,70.0,ROE 35.0% | Potencial +28% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,514.06,28.5,17,,3.56,3.28,,35.0,25.4,26.9,62.6,19.0,-14.1,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-21,0,
1299.HK,AIA Group Limited,77.1,HKD,69.0,A,69.0,Potencial +35% analistas | Margen 24% | Dividendo 2.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.13,35.1,17,,4.38,2.55,,14.8,11.4,16.7,23.8,6.0,-16.3,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-07-21,0,
7974.T,"Nintendo Co., Ltd.",6993.0,JPY,66.0,A,66.0,Potencial +45% analistas | Crecimiento ingresos +95% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10137.88,45.0,25,3.4,5.62,3.0,,14.9,20.5,19.2,18.3,95.1,-52.7,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-07-21,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",56.55,HKD,64.0,B,64.0,P/E 5.2x (vs 11x mercado) | Potencial +47% analistas | Dividendo 5.5% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,83.0,46.8,15,,5.85,5.48,,11.3,5.2,6.8,13.9,-3.3,-24.3,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Chinese insurance sector | Exposure to Chinese real estate market,PNGAY,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-07-21,0,
4568.T,"Daiichi Sankyo Company, Limited",2815.0,JPY,64.0,B,64.0,ROE 15.8% | Potencial +49% analistas | FCF negativo | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4205.29,49.4,17,-5.1,6.17,3.58,,15.8,19.6,20.1,12.2,13.7,-32.6,Negative FCF Yield | Potential Cash Flow Risk,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profitability metrics,2026-07-21,0,
035420.KS,NAVER Corporation,193000.0,KRW,63.0,B,63.0,Potencial +56% analistas | FCF yield 5.0% | Crecimiento ingresos +16% | Dividendo 1.4%,1,0,Communication Services,Korea,🇰🇷,21.2,301962.97,56.5,27,5.0,7.06,1.41,,5.7,12.9,,14.5,16.3,-36.5,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,Low ROE and high analyst upside may indicate overestimation of future performance,2026-07-21,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,35.45,BRL,60.0,B,60.0,ROE 19.2% | Potencial +35% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,48.01,35.4,14,3.5,4.43,2.05,,19.2,12.7,17.0,8.1,10.6,-26.8,Deuda elevada (D/E >2x) | Deuda elevada | Potential regulatory risks in healthcare sector,RDORY,SUSPECT,High debt-to-equity ratio and relatively low profit margin raise concerns,2026-07-21,0,
