ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis de sobrevaloración parece tener fundamentos sólidos considerando el precio actual y el cálculo del precio de compra para un retorno anual del 15%. La falta de datos históricos y la proyección sin consenso afectan la confianza en la evaluación.",60,-5,2026-06-03T08:01:42+00:00
FAST,MIXED,AVOID,"El dato subyacente es mixto debido a la volatilidad en el flujo de caja libre (FCF) histórico y la proyección hacia adelante, lo que puede afectar la precisión del modelo. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una margen de seguridad negativa.",70,-5,2026-06-03T08:01:42+00:00
MSI,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que indica un upside negativo y una margen de seguridad también negativa.",80,-8,2026-06-03T08:01:42+00:00
CB,UNRELIABLE,INSUFFICIENT,"No se proporcionan datos históricos de FCF, lo que hace imposible evaluar la coherencia y tendencia de los flujos de efectivo. Además, no hay proyecciones de FCF forward, lo que limita la capacidad de evaluar la tesis de valoración. La falta de información sobre ROIC y otros indicadores clave también complica la evaluación.",0,0,2026-06-03T08:01:42+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis de sobrevaloración parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-06-03T08:01:42+00:00
ROP,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que introduce incertidumbre en la evaluación. Sin embargo, considerando el NTM FCF yield del 8.6% y el EV/FCF target aplicado de 10.5x, la tesis de sobrevaloración parece tener fundamentos sólidos.",70,-5,2026-06-03T08:01:42+00:00
CBOE,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis de sobrevaloración parece tener fundamentos sólidos considerando el precio actual y el resultado del modelo, pero la falta de información histórica y el carácter proyectado de los flujos de efectivo futuros introduce incertidumbre.",60,-5,2026-06-03T08:01:42+00:00
7741.T,MIXED,WATCH,"El dato subyacente es mixto debido a la volatilidad en el flujo de caja libre (FCF) y la falta de consenso en las proyecciones forward, lo que genera incertidumbre. La tesis NO_DATA no se puede evaluar con precisión debido a la falta de información sobre el precio de compra y el margen de seguridad. Sin embargo, considerando el histórico de FCF y las proyecciones, el precio actual podría estar cerca del valor justo.",60,0,2026-06-03T08:01:42+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo que sugiere un precio de compra más bajo y una margen de seguridad negativa.",80,-8,2026-06-03T08:01:42+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"El dato subyacente es inadecuado para este modelo debido a la falta de información sobre el flujo de caja libre (FCF) histórico y proyectado, lo que impide una evaluación precisa. La ausencia de datos clave como el TEV, FCF forward y ROIC último año también limita la capacidad de análisis.",20,0,2026-06-03T08:01:42+00:00
