ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,76.6,HKD,82.0,A,82.0,ROE 22.5% | Potencial +37% analistas | FCF yield 6.5% | Dividendo 2.8% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.94,37.0,30,6.5,4.62,2.83,,22.5,12.0,13.8,16.9,12.4,-27.9,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-06-02,0,
0700.HK,Tencent Holdings Limited,481.6,HKD,82.0,A,82.0,ROE 20.5% | Potencial +48% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,711.31,47.7,42,3.0,5.96,1.22,,20.5,12.5,17.2,30.6,9.1,-29.5,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-06-02,0,
9999.HK,"NetEase, Inc.",197.6,HKD,81.0,A,81.0,ROE 22.1% | Potencial +27% | FCF yield 5.4% | Margen 30% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,250.37,26.7,22,5.4,3.34,2.31,,22.1,12.0,16.1,29.8,6.1,-20.3,regulatory risks due to Chinese tech sector oversight | geopolitical risks due to US-China tensions,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-06-02,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.25,BRL,74.0,A,74.0,ROE 26.7% | Potencial +23% | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.7% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,23.3,14,,2.91,3.73,,26.7,12.5,17.7,47.0,20.3,-20.1,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE may indicate potential overvaluation or accounting irregularities,2026-06-02,0,
RENT3.SA,Localiza Rent a Car S.A.,41.34,BRL,71.0,A,71.0,P/E 8.3x | Potencial +43% analistas | FCF yield 22.9% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.06,42.9,15,22.9,5.36,5.05,,8.5,8.3,20.0,5.1,21.2,-22.5,cyclical risk | geopolitical risk,,SUSPECT,Anomalous FCF yield of 22.9% for a rent-a-car company seems unusually high,2026-06-02,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,410.4,HKD,70.0,A,70.0,ROE 35.0% | Potencial +26% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,26.3,17,,3.29,3.26,,35.0,26.3,27.6,62.6,19.0,-11.9,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-06-02,0,
TOTS3.SA,TOTVS S.A.,34.5,BRL,67.0,A,67.0,ROE 16.9% | Potencial +51% analistas | Crecimiento ingresos +22% | Dividendo 1.9% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,52.0,50.7,12,1.9,6.34,1.88,,16.9,15.1,23.5,15.2,22.4,-28.7,Regulatory Risk | Geopolitical Risk,,SUSPECT,High analyst upside of 50.7% seems inconsistent with the fundamentals of a stable technology company,2026-06-02,0,
4568.T,"Daiichi Sankyo Company, Limited",2582.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +69% analistas | FCF negativo | Dividendo 3.8% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4352.35,68.5,17,-4.8,8.57,3.82,,15.8,18.0,18.4,12.2,13.7,-38.2,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-06-02,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",58.6,HKD,64.0,B,64.0,P/E 5.3x (vs 11x mercado) | Potencial +42% analistas | Dividendo 5.0% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,83.17,41.9,16,,5.24,5.03,,11.3,5.3,7.0,13.9,-3.3,-21.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Chinese financial sector | Geopolitical risks in Hong Kong market | Real estate market exposure,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-06-02,0,
005930.KS,"Samsung Electronics Co., Ltd.",360500.0,KRW,63.0,B,63.0,ROE 18.9% | P/E 6.5x (vs 11x mercado) | Potencial +10% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,397803.22,10.3,37,2.9,1.29,,,18.9,6.5,,21.5,69.2,-2.6,Regulatory risks in the technology sector | Geopolitical risks due to global market exposure,SSNLF,SUSPECT,Trailing P/E is reported as non-existent which is unusual for a well-established company like Samsung Electronics,2026-06-02,0,
