ticker,vcp_score,vcp_quality,stage,consolidation_quality,current_price_x,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price_y,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
MA,0.0,,,,,27.5,Mastercard Incorporated,54.3,Financial Services,Credit Services,75.0,50.0,24.0,50.0,70.0,495.25,437594914816.0,15.0,0.0,False,down,4.9,False,0.0,3.3,False,0.0,0.8,1.9,False,601.77,-17.7,1.0,False,"{'roe_pct': 232.1, 'debt_to_equity': 2.82, 'current_ratio': 0.98, 'operating_margin_pct': 60.8}","{'eps_growth_yoy': np.float64(4.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 45.9}",646.97,735.0,550.0,36.0,strong_buy,30.6,564.24,13.9,366.34,-26.0,3.69,18.41,0.7,18.2,0.54,True,-3.02,27.7,21.2,58.0,2026-07-30,False,False,9.0,STRONG,4.3,622.8,1.03,BEARISH,999.0,50.0,0.0,2.0,0.0,0.0,8.2,16.3,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,875.8,23.0,24.5,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,25.0,29.0,17.2,Bottom 25%,2.8,-3.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,58.095,0.0,3.0,0.0,3.0,5.0,0.0,-0.25,0.0,0.0,0.0,10.0,24.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,17.0,37,0.3962,MEDIA,0.0,⭐ GOOD,🟢 Excellent,,,,,,,,False,0,0.858,False,-17.33,3.25,-21.38,downtrend,stage1
ADP,63.73809523809524,Excellent,Stage Unknown,19.96163463419413,209.7100067138672,15.0,"Automatic Data Processing, Inc.",75.0,Technology,Software - Application,100.0,80.0,36.0,85.0,50.0,233.74,93433888768.0,15.0,12.3,False,down,49.3,True,1.0,15.8,True,2.0,4.6,5.4,False,329.93,-29.2,1.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': np.float64(49.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",246.33,305.0,190.0,15.0,hold,5.4,239.06,2.3,112.67,-51.8,5.08,11.88,2.91,60.5,2.04,True,-1.91,13.5,4.2,57.0,2026-07-29,False,False,8.0,STRONG,6.09,192.0,1.83,BULLISH,0.0,50.0,2.0,0.0,34.5,25.5,4.5,22.5,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,55,"No clear pattern (1.0x ratio, 45% up volume)",MEGA_FLOAT,398.8,23.0,52.5,15.0,False,down,12.3,0.0,True,1.0,True,2.0,5.0,9.0,29.0,72.4,Medio,21.0,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,57.75,8.0,6.0,3.0,3.0,1.0,0.0,-0.16,1.0,0.0,0.0,10.0,9.0,0,,-8,RELIABLE/AVOID (-8),BEST,14.0,37,0.3385,MEDIA,31.86904761904762,⭐ GOOD,🟢 Excellent,,,,,,,,False,1,1.153,False,-27.37,24.22,-18.72,sideways,stage4
ICE,0.0,,,,,81.6,Intercontinental Exchange Inc.,73.7,Financial Services,Financial Data & Stock Exchanges,100.0,80.0,27.0,75.0,70.0,144.96,81976696832.0,15.0,0.0,False,down,66.0,True,2.0,12.4,True,2.0,1.6,2.7,False,189.35,-23.4,1.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.71, 'current_ratio': 1.01, 'operating_margin_pct': 57.3}","{'eps_growth_yoy': np.float64(66.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.7}",199.53,251.0,174.0,15.0,strong_buy,37.6,280.7,93.6,206.1,42.2,4.57,6.62,1.43,28.5,1.23,True,-2.08,7.5,79.7,58.0,2026-07-30,False,False,8.0,STRONG,5.04,118.3,0.21,,,,,,19.6,0.0,24.5,22.1,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,15,"Strong selling pressure (0.5x ratio, 34% up volume)",MEGA_FLOAT,561.6,33.0,46.6,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,8.0,29.0,75.9,Top 25%,21.5,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,54.31,0.0,3.0,0.0,3.0,5.0,0.0,-0.56,0.0,1.0,0.0,10.0,34.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,37,0.4762,ALTA,0.0,⭐ GOOD,🟡 Good,,,,,,,,False,0,0.855,False,-22.75,1.88,-18.9,downtrend,stage1
ASAZY,0.0,,,,,50.0,Assa Abloy AB,55.1,Industrials,Security & Protection Services,90.0,30.0,27.0,65.0,55.0,17.6,39099326464.0,15.0,0.0,False,down,44.4,False,0.0,-5.8,False,0.0,,,False,21.98,-19.9,3.0,False,"{'roe_pct': 15.0, 'debt_to_equity': 0.61, 'current_ratio': 1.0}","{'eps_growth_yoy': np.float64(44.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.5}",21.88,21.88,21.88,1.0,none,24.3,347.64,1875.2,23.1,31.2,44.16,8.2,1.87,41.6,1.7,False,,,22.2,45.0,2026-07-17,False,False,8.0,STRONG,,118.2,0.44,,,,,,0.6000000000000014,0.0,,16.5,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 49% up volume)",MEGA_FLOAT,999.8,23.0,23.6,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,65.04,8.0,8.0,3.0,0.0,5.0,0.0,39.1,0.0,0.0,0.0,10.0,,0,,3,MIXED/BUY (+3),BEST,8.0,14,,,5.510000000000001,⭐ GOOD,🟡 Good,,,,,,,,False,1,0.835,False,-19.21,19.9,-18.12,downtrend,stage4
AUTO.L,0.0,,,,,84.4,AUTOTRADER GROUP PLC ORD 1P,55.5,Communication Services,Internet Content & Information,60.0,50.0,30.0,90.0,55.0,463.6,3734118656.0,,,,,,,0.0,,,0.0,,,False,844.4,-45.1,0.0,False,"{'roe_pct': 60.2, 'debt_to_equity': 0.51, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}",{'profit_margin_pct': 47.1},584.06,830.0,410.0,16.0,hold,26.0,497.0,7.2,340.0,-26.7,6.66,0.31,2.57,32.0,0.99,,,,2.0,156.0,2026-11-05,False,False,8.0,STRONG,9.67,668.8,2.07,,,,,,17.0,0.0,25.3,16.6,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.3x ratio, 54% up volume)",MEGA_FLOAT,815.1,23.0,42.0,,,,,0.0,,0.0,,0.0,0.0,5.0,29.0,86.2,Top 25%,32.2,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,62.42,5.0,6.0,3.0,0.0,1.0,-4.4,-10.68,0.0,2.0,-3.0,10.0,1.0,0,,3,MIXED/BUY (+3),CAUTION,0.0,37,0.5691,ALTA,0.0,🔵 DECENT,🟡 Good,,,,,,,,False,0,1.369,False,-45.08,10.77,-39.06,downtrend,stage1
KO,0.0,,,,,39.5,Coca-Cola Company (The),62.3,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,44.0,80.0,60.0,78.64,338347229184.0,35.0,26.8,False,down,3.0,True,1.0,-0.5,True,1.0,1.1,3.4,False,82.66,-4.9,6.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': np.float64(3.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",86.06,92.0,71.38,23.0,buy,9.4,19.84,-74.8,57.88,-26.4,0.92,0.73,2.7,64.8,2.89,True,-0.25,11.1,18.2,49.0,2026-07-21,False,False,7.0,NEUTRAL,4.75,91.1,1.24,BULLISH,0.04,70.0,4.0,1.0,47.5,0.0,11.8,18.7,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 49% up volume)",MEGA_FLOAT,3873.9,3.0,30.5,35.0,False,down,26.8,0.0,True,1.0,True,1.0,5.0,16.0,29.0,48.3,Bajo 50%,13.4,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,False,3/3,46.89500000000001,0.0,0.0,3.0,3.0,5.0,0.0,0.3,0.0,0.0,0.0,5.0,49.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,36,0.0442,BAJA,28.73,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-4.9% from high) - poor entry point,-4.9,NEUTRAL,BUY,False,True,3,0.963,False,-4.86,22.02,-2.58,uptrend,stage3
OTIS,0.0,,,,,89.3,Otis Worldwide Corporation,39.2,Industrials,Specialty Industrial Machinery,50.0,30.0,15.0,45.0,70.0,69.34,26606870528.0,15.0,0.0,False,down,-13.5,False,0.0,-0.8,False,0.0,3.9,3.2,False,101.42,-31.6,0.0,False,"{'current_ratio': 0.84, 'operating_margin_pct': 15.4}","{'eps_growth_yoy': np.float64(-13.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.1}",94.57,120.0,77.0,14.0,buy,36.4,185.91,168.1,112.8,62.7,6.32,4.38,2.45,44.7,1.5,True,-3.59,,29.8,50.0,2026-07-22,False,False,6.0,NEUTRAL,6.48,171.1,0.35,,,,,,6.5,0.0,26.8,11.8,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 39% up volume)",MEGA_FLOAT,383.0,30.0,38.5,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,6.0,29.0,82.8,Top 25%,25.7,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,53.545,8.0,6.0,3.0,3.0,5.0,0.23,0.23,0.0,0.0,0.0,2.0,7.0,0,,2,RELIABLE/WATCH (+2),BEST,5.0,37,0.529,ALTA,0.0,🔵 DECENT,🟡 Average,,,,,,,,False,0,0.746,False,-30.24,0.26,-32.75,downtrend,stage1
MSFT,0.0,,,,,29.9,Microsoft Corporation,65.7,Technology,Software - Infrastructure,85.0,50.0,38.7,90.0,65.0,460.52,3420942761984.0,15.0,20.5,False,up,16.7,False,0.0,8.4,False,0.0,1.0,2.1,False,555.45,-17.1,3.0,False,"{'roe_pct': 34.0, 'debt_to_equity': 0.3, 'current_ratio': 1.28, 'operating_margin_pct': 46.3}","{'eps_growth_yoy': np.float64(16.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 39.3}",560.89,870.0,400.0,55.0,strong_buy,21.8,165.89,-64.0,393.35,-14.6,1.08,4.98,0.79,20.7,0.79,True,-0.65,55.7,23.4,57.0,2026-07-29,False,False,6.0,NEUTRAL,3.63,45.1,1.02,BULLISH,0.02,100.0,18.0,9.0,15.7,0.0,9.0,19.7,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,7417.4,23.0,28.7,15.0,False,up,20.5,2.0,False,0.0,False,0.0,0.0,4.0,29.0,89.7,Top 25%,34.4,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,2/3,53.775000000000006,8.0,0.0,0.0,3.0,5.0,0.05,-0.21,0.0,0.0,0.0,2.0,94.0,0,,3,MIXED/BUY (+3),WATCH,-3.0,36,0.4718,ALTA,6.57,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.222,False,-16.43,29.54,-17.61,sideways,stage1
EXPN.L,0.0,,,,,87.4,EXPERIAN PLC ORD USD0.10,51.8,Industrials,Consulting Services,55.0,50.0,30.0,65.0,70.0,2660.664,23777114112.0,,,,,,,0.0,,,0.0,,,False,4101.0,-35.1,1.0,False,"{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 24.9}",{'profit_margin_pct': 17.8},3908.32,4692.23,2345.96,18.0,strong_buy,46.9,3332.0,25.2,2795.0,5.0,3.8,1.01,1.93,39.8,1.37,,,,23.1,169.0,2026-11-18,False,False,5.0,NEUTRAL,5.88,493.1,0.67,,,,,,3.799999999999997,0.0,26.2,15.5,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,15,"Strong selling pressure (0.6x ratio, 35% up volume)",MEGA_FLOAT,897.4,33.0,41.8,,,,,0.0,,0.0,,0.0,0.0,10.0,29.0,69.0,Medio,20.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,42.59,8.0,3.0,3.0,0.0,5.0,-0.69,-3.43,1.0,2.0,0.0,0.0,8.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-6.0,37,0.1858,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.455,False,-34.99,21.02,-31.4,sideways,stage4
AON,65.41666666666667,Excellent,Stage Unknown,16.497723976732345,325.9700012207031,84.0,Aon plc,75.8,Financial Services,Insurance Brokers,100.0,90.0,24.0,80.0,65.0,320.41,68432187392.0,15.0,2.1,False,down,109.3,False,0.0,21.2,True,2.0,1.4,2.0,False,381.0,-15.9,1.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",385.26,436.0,298.0,19.0,buy,20.2,597.35,86.4,494.03,54.2,4.88,15.65,1.02,16.4,0.76,True,-1.83,7.4,19.0,52.0,2026-07-24,False,False,8.0,STRONG,6.73,141.9,0.55,,,,,,43.1,26.2,25.2,22.7,2026-06-02 09:35:36,2026-06-02,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,210.9,25.0,74.1,15.0,False,down,2.1,0.0,False,0.0,True,2.0,2.0,26.0,29.0,13.8,Bottom 25%,1.9,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,41.42,0.0,3.0,0.0,3.0,5.0,0.11,-0.49,0.0,1.0,0.0,10.0,10.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,2.0,37,0.2668,BAJA,32.788333333333334,⚪ WEAK,🟡 Average,BUY,100.0,Good pullback (-15.9% from high) - valid VCP setup | Strong upside (+20.2%) - analyst support,-15.9,NEUTRAL,BUY,False,False,0,0.923,False,-15.5,5.47,-20.86,downtrend,stage1
