ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que indica un upside negativo y una margen de seguridad también negativa.",80,-8,2026-07-05T22:18:22+00:00
FAST,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la ausencia de red flags significativos. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo que sugiere un precio de compra más bajo para alcanzar el retorno anual objetivo del 15%. La margen de seguridad negativa refuerza esta conclusión.",80,-8,2026-07-05T22:18:22+00:00
MSI,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloración con un upside negativo y una margen de seguridad insuficiente.",80,-8,2026-07-05T22:18:22+00:00
CB,MIXED,BUY,"El dato de FCF es coherente en general, pero la caída en el último año y la falta de consenso en las proyecciones forward generan dudas. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad, aunque es importante monitorear los red flags detectados.",70,3,2026-07-05T22:18:22+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que introduce incertidumbre en la evaluación. La tesis de sobrevaloración se basa en proyecciones sin consenso y un modelo que asume un retorno anual del 15%, lo que puede no reflejar la realidad del mercado. La falta de información histórica y la dependencia de proyecciones sin consenso reducen la confiabilidad del modelo.",60,-5,2026-07-05T22:18:22+00:00
ROP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una sobrevaloración actual.",80,-8,2026-07-05T22:18:22+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una valoración elevada.",80,-8,2026-07-05T22:18:22+00:00
7741.T,MIXED,INSUFFICIENT,"El dato histórico de FCF es coherente y hay un consenso en las proyecciones forward, pero la falta de un precio de compra y otros resultados clave en el modelo hace que no se pueda evaluar adecuadamente la tesis. Además, la industria y el modelo de negocio de HOYA Corporation podrían requerir una evaluación más detallada.",60,0,2026-07-05T22:18:22+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual puede estar por encima del valor justo.",80,-8,2026-07-05T22:18:22+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"El dato subyacente es insuficiente y no fiable debido a la falta de información sobre el flujo de caja libre histórico y proyectado, lo que impide una evaluación adecuada. La tesis NO_DATA no puede ser validada debido a la falta de datos. La confianza en la evaluación es baja debido a la escasez de información.",20,0,2026-07-05T22:18:22+00:00
CNI,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y la dilución de acciones, lo que genera dudas sobre la fiabilidad del modelo. Además, la tesis OVERVALUED parece correcta debido a la gran diferencia entre el precio actual y el precio de compra calculado, lo que sugiere que la acción está sobrevalorada.",70,-5,2026-07-05T22:18:22+00:00
SYK,MIXED,WATCH,"El dato de flujo de caja libre (FCF) es proyectado sin consenso, lo que introduce incertidumbre. Sin embargo, la empresa tiene un historial estable y el modelo de valoración sugiere que el precio actual está cerca del valor justo. La tesis HOLD parece razonable, pero es mejor esperar un mejor precio debido a la falta de consenso en las proyecciones de FCF.",60,0,2026-07-05T22:18:22+00:00
ERIE,MIXED,INSUFFICIENT,"El dato de FCF histórico es coherente, pero la falta de proyección forward y el NTM FCF yield no disponible generan incertidumbre. La tesis NO_DATA no puede ser evaluada adecuadamente debido a la insuficiencia de información.",60,0,2026-07-05T22:18:22+00:00
MSFT,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y a que las proyecciones forward no tienen consenso, pero la tendencia de crecimiento y los fundamentales de la empresa parecen sólidos. La tesis de compra se ve respaldada por el upside significativo y la margen de seguridad, aunque es importante considerar los riesgos asociados con las proyecciones.",70,3,2026-07-05T22:18:22+00:00
AUTO.L,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, pero la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad. La empresa parece tener un perfil de crecimiento estable.",70,3,2026-07-05T22:18:22+00:00
RELX,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la proyección de crecimiento y el margen de seguridad sugieren un potencial upside sólido. La falta de histórico de FCF y la ausencia de red flags graves permiten considerar la tesis BUY como plausible.",70,3,2026-07-05T22:18:22+00:00
AJG,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y un ROIC inferior al coste de capital, lo que genera dudas sobre la fiabilidad del modelo. Además, la deuda neta y la dilución de acciones son factores que deben ser considerados. La tesis de sobrevaloración parece tener fundamentos sólidos debido a la combinación de estos factores y el precio actual en relación con el precio de compra calculado.",70,-5,2026-07-05T22:18:22+00:00
LRLCY,MIXED,BUY,"El dato de flujo de caja libre (FCF) es coherente en las proyecciones, pero la falta de histórico y la ausencia de consenso en las proyecciones generan dudas. Sin embargo, la tesis de compra se ve respaldada por el upside sólido y la margen de seguridad significativa.",70,3,2026-07-05T22:18:22+00:00
CP,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y un ROIC inferior al coste capital estimado. Además, la dilución de acciones y la conversión FCF/EBITDA baja en algunos años generan dudas. La tesis OVERVALUED parece correcta debido a estos factores y al margen de seguridad negativo.",70,-5,2026-07-05T22:18:22+00:00
ZTS,MIXED,AVOID,"El dato de FCF es coherente en general, pero la caída en el último año y la volatilidad en las proyecciones forward generan dudas. La tesis de sobrevaloración parece correcta debido a la brecha significativa entre el precio actual y el precio de compra calculado, así como la falta de margen de seguridad.",70,-5,2026-07-05T22:18:22+00:00
NOW,RELIABLE,WATCH,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. La tesis HOLD podría ser correcta considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual podría estar cerca del valor justo, pero no necesariamente sobrevalorado.",80,2,2026-07-05T22:18:22+00:00
INTU,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloramiento con una margen de seguridad negativa.",80,-8,2026-07-05T22:18:22+00:00
SPGI,UNRELIABLE,INSUFFICIENT,"No hay datos históricos de FCF disponibles, lo que hace imposible evaluar la coherencia y tendencia de los flujos de efectivo. Además, no hay proyecciones de FCF forward, lo que limita la capacidad de evaluar la tesis de valoración.",0,0,2026-07-05T22:18:22+00:00
LSEG.L,MIXED,AVOID,"El dato subyacente presenta algunos indicadores de fiabilidad como un histórico de FCF coherente y un número razonable de acciones, pero también muestra volatilidad en el FCF forward y una dilución de acciones anual del 6.9%, lo que genera dudas. La tesis de sobrevaloración parece estar respaldada por el modelo, considerando el bajo ROIC y la dilución de acciones.",70,-5,2026-07-05T22:18:22+00:00
CME,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un upside negativo y una margen de seguridad insuficiente.",80,-8,2026-07-05T22:18:22+00:00
FICO,MIXED,AVOID,"El dato de FCF es coherente y tiene un histórico de más de 3 años, pero el ROE negativo y el apalancamiento moderado son red flags significativos. La tesis OVERVALUED parece correcta debido a la sobrevaloración y los riesgos identificados.",80,-5,2026-07-05T22:18:22+00:00
ITW,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Además, la falta de histórico de FCF y el ROIC último año no disponible limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-07-05T22:18:22+00:00
DHR,MIXED,AVOID,"El dato de flujo de caja libre (FCF) muestra una tendencia a la baja en los últimos años, lo que genera dudas sobre la fiabilidad del modelo. Además, el ROIC es inferior al coste de capital estimado, lo que sugiere que la empresa puede no estar generando valor para los accionistas. La tesis de sobrevaloración parece tener fundamentos sólidos.",80,-5,2026-07-05T22:18:22+00:00
ETN,MIXED,WATCH,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la empresa tiene un historial de generación de flujo de caja estable. La tesis HOLD parece razonable considerando el margen de seguridad negativo y el upside limitado.",60,0,2026-07-05T22:18:22+00:00
