ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
ADP,"Automatic Data Processing, Inc.",BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,276.63,16530958.0,0.01,6,6,2026-09-14,2026-09-18,3,12,16358952.0,172006.0,🟢,"[{'type': 'CALL', 'strike': 230.0, 'volume': 1206.0, 'oi': 7.0, 'vol_oi_ratio': 172.28571428571428, 'last_price': 36.92, 'premium': 4452552.0, 'itm': True, 'implied_volatility': 0.87695435546875}, {'type': 'CALL', 'strike': 195.0, 'volume': 600.0, 'oi': 0.0, 'vol_oi_ratio': 600.0, 'last_price': 71.97, 'premium': 4318200.0, 'itm': True, 'implied_volatility': 1.439455927734375}, {'type': 'CALL', 'strike': 200.0, 'volume': 600.0, 'oi': 1.0, 'vol_oi_ratio': 600.0, 'last_price': 67.18, 'premium': 4030800.000000001, 'itm': True, 'implied_volatility': 1.3066440917968747}]","[{'type': 'PUT', 'strike': 275.0, 'volume': 185.0, 'oi': 12, 'vol_oi_ratio': 15.416666666666666, 'last_price': 3.1, 'premium': 57350.0, 'itm': False, 'implied_volatility': 0.30762411132812495}, {'type': 'PUT', 'strike': 135.0, 'volume': 116.0, 'oi': 0, 'vol_oi_ratio': 116.0, 'last_price': 2.31, 'premium': 26795.999999999996, 'itm': False, 'implied_volatility': 0.500005}, {'type': 'PUT', 'strike': 272.5, 'volume': 121.0, 'oi': 9, 'vol_oi_ratio': 13.444444444444445, 'last_price': 2.2, 'premium': 26620.000000000004, 'itm': False, 'implied_volatility': 0.3979552392578125}]"
MSFT,Microsoft Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,505.41,62769323.0,0.08,16,8,2026-09-14,2026-09-14,-1,24,58106304.0,4663019.0,🟢,"[{'type': 'CALL', 'strike': 500.0, 'volume': 37370.0, 'oi': 3034, 'vol_oi_ratio': 12.317073170731707, 'last_price': 5.8, 'premium': 21674600.0, 'itm': True, 'implied_volatility': 0.2192460888671875}, {'type': 'CALL', 'strike': 502.5, 'volume': 52727.0, 'oi': 804, 'vol_oi_ratio': 65.58084577114428, 'last_price': 3.17, 'premium': 16714459.0, 'itm': True, 'implied_volatility': 0.19751779052734375}, {'type': 'CALL', 'strike': 497.5, 'volume': 6390.0, 'oi': 1305, 'vol_oi_ratio': 4.896551724137931, 'last_price': 8.43, 'premium': 5386770.0, 'itm': True, 'implied_volatility': 0.2819896020507812}]","[{'type': 'PUT', 'strike': 510.0, 'volume': 5316.0, 'oi': 51.0, 'vol_oi_ratio': 104.23529411764706, 'last_price': 4.0, 'premium': 2126400.0, 'itm': True, 'implied_volatility': 0.29566134033203123}, {'type': 'PUT', 'strike': 507.5, 'volume': 15529.0, 'oi': 1.0, 'vol_oi_ratio': 15529.0, 'last_price': 1.3, 'premium': 2018770.0, 'itm': True, 'implied_volatility': 0.10328045166015623}, {'type': 'PUT', 'strike': 505.0, 'volume': 34463.0, 'oi': 357.0, 'vol_oi_ratio': 96.53501400560224, 'last_price': 0.11, 'premium': 379093.0, 'itm': False, 'implied_volatility': 0.028574167480468753}]"
WM,"Waste Management, Inc.",BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,218.09,3918596.0,0.0,6,0,2026-09-14,2026-09-18,3,6,3918596.0,0.0,🟢,"[{'type': 'CALL', 'strike': 180.0, 'volume': 280, 'oi': 3, 'vol_oi_ratio': 93.33333333333333, 'last_price': 34.8, 'premium': 974400.0, 'itm': True, 'implied_volatility': 1.1313519995117187}, {'type': 'CALL', 'strike': 195.0, 'volume': 453, 'oi': 0, 'vol_oi_ratio': 453, 'last_price': 20.02, 'premium': 906906.0, 'itm': True, 'implied_volatility': 0.58789474609375}, {'type': 'CALL', 'strike': 200.0, 'volume': 470, 'oi': 6, 'vol_oi_ratio': 78.33333333333333, 'last_price': 15.02, 'premium': 705940.0, 'itm': True, 'implied_volatility': 0.773439765625}]",[]
KO,The Coca-Cola Company,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,89.35,157503205.0,0.0,20,0,2026-09-14,2026-09-18,3,20,157503205.0,0.0,🟢,"[{'type': 'CALL', 'strike': 70.0, 'volume': 13421.0, 'oi': 2409, 'vol_oi_ratio': 5.571191365711914, 'last_price': 19.25, 'premium': 25835425.0, 'itm': True, 'implied_volatility': 1.154301103515625}, {'type': 'CALL', 'strike': 85.0, 'volume': 53759.0, 'oi': 9787, 'vol_oi_ratio': 5.492898743230817, 'last_price': 4.35, 'premium': 23385165.0, 'itm': True, 'implied_volatility': 0.29492892578124996}, {'type': 'CALL', 'strike': 82.5, 'volume': 34310.0, 'oi': 5684, 'vol_oi_ratio': 6.036242083040112, 'last_price': 6.8, 'premium': 23330800.0, 'itm': True, 'implied_volatility': 0.46680220703125}]",[]
CME,CME Group Inc.,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,280.46,16126800.0,0.0,4,0,2026-09-14,2026-09-18,3,4,16126800.0,0.0,🟢,"[{'type': 'CALL', 'strike': 230.0, 'volume': 1710.0, 'oi': 13.0, 'vol_oi_ratio': 131.53846153846155, 'last_price': 48.5, 'premium': 8293500.0, 'itm': True, 'implied_volatility': 0.937500625}, {'type': 'CALL', 'strike': 240.0, 'volume': 1140.0, 'oi': 10.0, 'vol_oi_ratio': 114.0, 'last_price': 39.3, 'premium': 4480200.0, 'itm': True, 'implied_volatility': 0.6757844921875001}, {'type': 'CALL', 'strike': 220.0, 'volume': 570.0, 'oi': 22.0, 'vol_oi_ratio': 25.90909090909091, 'last_price': 58.5, 'premium': 3334500.0, 'itm': True, 'implied_volatility': 0.8945323046874999}]",[]
BR,"Broadridge Financial Solutions, Inc.",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,174.39,1554800.0,0.0,1,0,2026-09-14,2026-09-18,3,1,1554800.0,0.0,🟢,"[{'type': 'CALL', 'strike': 145.0, 'volume': 460.0, 'oi': 5, 'vol_oi_ratio': 92.0, 'last_price': 33.8, 'premium': 1554799.9999999998, 'itm': True, 'implied_volatility': 1.2685583447265623}]",[]
INTU,Intuit Inc.,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,339.15,2437740.0,0.0,2,0,2026-09-14,2026-09-18,3,2,2437740.0,0.0,🟢,"[{'type': 'CALL', 'strike': 347.5, 'volume': 3548.0, 'oi': 52, 'vol_oi_ratio': 68.23076923076923, 'last_price': 4.8, 'premium': 1703039.9999999998, 'itm': False, 'implied_volatility': 0.5222215747070311}, {'type': 'CALL', 'strike': 325.0, 'volume': 465.0, 'oi': 71, 'vol_oi_ratio': 6.549295774647887, 'last_price': 15.8, 'premium': 734700.0, 'itm': True, 'implied_volatility': 0.5376022802734376}]",[]
SYK,Stryker Corporation,BEARISH,70,🔥🔥 STRONG FLOW,281.87,5588240.0,999.0,0,1,2026-09-14,2026-09-18,3,1,0.0,5588240.0,🔴,[],"[{'type': 'PUT', 'strike': 330.0, 'volume': 952.0, 'oi': 181, 'vol_oi_ratio': 5.259668508287293, 'last_price': 58.7, 'premium': 5588240.0, 'itm': True, 'implied_volatility': 1.017583037109375}]"
V,Visa Inc.,BEARISH,60,🔥 NOTABLE FLOW,375.28,343635.0,999.0,0,2,2026-09-14,2026-09-18,3,2,0.0,343635.0,🔴,[],"[{'type': 'PUT', 'strike': 392.5, 'volume': 105.0, 'oi': 0, 'vol_oi_ratio': 105.0, 'last_price': 17.35, 'premium': 182175.00000000003, 'itm': True, 'implied_volatility': 0.22412885253906245}, {'type': 'PUT', 'strike': 390.0, 'volume': 108.0, 'oi': 0, 'vol_oi_ratio': 108.0, 'last_price': 14.95, 'premium': 161460.0, 'itm': True, 'implied_volatility': 0.198250205078125}]"
ZTS,Zoetis Inc.,BEARISH,60,🔥 NOTABLE FLOW,73.67,362670.0,999.0,0,1,2026-09-14,2026-09-18,3,1,0.0,362670.0,🔴,[],"[{'type': 'PUT', 'strike': 110.0, 'volume': 105.0, 'oi': 0, 'vol_oi_ratio': 105.0, 'last_price': 34.54, 'premium': 362670.0, 'itm': True, 'implied_volatility': 2.333988540039062}]"
