ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
SGE.L,The Sage Group plc,55.1,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (632,249,984) se aparta del derivado de flujo operativo menos capex (471,000",55.0,50.0,60.5,50.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': 13.1, 'rs_6m': -2.0}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.9}",958.0,8598441984,Technology,Software - Application,,,False,1181.0,-18.9,3,False,1119.94,1349.0,850.0,18,buy,16.9,,,,,7.35,0.7,2.34,55.0,22.0,2.09,,,,14.3,66.0,2026-11-19,False,False,6,NEUTRAL,5.19,374.3,1.16,33.5,,,,2026-09-14T05:19:36.188011,FTSE100,68.0,6.0,5.0,0.0,3.0,2.11,15.0,CONFIRMED_UPTREND,,,,0,,False,1,0.989,False,-18.86,24.16,2.48,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SAP.DE,SAP SE,76.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,95.0,60.0,65.0,90.0,65.0,,,,,28.5,False,0,9.4,True,1,"{'eps_growth_yoy': 28.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 9.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 20.7, 'rs_6m': -7.1}","{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 17.2}",177.26,204594249728,Technology,Software - Application,,,False,244.3,-27.4,3,False,207.77,290.0,160.0,26,strong_buy,17.2,334.01,88.4,200.4,13.1,4.44,7.88,1.41,37.4,2.5,1.46,True,-1.42,20.7,30.6,37.0,2026-10-21,False,False,8,STRONG,5.29,146.7,0.69,33.3,,,,2026-09-14T05:19:03.251707,DAX40,58.6,3.0,0.0,3.0,5.0,2.15,0.0,CONFIRMED_UPTREND,17.2,-33.6,,0,,False,2,0.981,False,-26.21,39.03,-2.63,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DSY.PA,Dassault Systèmes SE,76.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,100.0,60.0,60.5,85.0,65.0,,,,,42.9,True,1,2.1,True,1,"{'eps_growth_yoy': 42.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.3}","{'revenue_growth_yoy': 2.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 13.3, 'rs_6m': -4.7}","{'roe_pct': 15.1, 'debt_to_equity': 0.36, 'current_ratio': 1.99, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.1}",20.24,26596452352,Technology,Software - Application,,,False,30.36,-33.3,2,False,23.71,33.35,17.0,19,buy,17.1,40.89,102.0,29.1,43.8,4.76,0.96,1.33,27.8,0.27,0.67,True,-0.68,,22.3,44.0,2026-10-28,False,False,8,STRONG,6.12,42.9,0.45,35.3,,,,2026-09-14T05:19:31.109246,CAC40,58.5,3.0,0.0,3.0,5.0,2.14,0.0,CONFIRMED_UPTREND,43.8,-55.8,,0,,False,1,1.006,False,-32.44,29.62,-0.22,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ITX.MC,"Industria de Diseño Textil, S.A.",78.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,90.0,90.0,50.0,85.0,60.0,,,,,23.0,True,1,33.0,True,1,"{'eps_growth_yoy': 23.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.5}","{'revenue_growth_yoy': 33.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -6.7, 'rs_6m': -9.2}","{'roe_pct': 36.8, 'debt_to_equity': 0.35, 'current_ratio': 1.16, 'operating_margin_pct': 18.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.3}",54.02,168272805888,Consumer Cyclical,Apparel Retail,,,False,59.42,-9.1,3,False,60.65,67.0,41.5,24,buy,12.3,37.82,-30.0,20.5,-62.1,3.86,2.08,1.2,56.7,0.65,2.09,,,38.5,8.0,79.0,2026-12-02,False,False,7,NEUTRAL,5.11,37.8,2.85,22.3,,,,2026-09-14T05:19:14.643971,IBEX35,57.3,3.0,0.0,0.0,3.0,1.54,0.0,CONFIRMED_UPTREND,-30.0,58.4,ALTA,0,,False,1,1.012,False,-9.09,26.07,-4.8,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
RMV.L,Rightmove plc,61.4,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,54.5,100.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.7},{},"{'rs_3m': 6.0, 'rs_6m': -13.1}","{'roe_pct': 282.4, 'debt_to_equity': 0.07, 'current_ratio': 1.53, 'operating_margin_pct': 66.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 12.4}",477.5,3487146240,Communication Services,Internet Content & Information,,,False,731.8,-34.7,3,False,536.75,745.0,356.0,20,hold,12.4,,,,,5.55,0.26,2.25,37.2,11.0,1.57,,,,1.7,165.0,2027-02-26,False,False,6,NEUTRAL,8.13,637.5,3.24,37.0,,,,2026-09-14T05:19:33.588947,FTSE100,56.6,6.0,5.0,0.0,1.0,1.55,0.0,CONFIRMED_UPTREND,,,,0,,False,2,1.127,False,-34.74,22.02,-8.65,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
LR.PA,Legrand SA,77.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,90.0,90.0,50.0,75.0,65.0,,,,,23.9,True,1,25.7,True,2,"{'eps_growth_yoy': 23.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 25.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -1.0, 'rs_6m': -11.1}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.3}",141.85,37180817408,Industrials,Electrical Equipment & Parts,,,False,166.95,-15.0,4,False,166.44,200.0,114.0,18,buy,17.3,72.92,-48.6,49.6,-65.0,2.77,3.93,1.68,47.9,2.38,1.92,True,-0.3,11.3,5.9,52.0,2026-11-05,False,False,6,NEUTRAL,4.33,45.7,2.45,32.5,,,,2026-09-14T05:19:16.711608,CAC40,55.9,0.0,5.0,3.0,3.0,2.16,0.0,CONFIRMED_UPTREND,-48.6,74.1,ALTA,0,,False,2,1.129,False,-13.65,18.21,-6.62,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
NOVO-B.CO,Novo Nordisk A/S,54.5,⭐ AVERAGE,🟡 Average,DKK,DKK,False,True,False,0.7568,"acciones × precio no cuadra con la capitalización (ratio 0.7568): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,50.0,70.0,50.0,,,,,-20.8,False,0,2.1,False,0,"{'eps_growth_yoy': -20.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}","{'revenue_growth_yoy': 2.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -3.4, 'rs_6m': -2.2}","{'roe_pct': 59.8, 'debt_to_equity': 0.63, 'current_ratio': 0.87, 'operating_margin_pct': 42.5}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 12.2}",276.45,1221611880448,Healthcare,Drug Manufacturers - General,,,False,409.95,-32.6,1,False,310.17,457.0,203.0,23,hold,12.2,,,,,3.08,11.27,4.23,44.6,11.7,1.93,True,-0.48,252.0,-8.2,51.0,2026-11-04,False,False,5,NEUTRAL,10.21,64.7,,25.9,,,,2026-09-14T05:18:13.853658,OMXCPH,55.8,3.0,8.0,3.0,0.0,1.52,0.0,CONFIRMED_UPTREND,,,,0,,False,1,0.8,False,-29.35,29.15,2.22,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
AUTO.L,Autotrader Group plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,50.0,90.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': -0.6, 'rs_6m': -17.1}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 14.5}",489.4,3803915520,Communication Services,Internet Content & Information,,,False,828.8,-41.0,1,False,560.16,800.0,410.0,19,hold,14.5,,,,,6.41,0.31,2.37,32.0,12.0,1.38,,,,2.0,52.0,2026-11-05,False,False,5,NEUTRAL,9.46,332.4,2.19,33.4,,,,2026-09-14T05:18:56.437655,FTSE100,47.6,6.0,5.0,0.0,1.0,1.81,0.0,CONFIRMED_UPTREND,,,,-8,RELIABLE/AVOID (-8),False,1,1.15,False,-40.94,16.93,-12.66,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
AMS.MC,"Amadeus IT Group, S.A.",55.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (2,912,250,112) se aparta del derivado de flujo operativo menos capex (1,380,799,936)",50.0,50.0,54.5,70.0,65.0,,,,,-7.6,False,0,1.5,False,0,"{'eps_growth_yoy': -7.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.5, 'rs_6m': -8.5}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.3}",54.18,22754879488,Technology,Information Technology Services,,,False,69.3,-21.8,3,False,68.45,82.0,51.0,22,buy,26.3,102.03,88.3,30.3,-44.1,12.8,6.93,2.84,50.8,1.54,1.73,True,-6.35,20.4,-2.6,53.0,2026-11-06,False,False,7,NEUTRAL,7.09,473.7,,26.1,,,,2026-09-14T05:18:37.882227,IBEX35,53.2,8.0,5.0,3.0,0.0,3.29,0.0,CONFIRMED_UPTREND,26.3,4.2,,0,,False,1,1.051,False,-19.57,19.61,-4.04,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ASSA-B.ST,ASSA ABLOY AB (publ),72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,True,,,100.0,60.0,50.0,70.0,65.0,,,,,80.4,True,1,3.5,True,1,"{'eps_growth_yoy': 80.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}","{'revenue_growth_yoy': 3.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -2.4, 'rs_6m': -17.8}","{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.6}",341.1,0,Industrials,Security & Protection Services,,,False,396.9,-14.1,1,False,407.9,500.0,340.0,21,buy,19.6,,,234.37,-31.3,,,1.88,41.7,6.4,1.7,False,,,15.9,43.0,2026-10-27,False,False,8,STRONG,5.18,118.2,1.18,17.0,,,,2026-09-14T05:18:47.500475,OMXSTO,52.8,0.0,5.0,0.0,5.0,2.45,0.0,CONFIRMED_UPTREND,-5.8,50.9,ALTA,0,,False,0,0.967,False,-13.29,9.61,-13.36,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
