ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
MCO,0.0,,,,55.7,Moody's Corporation,68.3,Financial Services,Financial Data & Stock Exchanges,100.0,50.0,50.3,65.0,60.0,498.77,86377480192.0,35.0,33.9,False,up,35.9,True,2.0,8.9,False,0.0,2.1,3.4,False,546.88,-8.8,5.0,False,"{'roe_pct': 76.9, 'debt_to_equity': 2.41, 'current_ratio': 1.19, 'operating_margin_pct': 49.5}","{'eps_growth_yoy': 35.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 34.3}",560.48,610.0,505.0,21.0,buy,12.4,631.57,26.6,474.3,-4.9,2.99,14.89,0.83,25.0,0.81,False,,14.5,56.7,61.0,2026-10-21,False,False,8.0,STRONG,3.68,106.3,0.47,BULLISH,0.0,80.0,3.0,0.0,35.2,0.0,16.7,20.5,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",HIGH_FLOAT,158.5,20.0,37.2,35.0,False,up,33.9,2.0,True,2.0,False,0.0,5.0,9.0,29.0,72.4,Medio,39.1,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,88.0,0.0,0.0,0.0,0.0,5.0,0.0,2.05,0.0,0.0,0.0,12.4,1.5,,1.55,2.0,10.0,66.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CONFIRM,14.0,46,0.5568,ALTA,20.33,⭐⭐⭐ EXCELLENT,🔥 Legendary,,,,,,,,,,,False,2,0.826,False,-8.19,24.81,7.44,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
BR,0.0,,,,42.0,"Broadridge Financial Solutions,",77.0,Technology,Information Technology Services,100.0,80.0,42.3,80.0,65.0,178.5,20352890880.0,15.0,22.9,False,up,140.7,True,1.0,39.7,False,0.0,4.0,4.0,False,264.1,-32.4,2.0,False,"{'roe_pct': 40.9, 'debt_to_equity': 1.24, 'current_ratio': 1.24, 'operating_margin_pct': 24.6}","{'eps_growth_yoy': 140.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.0}",213.25,250.0,176.0,8.0,buy,19.5,193.4,8.3,97.3,-45.5,5.87,10.48,2.48,40.6,1.68,True,-2.97,13.9,5.9,74.0,2026-11-03,False,False,8.0,STRONG,6.64,211.6,1.84,BULLISH,0.0,50.0,1.0,0.0,19.700000000000003,0.0,12.6,23.1,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",HIGH_FLOAT,113.5,20.0,35.7,15.0,False,up,22.9,2.0,True,1.0,False,0.0,2.0,22.0,29.0,27.6,Bajo 50%,27.2,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,88.0,8.0,6.0,3.0,3.0,3.0,0.89,3.27,3.0,0.0,0.0,8.3,38.1,MEDIA,2.44,2.0,10.0,5.0,0,,0,MIXED/INSUFFICIENT (0),BEST,14.0,21,0.4203,BAJA,0.2000000000000001,⭐⭐⭐ EXCELLENT,🔥 Legendary,,,,,,,,SIN_DATOS,,,False,1,1.018,False,-31.02,33.38,-7.43,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
INTU,0.0,,,,49.6,Intuit Inc.,82.7,Technology,Software - Application,100.0,100.0,42.3,85.0,65.0,361.87,98984828928.0,15.0,17.2,False,up,704.2,True,2.0,123.4,True,2.0,5.1,2.8,False,705.08,-48.7,2.0,False,"{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}",446.02,921.0,250.0,33.0,buy,23.3,387.99,7.2,175.05,-51.6,5.29,19.13,1.32,28.3,0.67,True,-4.13,24.8,10.7,4.0,2026-08-25,True,False,9.0,STRONG,5.13,97.0,1.24,BULLISH,0.06,90.0,6.0,2.0,26.700000000000003,0.0,14.9,24.8,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,267.2,23.0,39.7,15.0,False,up,17.2,2.0,True,2.0,True,2.0,8.0,20.0,29.0,34.5,Bajo 50%,29.1,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,84.06,8.0,6.0,0.0,3.0,3.0,-1.17,-5.84,0.0,2.0,-1.5,7.2,45.5,ALTA,2.91,2.0,10.0,29.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,9.0,7,0.4962,MEDIA,0.7700000000000014,⭐⭐⭐ EXCELLENT,🟢 Elite,,,,,,,,,,,False,1,0.984,False,-48.1,43.76,-15.39,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
MSFT,0.0,,,,37.2,Microsoft Corporation,80.0,Technology,Software - Infrastructure,100.0,70.0,58.7,95.0,65.0,481.15,3572801208320.0,35.0,47.9,False,up,28.9,True,1.0,15.9,True,1.0,1.1,2.2,False,553.72,-13.1,4.0,False,"{'roe_pct': 34.0, 'debt_to_equity': 0.29, 'current_ratio': 1.23, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': 28.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.3}",569.56,870.0,400.0,53.0,strong_buy,18.4,94.49,-80.4,535.5,11.3,0.46,2.23,0.75,19.8,0.79,True,-0.62,55.4,31.7,68.0,2026-10-28,False,False,6.0,NEUTRAL,4.66,44.9,0.64,BULLISH,0.0,100.0,68.0,16.0,30.200000000000003,0.0,11.2,24.0,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",MEGA_FLOAT,7414.5,23.0,35.2,35.0,False,up,47.9,2.0,True,1.0,True,1.0,5.0,6.0,29.0,82.8,Top 25%,44.6,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,79.86,8.0,0.0,0.0,3.0,5.0,0.42,2.11,1.0,0.0,0.0,11.3,53.0,ALTA,2.3,2.0,2.0,66.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),CAUTION,5.0,18,0.3725,BAJA,17.0,⭐⭐ STRONG,🟢 Elite,,,,,,,,SENTIMIENTO,"MSFT cayó por preocupación sectorial ante el elevado capex en IA (que comprime márgenes y FCF a corto plazo), no por deterioro del negocio: Azure aceleró a 43-45% de crecimiento y la empresa batió estimaciones cuatro trimestres seguidos entre 2025-2026. El mismo patrón de castigo por capex afectó a ",https://www.theglobeandmail.com/investing/markets/stocks/MSFT/pressreleases/3461314/microsoft-earnings-are-comingbut-azure-and-capex-will-decide-the-reaction/ | https://www.investing.com/analysis/microsoft-earnings-are-comingbut-azure-and-capex-will-decide-the-reaction-200684530 | https://www.geekwire.com/2026/microsoft-earnings-preview-record-ai-spending-and-a-stock-near-a-one-year-low/ | https:/,False,2,0.69,False,-12.39,38.05,10.42,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VRSN,0.0,,,,44.8,"VeriSign, Inc.",60.5,Technology,Software - Infrastructure,75.0,60.0,52.4,50.0,50.0,276.9,25031759872.0,35.0,41.3,False,down,1.7,False,0.0,3.7,True,1.0,2.1,2.4,False,312.48,-11.4,7.0,True,"{'current_ratio': 0.59, 'operating_margin_pct': 68.2}","{'eps_growth_yoy': 1.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 49.8}",318.0,355.0,270.0,5.0,none,14.8,165.22,-40.3,93.3,-66.3,3.33,9.21,1.19,34.3,,True,-3.6,15.5,3.9,62.0,2026-10-22,False,False,8.0,STRONG,4.35,512.5,3.28,BULLISH,0.0,80.0,3.0,0.0,49.6,0.0,13.4,18.1,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",HIGH_FLOAT,84.9,2.0,31.6,35.0,False,down,41.3,0.0,False,0.0,True,1.0,2.0,6.0,29.0,82.8,Top 25%,44.6,3.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,False,2/3,76.44,8.0,3.0,0.0,3.0,1.0,0.0,1.53,0.0,0.0,0.0,-40.3,68.1,ALTA,1.85,2.0,10.0,19.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CONFIRM,17.0,46,0.4484,BAJA,25.55,⭐⭐ STRONG,🟢 Elite,HOLD,50.0,Close to ATH (-11.4% from high) - wait for pullback,-11.4,NEUTRAL,NONE,False,,,,True,3,0.841,False,-11.13,33.82,18.04,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
MA,0.0,,,,55.4,Mastercard Incorporated,69.8,Financial Services,Credit Services,95.0,60.0,50.3,65.0,65.0,573.85,502698278912.0,35.0,40.9,False,up,11.7,True,1.0,7.8,True,1.0,1.0,2.8,False,601.77,-4.6,5.0,False,"{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'eps_growth_yoy': 11.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3}",667.3,735.0,550.0,37.0,strong_buy,16.3,618.54,7.8,402.0,-29.9,3.37,19.51,0.61,17.9,0.54,True,-3.15,28.0,22.1,69.0,2026-10-29,False,False,9.0,STRONG,3.74,622.8,1.13,BULLISH,0.0,60.0,2.0,0.0,34.6,0.0,16.6,20.9,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",MEGA_FLOAT,868.3,23.0,37.6,35.0,False,up,40.9,2.0,True,1.0,True,1.0,5.0,15.0,29.0,51.7,Medio,33.1,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,68.69,0.0,3.0,0.0,3.0,5.0,0.31,3.64,0.0,0.0,0.0,7.8,27.4,MEDIA,2.04,2.0,10.0,33.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-3.0,46,0.5538,ALTA,26.48,⭐ GOOD,🟢 Excellent,,,,,,,,,,,False,2,0.847,False,-4.05,23.74,-1.82,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
AXP,0.0,,,,37.5,American Express Company,62.5,Financial Services,Credit Services,70.0,60.0,38.7,85.0,60.0,331.15,223628836864.0,15.0,21.9,False,flat,7.2,False,0.0,6.6,True,1.0,2.3,3.8,False,387.49,-14.5,3.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 1.72, 'current_ratio': 1.55, 'operating_margin_pct': 20.3}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.1}",375.96,450.0,315.0,25.0,buy,13.5,486.59,46.9,176.66,-46.7,7.16,23.7,1.12,21.5,1.1,True,-3.34,,7.7,63.0,2026-10-23,False,False,4.0,NEUTRAL,,,1.5,,,,,,10.0,0.0,11.2,18.8,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,522.2,25.0,30.0,15.0,False,flat,21.9,0.0,False,0.0,True,1.0,2.0,15.0,29.0,51.7,Medio,33.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,67.875,0.0,6.0,0.0,3.0,3.0,0.12,0.27,0.0,0.0,0.0,13.5,13.4,,1.69,2.0,0.0,,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CONFIRM,13.0,46,0.3755,BAJA,15.25,⭐ GOOD,🟢 Excellent,,,,,,,,SENTIMIENTO,"AXP presentó resultados sólidos en Q3 2025 (ingresos récord, EPS +19% y guidance elevado), pero la acción cayó por shocks macro/sectoriales ajenos a su negocio: la propuesta de Trump de un tope del 10% a las tasas de tarjetas y el contagio por despidos masivos en un competidor (Block).",https://finance.yahoo.com/news/american-express-co-axp-q3-190218433.html | https://www.panabee.com/news/american-express-earnings-q3-2025 | https://finance.yahoo.com/quote/AXP/earnings/AXP-Q3-2025-earnings_call-364433.html | https://www.fool.com/earnings/call-transcripts/2025/10/17/amex-axp-q3-2025-earnings-call-transcript/,False,1,0.765,False,-13.84,14.48,-13.99,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SAP,0.0,,,,49.6,SAP SE,66.1,Technology,Software - Application,75.0,60.0,50.3,90.0,50.0,217.09,250566197248.0,35.0,38.5,False,up,8.8,False,0.0,8.8,True,1.0,0.7,2.6,False,281.37,-22.8,4.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}",242.92,319.0,177.0,12.0,none,11.9,390.66,80.0,233.7,7.7,4.24,9.21,1.36,37.5,1.48,True,-1.16,20.7,15.3,61.0,2026-10-21,False,False,8.0,STRONG,0.31,146.7,0.74,,,,,,15.700000000000005,0.0,14.9,19.8,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,14500.7,23.0,34.7,35.0,False,up,38.5,2.0,False,0.0,True,1.0,2.0,20.0,29.0,34.5,Bajo 50%,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,66.91999999999999,8.0,3.0,0.0,3.0,5.0,0.0,-1.76,0.0,0.0,0.0,11.9,-32.0,,1.49,2.0,10.0,82.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-3.0,17,0.4962,MEDIA,6.609999999999999,⭐ GOOD,🟢 Excellent,,,,,,,,SENTIMIENTO,"La caída se explica sobre todo por el temor sectorial a que la IA disrumpa el software empresarial (venta masiva en SAP y comparables desde mediados de 2025) y por una desaceleración del crecimiento del backlog de cloud algo mayor de la esperada, comunicada en los resultados y el guidance 2026. Aun ",https://tickeron.com/blogs/sap-se-sap-analyzing-the-recent-16-drop-and-what-lies-ahead-12024/ | https://www.investing.com/news/transcripts/earnings-call-transcript-saps-q4-2025-results-miss-forecasts-shares-drop-93CH-4480859 | https://www.quiverquant.com/news/SAP+slides+5.6%25+as+investors+brace+for+Q1+earnings+amid+fresh+caution+on+cloud+deal+cycles+and+macro+risk | https://capital.com/en-eu/anal,False,1,0.916,False,-21.5,49.75,-0.91,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
EXPN.L,0.0,,,,56.1,Experian plc,55.2,Industrials,Consulting Services,55.0,50.0,50.0,65.0,65.0,2966.0,26215655424.0,,,,,,,0.0,,,0.0,,,False,3987.0,-25.6,0.0,False,"{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}",{'profit_margin_pct': 17.8},3659.38,4632.5,2323.41,18.0,strong_buy,23.4,,,,,2.55,0.76,1.77,39.8,1.4,,,,23.1,89.0,2026-11-18,False,False,9.0,STRONG,6.81,646.3,0.76,,,,,,5.399999999999999,0.0,16.8,16.6,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,896.8,23.0,33.4,,,,,0.0,,0.0,,0.0,0.0,14.0,29.0,55.2,Medio,33.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,60.88499999999999,0.0,0.0,3.0,0.0,5.0,-1.05,-1.97,0.0,1.0,-1.5,,,,2.92,2.0,10.0,3.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,22,0.5611,ALTA,0.0,⭐ GOOD,🟡 Good,,,,,,,,EVENTO,"La caída se debe principalmente al anuncio de FICO de un nuevo modelo de precios/programa hipotecario que amenaza el margen de reventa del score FICO en el negocio hipotecario de Experian, provocando desplomes puntuales del 6-7% en la acción; sin embargo, los resultados H1 FY26 (nov 2025) mostraron ",https://www.hl.co.uk/shares/shares-search-results/e/experian-plc-ordinary-usd0.10 | https://finance.yahoo.com/quote/EXPN.L/history/ | https://www.cnbc.com/quotes/EXPN-GB | https://www.google.com/finance/beta/quote/EXPN:LON,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
UBER,0.0,,,,50.0,"Uber Technologies, Inc.",60.0,Technology,Software - Application,70.0,60.0,38.7,65.0,65.0,78.55,160443105280.0,15.0,22.9,False,up,-63.9,True,2.0,5.4,True,1.0,2.4,2.9,False,101.99,-23.0,3.0,False,"{'roe_pct': 37.2, 'debt_to_equity': 0.52, 'current_ratio': 0.84, 'operating_margin_pct': 13.3}","{'eps_growth_yoy': -63.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.3}",101.5,150.0,70.0,47.0,buy,29.2,150.42,91.5,137.7,75.3,4.52,3.55,,,,True,-4.3,15.5,85.5,74.0,2026-11-03,False,False,6.0,NEUTRAL,3.65,133.2,0.21,,,,,,12.7,0.0,,18.0,2026-08-21 04:49:01,2026-08-21,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,2036.2,23.0,25.7,15.0,False,up,22.9,2.0,True,2.0,True,1.0,8.0,20.0,29.0,34.5,Bajo 50%,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,60.0,8.0,3.0,0.0,3.0,5.0,0.0,-2.41,0.0,1.0,0.0,75.3,-54.2,,3.65,0.0,2.0,56.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),,0.0,0,,,6.0,⭐ GOOD,🟡 Good,,,,,,,,,,,False,1,1.165,False,-22.98,20.09,-4.85,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
