Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2025-09-18 07:36:58,LBRX,Lb Pharmaceuticals Inc,10%,P - Purchase,15.0,2666666,3352804,39%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/LBRX_d.png,reports/graphs/LBRX_w.png
2025-09-18 07:36:58,PAMT,Pamt Corp,"Dir, 10%",P - Purchase,10.75,2000000,16006454,21%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/PAMT_d.png,reports/graphs/PAMT_w.png
2025-09-18 07:36:58,AMR,"Alpha Metallurgical Resources, Inc.",Dir,P - Purchase,148.55,108000,734537,16%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/AMR_d.png,reports/graphs/AMR_w.png
2025-09-18 07:36:58,LBRX,Lb Pharmaceuticals Inc,10%,P - Purchase,15.0,1000000,1411681,15%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/LBRX_d.png,reports/graphs/LBRX_w.png
2025-09-18 07:36:58,LBRX,Lb Pharmaceuticals Inc,10%,P - Purchase,15.0,333333,883677,4%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/LBRX_d.png,reports/graphs/LBRX_w.png
2025-09-18 07:36:58,CAMP,Camp4 Therapeutics Corp,10%,P - Purchase,1.53,2941176,5869091,4%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/CAMP_d.png,reports/graphs/CAMP_w.png
2025-09-18 07:36:58,NEXT,Nextdecade Corp,Dir,P - Purchase,7.31,500000,1271019,3%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/NEXT_d.png,reports/graphs/NEXT_w.png
2025-09-18 07:36:58,OPEN,Opendoor Technologies Inc.,Dir,P - Purchase,6.65,451127,1649884,2%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/OPEN_d.png,reports/graphs/OPEN_w.png
2025-09-18 07:36:58,VANI,"Vivani Medical, Inc.","Dir, 10%",P - Purchase,1.16,2068453,20708548,2%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/VANI_d.png,reports/graphs/VANI_w.png
2025-09-18 07:36:58,GLIBK,"Gci Liberty, Inc.","Dir, 10%",P - Purchase,34.99,49898,1322093,1%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/GLIBK_d.png,reports/graphs/GLIBK_w.png
2025-09-18 07:36:58,MSTR,Strategy Inc,"EVP, GC",P - Purchase,96.92,12500,31753,1%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/MSTR_d.png,reports/graphs/MSTR_w.png
2025-09-18 07:36:58,STEX,Streamex Corp.,10%,P - Purchase,4.12,178205,178205,734%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/STEX_d.png,reports/graphs/STEX_w.png
2025-09-18 07:36:58,NGL,Ngl Energy Partners LP,Dir,P - Purchase,5.8,100000,739870,580%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/NGL_d.png,reports/graphs/NGL_w.png
2025-09-18 07:36:58,STRR,"Star Equity Holdings, Inc.","CEO, 10%",P - Purchase,10.2,33797,1802667,344%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/STRR_d.png,reports/graphs/STRR_w.png
2025-09-18 07:36:58,KMTS,"Kestra Medical Technologies, Ltd.",Chief Commercial Officer,P - Purchase,17.0,20000,49412,340%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/KMTS_d.png,reports/graphs/KMTS_w.png
2025-09-18 07:36:58,LAW,"Cs Disco, Inc.",Dir,P - Purchase,5.87,47988,119078,281%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/LAW_d.png,reports/graphs/LAW_w.png
2025-09-18 07:36:58,LGN,Legence Corp.,Dir,P - Purchase,28.0,8928,14285,249%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/LGN_d.png,reports/graphs/LGN_w.png
2025-09-18 07:36:58,KMTS,"Kestra Medical Technologies, Ltd.",See Remarks,P - Purchase,17.0,13500,134336,229%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/KMTS_d.png,reports/graphs/KMTS_w.png
2025-09-18 07:36:58,PASG,"Passage Bio, Inc.",10%,P - Purchase,6.99,32008,1215725,223%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/PASG_d.png,reports/graphs/PASG_w.png
2025-09-18 07:36:58,TKO,"Tko Group Holdings, Inc.",Dir,P - Purchase,203.0,740,5187,150%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/TKO_d.png,reports/graphs/TKO_w.png
2025-09-18 07:36:58,SMRT,"Smartrent, Inc.",CEO,P - Purchase,1.49,100000,848204,148%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/SMRT_d.png,reports/graphs/SMRT_w.png
2025-09-18 07:36:58,SNPS,Synopsys Inc,Dir,P - Purchase,425.44,350,2291,148%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/SNPS_d.png,reports/graphs/SNPS_w.png
2025-09-18 07:36:58,EP,Empire Petroleum Corp,"Dir, 10%",P - Purchase,4.02,36946,7234422,148%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/EP_d.png,reports/graphs/EP_w.png
2025-09-18 07:36:58,AVA,Avista Corp,SVP,P - Purchase,35.55,3671,18801,130%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/AVA_d.png,reports/graphs/AVA_w.png
2025-09-18 07:36:58,SI,"Shoulder Innovations, Inc.","CEO, Exec COB",P - Purchase,15.34,8000,111259,122%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/SI_d.png,reports/graphs/SI_w.png
2025-09-18 07:36:58,TTGT,"Techtarget, Inc.",Dir,P - Purchase,5.97,20000,23890,119%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/TTGT_d.png,reports/graphs/TTGT_w.png
2025-09-18 07:36:58,NRGV,"Energy Vault Holdings, Inc.","CEO, 10%",P - Purchase,2.3,50000,28798276,115%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/NRGV_d.png,reports/graphs/NRGV_w.png
2025-09-18 07:36:58,BHRB,Burke & Herbert Financial Services Corp.,Dir,P - Purchase,61.69,1700,303000,104%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/BHRB_d.png,reports/graphs/BHRB_w.png
2025-09-18 07:36:58,AARD,"Aardvark Therapeutics, Inc.","CEO, 10%",P - Purchase,9.66,10000,3017412,96%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/AARD_d.png,reports/graphs/AARD_w.png
2025-09-18 07:36:58,DLHC,Dlh Holdings Corp.,10%,P - Purchase,5.5,15597,2566349,85%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/DLHC_d.png,reports/graphs/DLHC_w.png
2025-09-18 07:36:58,SMRT,"Smartrent, Inc.",CEO,P - Purchase,1.58,50000,898204,79%,OpenInsider.com,2025-09-18 07:36:58,reports/graphs/SMRT_d.png,reports/graphs/SMRT_w.png
