Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,819.8,703.58,952.75,16.518377441086997,65.05200037477749,🟡,CERCA,251,2025-08-08 07:51:02
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2734.1,1861.2,2775.1,46.89984955942402,43.51732991014127,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAF,Dow Jones U.S. Delivery Services Index,998.4,916.9,1383.0,8.88864652633875,58.398437500000014,🟢,OPORTUNIDAD,251,2025-08-08 07:51:02
DJUSAG,Dow Jones U.S. Asset Managers Index,402.22,273.77,416.71,46.918946560981865,52.1969974368363,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1536.65,913.78,1554.86,68.16410952307996,29.96726515226662,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAL,Dow Jones U.S. Aluminum Index,102.83,73.62,163.19,39.67671828307524,51.56124899919936,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAM,Dow Jones U.S. Medical Equipment Index,2939.6,2589.3,3151.1,13.528752944811329,47.945879458794614,🟡,CERCA,251,2025-08-08 07:51:02
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1232.0,806.45,1748.7,52.76830553661106,53.58760866903392,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAR,Dow Jones U.S. Airlines Index,210.31,130.41,259.72,61.26830764511924,67.50657318141978,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAS,Dow Jones U.S. Aerospace Index,2934.0,1883.9,3039.2,55.74075057062476,50.66744051073707,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAT,Dow Jones U.S. Auto Parts Index,390.56,288.25,418.83,35.49349522983521,40.719786264340726,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAU,Dow Jones U.S. Automobiles Index,1112.72,702.07,1613.6,58.49131852949135,54.01163931210357,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSAV,Dow Jones U.S. Media Agencies Index,535.67,346.44,702.93,54.62129084401338,33.594075928243626,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1147.3,962.0,1294.9,19.261954261954255,78.45927379784106,🟡,CERCA,251,2025-08-08 07:51:02
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2396.1,1876.9,2557.1,27.662635196334367,47.940995697602936,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,109.74,104.12,152.72,5.39761813292354,67.44298884036878,🟢,OPORTUNIDAD,251,2025-08-08 07:51:02
DJUSBK,Dow Jones U.S. Banks Index,714.25,521.55,761.58,36.94756015722368,67.14050006345983,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSBS,Dow Jones U.S. Basic Resources Index,398.16,274.91,404.44,44.83285438870902,43.497332542975684,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSBT,Dow Jones U.S. Biotechnology Index,2618.4,2297.4,3119.9,13.972316531731522,43.939068869341334,🟡,CERCA,251,2025-08-08 07:51:02
DJUSBV,Dow Jones U.S. Beverages Index,958.12,875.4,1070.16,9.449394562485725,45.75936883629188,🟢,OPORTUNIDAD,251,2025-08-08 07:51:02
DJUSCA,Dow Jones U.S. Gambling Index,738.22,513.6,765.64,43.73442367601246,54.67952353942143,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,728.43,647.09,855.73,12.570121621412772,59.033157731639285,🟡,CERCA,251,2025-08-08 07:51:02
DJUSCH,Dow Jones U.S. Chemicals Index,1965.31,1481.37,2050.51,32.66840829772441,60.99979842773639,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSCM,Dow Jones U.S. Personal Products Index,431.39,345.1,483.97,25.004346566212682,52.451328691203635,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSCN,Dow Jones U.S. Construction & Materials Index,2013.63,1484.39,2096.84,35.6537028678447,46.48774270934853,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSCP,Dow Jones U.S. Containers & Packaging Index,452.11,397.01,541.01,13.878743608473343,61.08441158348737,🟡,CERCA,251,2025-08-08 07:51:02
DJUSCR,Dow Jones U.S. Computer Hardware Index,11021.1,8364.8,12829.5,31.755690512624348,37.76621787025699,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2839.0,2548.6,3402.3,11.394491093149185,38.56702091189581,🟡,CERCA,251,2025-08-08 07:51:02
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,2515.05,1685.97,2530.86,49.17525222868735,25.345313128603962,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1048.39,863.05,1218.81,21.475001448351794,70.1075559764594,🟡,CERCA,251,2025-08-08 07:51:02
DJUSDB,Dow Jones U.S. Brewers Index,505.33,479.19,659.78,5.45503871115841,52.57974157404899,🟢,OPORTUNIDAD,251,2025-08-08 07:51:02
DJUSDN,Dow Jones U.S. Defense Index,776.96,598.11,788.84,29.902526291150462,29.88505747126436,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSDR,Dow Jones U.S. Food & Drug Retailers Index,1575.63,1207.25,1615.62,30.513978049285573,57.398445519870904,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSDS,Dow Jones U.S. Industrial Suppliers Index,922.07,683.22,966.01,34.95945669037791,46.482265968934286,🔴,FUERTE,251,2025-08-08 07:51:02
DJUSDT,Dow Jones U.S. Diversified REITs Index,56.55,45.49,57.29,24.31303583205099,30.434782608695656,🟡,CERCA,251,2025-08-08 07:51:02
DJUSDV,Dow Jones U.S. Computer Services Index,252.2,224.52,304.29,12.328523071441287,87.37541528239201,🟡,CERCA,251,2025-08-08 07:51:02
