ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,CAUTION,-17,Thesis drift MEDIUM: Score cayó 18pts en 46d (52→34) | Señal salida MEDIUM: Score cayó 18pts (52 → 34) | Caro vs peers en Healthcare (FCF rank 10/12),2026-08-28
ABT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-28
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-08-28
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-08-28
ASAZY,AVOID,-4,Thesis drift HIGH (46d): Score cayó 22pts en 46d (67→45) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.6% vs media sector 3.2%),2026-08-28
ATLKY,CAUTION,-14,Thesis drift MEDIUM: FCF yield cayó 19.6pp (22.1%→2.5%) | Señal salida MEDIUM: Score cayó 23pts (59 → 35),2026-08-28
AUTO.L,BEST,5,Mejor FCF en Communication Services (5.9% vs media sector 6.4%),2026-08-28
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 36) | Mejor FCF en Financial Services (7.1% vs media sector 5.0%),2026-08-28
BR,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.7% vs media sector 4.6%),2026-08-28
BRK-B,BEST,5,Mejor FCF en Financial Services (6.7% vs media sector 5.0%),2026-08-28
BRO,CAUTION,-1,Thesis drift MEDIUM: Score cayó 14pts en 46d (47→33) | Mejor FCF en Financial Services (6.7% vs media sector 5.0%),2026-08-28
CBOE,AVOID,-12,Thesis drift HIGH (46d): Score cayó 12pts en 46d (53→42) | Caro vs peers en Financial Services (FCF rank 17/17) | Piotroski fuerte (8.0/9),2026-08-28
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 16/17) | Piotroski fuerte (7.0/9),2026-08-28
CHD,WATCH,3,Piotroski fuerte (7.0/9),2026-08-28
CLPBY,CAUTION,10,Thesis drift MEDIUM: FCF yield cayó 21.6pp (28.9%→7.3%) | Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (7.3% vs media sector 3.9%) | EPS revision STRONG_UP: EPS consensus ↑21.4% (0.40→0.49); Revenue estimate ↑1.8%,2026-08-28
CME,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-08-28
COST,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-28
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
CSU.TO,BEST,5,Mejor FCF en Technology (5.7% vs media sector 4.6%),2026-08-28
CTAS,CAUTION,-8,Señal salida MEDIUM: Score cayó 23pts (56 → 33) | Caro vs peers en Industrials (FCF rank 28/28) | Piotroski fuerte (8.0/9),2026-08-28
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
ETN,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
EXPN.L,WATCH,0,Caro vs peers en Industrials (FCF rank 24/28) | Piotroski fuerte (9.0/9),2026-08-28
FICO,WATCH,6,Caro vs peers en Technology (FCF rank 15/17) | Short squeeze MEDIUM: 10.0% short · Short moderado (10.0% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-08-28
G24.DE,WATCH,-4,EPS revision DOWN: EPS consensus ↓2.0% (5.09→4.99),2026-08-28
GWW,WATCH,-3,Caro vs peers en Industrials (FCF rank 27/28),2026-08-28
HEI,WATCH,3,Piotroski fuerte (8.0/9),2026-08-28
ICE,CAUTION,-11,"Thesis drift MEDIUM: Upside analistas cayó 16pp (30%→14%) | Señal salida MEDIUM: Score cayó 51pts (87 → 36) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-08-28
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 11/12) | Piotroski fuerte (8.0/9),2026-08-28
INTU,CAUTION,0,"Señal salida MEDIUM: Score cayó 39pts (77 → 39) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9) | Mejor FCF en Technology (6.6% vs media sector 4.6%)",2026-08-28
ISRG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
JKHY,WATCH,7,Piotroski fuerte (9.0/9) | EPS revision UP: EPS consensus ↑4.9% (6.89→7.23); Revenue estimate ↑2.2%,2026-08-28
JNJ,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓18.0% (13.69→11.23),2026-08-28
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 8/8) | Smart money: 1 HF + 0 insiders (conv 30) | Piotroski fuerte (7.0/9),2026-08-28
MA,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-28
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 15/17) | Smart money: 1 HF + 0 insiders (conv 34) | Piotroski fuerte (8.0/9),2026-08-28
MRSH,CAUTION,-6,Thesis drift MEDIUM: Score cayó 11pts en 46d (48→37),2026-08-28
MSCI,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-28
MSFT,EXIT,-16,Thesis drift MEDIUM: Score cayó 47pts en 46d (91→44) | Señal salida HIGH: Score cayó 46pts (90 → 44) | Caro vs peers en Technology (FCF rank 17/17) | Smart money: 1 HF + 0 insiders (conv 28),2026-08-28
NDAQ,CAUTION,-11,Thesis drift MEDIUM: Score cayó 13pts en 46d (53→39) | Señal salida MEDIUM: Score cayó 18pts (58 → 39) | Piotroski fuerte (9.0/9),2026-08-28
NDSN,REVISION_UP,16,Piotroski fuerte (7.0/9) | Mejor FCF en Industrials (3.4% vs media sector 3.2%) | EPS revision STRONG_UP: EPS consensus ↑5.2% (13.93→14.65); Revenue estimate ↑3.4%,2026-08-28
ORLY,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-28
OTIS,BEST,5,Mejor FCF en Industrials (5.3% vs media sector 3.2%),2026-08-28
PEP,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-28
PGR,BEST,5,Mejor FCF en Financial Services (11.8% vs media sector 5.0%),2026-08-28
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 8/9) | Piotroski fuerte (9.0/9),2026-08-28
SAP,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 36pts en 46d (83→47) | Señal salida MEDIUM: Score cayó 32pts (78 → 47) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-08-28
SPGI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 15pts en 46d (67→52) | Piotroski fuerte (7.0/9),2026-08-28
TJX,WATCH,7,Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑2.6% (6.84→7.02),2026-08-28
TT,WATCH,3,Piotroski fuerte (9.0/9),2026-08-28
TW,WATCH,7,Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.5% (4.69→4.80); Analistas: -14 (14→0),2026-08-28
TYL,WATCH,9,Short squeeze MEDIUM: 10.6% short · Short moderado (10.6% del float); Piotroski 8/9 — calidad mejorando | Piotroski fuerte (8.0/9),2026-08-28
V,EXIT,-24,Thesis drift MEDIUM: Score cayó 37pts en 46d (67→30) | Señal salida HIGH: Score cayó 57pts (87 → 30) | Caro vs peers en Financial Services (FCF rank 16/17),2026-08-28
VLTO,CAUTION,-9,Thesis drift MEDIUM: Score cayó 12pts en 46d (46→33) | Señal salida MEDIUM: Score cayó 19pts (53 → 33) | Mejor FCF en Industrials (3.4% vs media sector 3.2%),2026-08-28
VRSK,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Industrials (4.2% vs media sector 3.2%),2026-08-28
VRSN,CAUTION,2,Thesis drift MEDIUM: Score cayó 34pts en 46d (66→32) | Caro vs peers en Technology (FCF rank 14/17) | Smart money: 1 HF + 0 insiders (conv 25) | Piotroski fuerte (8.0/9),2026-08-28
WCN,WATCH,-3,Caro vs peers en Industrials (FCF rank 22/28),2026-08-28
WM,CAUTION,-3,Thesis drift MEDIUM: Score cayó 16pts en 46d (57→41) | Piotroski fuerte (8.0/9),2026-08-28
WMT,CAUTION,0,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota | EPS revision STRONG_UP: EPS consensus ↑10.2% (5.27→5.81); Analistas: -35 (35→0),2026-08-28
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 12/12) | Piotroski fuerte (7.0/9),2026-08-28
ZTS,BEST,11,"Opciones TIER2 (q=45): VALUE weak (52pts), FCF 6.4% | Mejor FCF en Healthcare (6.4% vs media sector 3.9%)",2026-08-28
