ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
MSFT,Microsoft Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,464.72,42449883.0,0.14,26,15,2026-08-03,2026-08-03,-1,41,37321253.0,5128630.0,🟢,"[{'type': 'CALL', 'strike': 452.5, 'volume': 5038.0, 'oi': 0, 'vol_oi_ratio': 5038.0, 'last_price': 14.0, 'premium': 7053200.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 460.0, 'volume': 6785.0, 'oi': 0, 'vol_oi_ratio': 6785.0, 'last_price': 7.6, 'premium': 5156600.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 465.0, 'volume': 6484.0, 'oi': 0, 'vol_oi_ratio': 6484.0, 'last_price': 4.1, 'premium': 2658440.0, 'itm': False, 'implied_volatility': 0.0039162109375}]","[{'type': 'PUT', 'strike': 465.0, 'volume': 2358.0, 'oi': 0, 'vol_oi_ratio': 2358.0, 'last_price': 4.35, 'premium': 1025729.9999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 460.0, 'volume': 4353.0, 'oi': 0, 'vol_oi_ratio': 4353.0, 'last_price': 2.35, 'premium': 1022955.0000000001, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 462.5, 'volume': 1949.0, 'oi': 0, 'vol_oi_ratio': 1949.0, 'last_price': 3.23, 'premium': 629527.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
KO,Coca-Cola Company (The),BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,87.59,1317653.0,3.12,5,6,2026-08-03,2026-08-07,3,11,319711.0,997942.0,🔴,"[{'type': 'CALL', 'strike': 87.0, 'volume': 1006.0, 'oi': 0, 'vol_oi_ratio': 1006.0, 'last_price': 1.44, 'premium': 144864.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 88.0, 'volume': 785.0, 'oi': 0, 'vol_oi_ratio': 785.0, 'last_price': 0.87, 'premium': 68295.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 89.0, 'volume': 1190.0, 'oi': 0, 'vol_oi_ratio': 1190.0, 'last_price': 0.52, 'premium': 61880.00000000001, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 91.0, 'volume': 2327.0, 'oi': 0, 'vol_oi_ratio': 2327.0, 'last_price': 3.6, 'premium': 837720.0000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 88.0, 'volume': 434.0, 'oi': 0, 'vol_oi_ratio': 434.0, 'last_price': 1.21, 'premium': 52514.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 87.0, 'volume': 655.0, 'oi': 0, 'vol_oi_ratio': 655.0, 'last_price': 0.76, 'premium': 49780.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]"
WMT,Walmart Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,111.2,1273768.0,0.31,10,5,2026-08-03,2026-08-07,3,15,969726.0,304042.0,🟢,"[{'type': 'CALL', 'strike': 111.0, 'volume': 1235.0, 'oi': 0, 'vol_oi_ratio': 1235.0, 'last_price': 1.7, 'premium': 209950.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 112.0, 'volume': 1563.0, 'oi': 0, 'vol_oi_ratio': 1563.0, 'last_price': 1.23, 'premium': 192249.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 113.0, 'volume': 2047.0, 'oi': 0, 'vol_oi_ratio': 2047.0, 'last_price': 0.86, 'premium': 176042.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 112.0, 'volume': 576.0, 'oi': 0, 'vol_oi_ratio': 576.0, 'last_price': 1.81, 'premium': 104256.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 111.0, 'volume': 600.0, 'oi': 0, 'vol_oi_ratio': 600.0, 'last_price': 1.47, 'premium': 88200.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 110.0, 'volume': 578.0, 'oi': 0, 'vol_oi_ratio': 578.0, 'last_price': 0.93, 'premium': 53754.00000000001, 'itm': False, 'implied_volatility': 0.0312596875}]"
COST,Costco Wholesale Corporation,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,951.89,643978.0,0.21,8,4,2026-08-03,2026-08-07,3,12,531557.0,112421.0,🟢,"[{'type': 'CALL', 'strike': 975.0, 'volume': 278.0, 'oi': 0, 'vol_oi_ratio': 278.0, 'last_price': 4.9, 'premium': 136220.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 990.0, 'volume': 491.0, 'oi': 0, 'vol_oi_ratio': 491.0, 'last_price': 2.4, 'premium': 117839.99999999999, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 960.0, 'volume': 106.0, 'oi': 0, 'vol_oi_ratio': 106.0, 'last_price': 9.71, 'premium': 102926.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 927.5, 'volume': 126.0, 'oi': 0, 'vol_oi_ratio': 126.0, 'last_price': 3.37, 'premium': 42462.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 922.5, 'volume': 117.0, 'oi': 0, 'vol_oi_ratio': 117.0, 'last_price': 2.67, 'premium': 31239.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 920.0, 'volume': 117.0, 'oi': 0, 'vol_oi_ratio': 117.0, 'last_price': 2.4, 'premium': 28080.0, 'itm': False, 'implied_volatility': 0.062509375}]"
INTU,Intuit Inc.,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,316.07,1415288.0,0.33,4,4,2026-08-03,2026-08-07,3,8,1063816.0,351472.0,🟢,"[{'type': 'CALL', 'strike': 205.0, 'volume': 128.0, 'oi': 0, 'vol_oi_ratio': 128.0, 'last_price': 62.9, 'premium': 805120.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 320.0, 'volume': 161.0, 'oi': 0, 'vol_oi_ratio': 161.0, 'last_price': 8.0, 'premium': 128800.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 315.0, 'volume': 116.0, 'oi': 0, 'vol_oi_ratio': 116.0, 'last_price': 10.3, 'premium': 119480.00000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 360.0, 'volume': 100.0, 'oi': 0, 'vol_oi_ratio': 100.0, 'last_price': 30.22, 'premium': 302200.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 185.0, 'volume': 429.0, 'oi': 0, 'vol_oi_ratio': 429.0, 'last_price': 0.68, 'premium': 29172.000000000004, 'itm': False, 'implied_volatility': 0.500005}, {'type': 'PUT', 'strike': 260.0, 'volume': 404.0, 'oi': 0, 'vol_oi_ratio': 404.0, 'last_price': 0.25, 'premium': 10100.0, 'itm': False, 'implied_volatility': 0.2500075}]"
V,Visa Inc.,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,366.13,720924.0,0.16,5,3,2026-08-03,2026-08-07,3,8,621390.0,99534.0,🟢,"[{'type': 'CALL', 'strike': 365.0, 'volume': 437.0, 'oi': 0, 'vol_oi_ratio': 437.0, 'last_price': 5.35, 'premium': 233794.99999999997, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 367.5, 'volume': 417.0, 'oi': 0, 'vol_oi_ratio': 417.0, 'last_price': 3.86, 'premium': 160962.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'CALL', 'strike': 375.0, 'volume': 800.0, 'oi': 0, 'vol_oi_ratio': 800.0, 'last_price': 1.51, 'premium': 120800.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 357.5, 'volume': 330.0, 'oi': 0, 'vol_oi_ratio': 330.0, 'last_price': 1.48, 'premium': 48840.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 360.0, 'volume': 134.0, 'oi': 0, 'vol_oi_ratio': 134.0, 'last_price': 2.25, 'premium': 30150.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 355.0, 'volume': 192.0, 'oi': 0, 'vol_oi_ratio': 192.0, 'last_price': 1.07, 'premium': 20544.0, 'itm': False, 'implied_volatility': 0.062509375}]"
LIN,Linde plc,NEUTRAL,80,🔥🔥🔥 WHALE ACTIVITY,478.38,1042800.0,1.43,2,1,2026-08-03,2026-08-21,17,3,429100.0,613700.0,🟡,"[{'type': 'CALL', 'strike': 500.0, 'volume': 572.0, 'oi': 0, 'vol_oi_ratio': 572.0, 'last_price': 5.0, 'premium': 286000.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 475.0, 'volume': 106.0, 'oi': 0, 'vol_oi_ratio': 106.0, 'last_price': 13.5, 'premium': 143100.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 475.0, 'volume': 722.0, 'oi': 0, 'vol_oi_ratio': 722.0, 'last_price': 8.5, 'premium': 613700.0, 'itm': False, 'implied_volatility': 0.007822421875}]"
CPRT,"Copart, Inc.",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,29.12,1571491.0,0.0,2,0,2026-08-03,2026-08-21,17,2,1571491.0,0.0,🟢,"[{'type': 'CALL', 'strike': 25.0, 'volume': 3340.0, 'oi': 0, 'vol_oi_ratio': 3340.0, 'last_price': 4.6, 'premium': 1536399.9999999998, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 30.0, 'volume': 557.0, 'oi': 0, 'vol_oi_ratio': 557.0, 'last_price': 0.63, 'premium': 35091.0, 'itm': False, 'implied_volatility': 0.0312596875}]",[]
PAYX,"Paychex, Inc.",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,116.84,3532656.0,0.0,3,0,2026-08-03,2026-08-21,17,3,3532656.0,0.0,🟢,"[{'type': 'CALL', 'strike': 85.0, 'volume': 1000.0, 'oi': 0, 'vol_oi_ratio': 1000.0, 'last_price': 31.41, 'premium': 3141000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 90.0, 'volume': 135.0, 'oi': 0, 'vol_oi_ratio': 135.0, 'last_price': 26.0, 'premium': 351000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 125.0, 'volume': 363.0, 'oi': 0, 'vol_oi_ratio': 363.0, 'last_price': 1.12, 'premium': 40656.00000000001, 'itm': False, 'implied_volatility': 0.062509375}]",[]
PG,Procter & Gamble Company (The),BULLISH,70,🔥🔥 STRONG FLOW,144.49,378426.0,0.34,4,4,2026-08-03,2026-08-07,3,8,283136.0,95290.0,🟢,"[{'type': 'CALL', 'strike': 146.0, 'volume': 1501.0, 'oi': 0, 'vol_oi_ratio': 1501.0, 'last_price': 1.3, 'premium': 195130.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 144.0, 'volume': 232.0, 'oi': 0, 'vol_oi_ratio': 232.0, 'last_price': 2.08, 'premium': 48256.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 148.0, 'volume': 390.0, 'oi': 0, 'vol_oi_ratio': 390.0, 'last_price': 0.75, 'premium': 29250.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 145.0, 'volume': 204.0, 'oi': 0, 'vol_oi_ratio': 204.0, 'last_price': 2.06, 'premium': 42024.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 140.0, 'volume': 296.0, 'oi': 0, 'vol_oi_ratio': 296.0, 'last_price': 0.68, 'premium': 20128.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 144.0, 'volume': 111.0, 'oi': 0, 'vol_oi_ratio': 111.0, 'last_price': 1.58, 'premium': 17538.0, 'itm': False, 'implied_volatility': 0.007822421875}]"
