ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,78.8,HKD,82.0,A,82.0,ROE 22.5% | Potencial +30% analistas | FCF yield 6.3% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,102.53,30.1,30,6.3,3.77,2.71,,22.5,12.2,14.2,16.9,12.4,-25.9,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-31,0,
0700.HK,Tencent Holdings Limited,473.4,HKD,82.0,A,82.0,ROE 20.5% | Potencial +46% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,692.7,46.3,42,3.1,5.79,1.12,,20.5,12.5,16.9,30.6,9.1,-30.7,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-07-31,0,
9999.HK,"NetEase, Inc.",207.0,HKD,81.0,A,81.0,ROE 22.1% | Potencial +21% | FCF yield 5.2% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.88,20.7,20,5.2,2.59,2.18,,22.1,12.5,16.9,29.8,6.1,-16.5,Regulatory Risk | Geopolitical Risk | Cyclical Risk,NTES,SUSPECT,"Forward P/E seems low compared to trailing P/E and profit margin, indicating potential undervaluation or upcoming earnings decline",2026-07-31,0,
005930.KS,"Samsung Electronics Co., Ltd.",262500.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 4.0x (vs 11x mercado) | Potencial +84% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,482453.38,83.8,36,3.9,10.47,,,18.9,4.0,,21.5,69.2,-29.9,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 4.0x seems anomalously low for a technology company like Samsung Electronics,2026-07-31,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.63,BRL,74.0,A,74.0,ROE 26.7% | Potencial +27% | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.8% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.89,27.3,14,,3.41,5.77,,26.7,12.0,17.0,47.0,20.3,-23.1,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-31,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,55.9,HKD,71.0,A,71.0,ROE 17.5% | Potencial +52% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,85.08,52.2,22,-1.2,6.53,2.11,,17.5,11.0,11.4,10.7,21.3,-38.8,Negative FCF Yield | Geopolitical Risk due to Hong Kong market,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-07-31,0,
RENT3.SA,Localiza Rent a Car S.A.,38.23,BRL,71.0,A,71.0,P/E 8.1x | Potencial +51% analistas | FCF yield 24.5% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.6,50.7,15,24.5,6.33,5.72,,8.5,8.1,18.5,5.1,21.2,-28.3,Cyclical Risk | Geopolitical Risk,,SUSPECT,High FCF Yield of 24.5% seems anomalous for a rent-a-car company,2026-07-31,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,408.0,HKD,70.0,A,70.0,ROE 35.0% | Potencial +26% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,515.29,26.3,17,,3.29,3.2,,35.0,25.9,27.5,62.6,19.0,-12.4,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-31,0,
TOTS3.SA,TOTVS S.A.,31.13,BRL,70.0,A,70.0,ROE 16.9% | Potencial +54% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.08,54.4,13,2.1,6.8,2.82,,16.9,14.7,21.2,15.2,22.4,-35.7,Geopolitical Risk | Regulatory Risk,,SUSPECT,High analyst upside of 54.4% seems inconsistent with the fundamentals of a stable technology company like TOTVS S.A.,2026-07-31,0,
1299.HK,AIA Group Limited,79.4,HKD,69.0,A,69.0,Potencial +32% analistas | Margen 24% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.56,31.7,17,,3.96,2.42,,14.8,11.7,17.1,23.8,6.0,-13.8,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Governance risks in financial sector,,SUSPECT,Anomalous lack of FCF yield data and potential exposure to Chinese real estate sector,2026-07-31,0,
