ticker,company_name,super_score_5d,tier,description,vcp_score,insiders_score,sector_score,institutional_score,sector_name,sector_momentum,tier_boost,dj_ticker,timing_convergence,timing_bonus,timing_reason,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,num_whales,top_whales,vcp_repeater,repeat_count,consistency_score,repeater_bonus,thesis_short,investment_thesis,entry_price,entry_date,snapshot_id
INTC,Intel,83.8,⭐⭐⭐⭐ LEGENDARY,Señales positivas,88.575,90,78.86,0.0,Technology,improving,3,DJUSTC,True,10,🔥 TIMING PERFECTO: 4 compras de insiders durante VCP base (5 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",43.41999816894531,2026-03-07,20260307_112847
GPN,Global Payments,83.4,⭐⭐⭐⭐ LEGENDARY,Señales positivas,92.02380952380952,100,58.81,0.0,Industrials,stable,0,DJUSIG,True,10,🔥 TIMING PERFECTO: 5 compras de insiders durante VCP base (75 días),76.4,94.13,23.21,101.84615,33.30647905759161,26,31.25,17.685184,,8.176705104786791,0.04824,-0.0,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 23% hasta precio objetivo $94.13
• 📊 FUNDAMENTALS: FCF yield 8.2% (Score: 31/100)",76.4000015258789,2026-03-07,20260307_112847
KKR,KKR &,82.7,⭐⭐⭐⭐ LEGENDARY,Señales positivas,88.41666666666667,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 16 compras de insiders durante VCP base (20 días),91.33,120.4,31.83,140.34895,53.67234205627942,19,31.25,40.772324,,,0.08558,0.763,0,,True,3,40,9,Perfect Timing | Repeater 3x | 32% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 32% hasta precio objetivo $120.40",91.33000183105469,2026-03-07,20260307_112847
PRU,"Prudential Financial,",82.5,⭐⭐⭐⭐ LEGENDARY,Señales positivas,87.97058823529412,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 9 compras de insiders durante VCP base (10 días),97.12,109.31,12.55,111.78571,15.10060749588138,14,50.0,9.920327,,37.336422584440605,0.11359999,0.312,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 📊 FUNDAMENTALS: FCF yield 37.3% (Score: 50/100)",97.12000274658203,2026-03-07,20260307_112847
WRB,W. R. Berkley,77.6,⭐⭐⭐ EXCELENTE,Señales positivas,71.375,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 67 compras de insiders durante VCP base (72 días),69.92,92.26,31.96,68.33333,-2.269264874141874,15,45.0,15.642058,,12.61951737145218,0.19700001,0.015,0,,True,3,40,9,Perfect Timing | Repeater 3x | 32% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 32% hasta precio objetivo $92.26
• 📊 FUNDAMENTALS: FCF yield 12.6% (Score: 45/100)",69.91999816894531,2026-03-07,20260307_112847
CRM,"Salesforce,",75.7,⭐⭐⭐ EXCELENTE,Señales positivas,66.33333333333334,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,202.11,303.67,50.25,275.98376,36.5512641630795,53,50.0,25.845268,,8.642545601526958,0.123959996,0.121,0,,True,4,50,12,Repeater 4x | 50% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 4x históricamente - track record comprobado (+12 bonus)
• 💰 UPSIDE POTENTIAL: 50% hasta precio objetivo $303.67
• 📊 FUNDAMENTALS: FCF yield 8.6% (Score: 50/100)",202.11000061035156,2026-03-07,20260307_112847
MGM,MGM Resorts International,75.3,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,87.875,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)",35.56999969482422,2026-03-07,20260307_112847
PODD,Insulet,74.2,⭐⭐⭐ EXCELENTE,Señales positivas,70.16666666666667,100,45.67,0.0,Healthcare,stable,0,DJUSHC,True,10,🔥 TIMING PERFECTO: 6 compras de insiders durante VCP base (83 días),237.01,300.32,26.71,354.4,49.52955571494873,25,50.0,69.504395,,0.9284055240882916,0.18124,0.312,0,,True,3,40,9,Perfect Timing | Repeater 3x | 27% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 27% hasta precio objetivo $300.32",237.00999450683594,2026-03-07,20260307_112847
APTV,Aptiv PLC,72.8,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,89.65789473684211,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",72.69999694824219,2026-03-07,20260307_112847
URI,"United Rentals,",71.7,⭐⭐⭐ EXCELENTE,Señales positivas,87.96875,70,58.81,0.0,Industrials,stable,0,DJUSIG,True,10,🔥 TIMING PERFECTO: 3 compras de insiders durante VCP base (2 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",809.5999755859375,2026-03-07,20260307_112847
