ticker,company_name,super_score_5d,tier,description,vcp_score,insiders_score,sector_score,institutional_score,sector_name,sector_momentum,tier_boost,dj_ticker,timing_convergence,timing_bonus,timing_reason,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,num_whales,top_whales,vcp_repeater,repeat_count,consistency_score,repeater_bonus,thesis_short,investment_thesis,entry_price,entry_date,snapshot_id
INTC,Intel,83.8,⭐⭐⭐⭐ LEGENDARY,Señales positivas,88.575,90,78.86,0.0,Technology,improving,3,DJUSTC,True,10,🔥 TIMING PERFECTO: 4 compras de insiders durante VCP base (5 días),45.61,48.64,6.65,47.11829,3.306928305196233,41,20.0,,,-1.977131409582224,0.00022,-0.041,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",45.61000061035156,2026-03-02,20260302_083843
GPN,Global Payments,83.4,⭐⭐⭐⭐ LEGENDARY,Señales positivas,92.02380952380952,100,58.81,0.0,Industrials,stable,0,DJUSIG,True,10,🔥 TIMING PERFECTO: 5 compras de insiders durante VCP base (75 días),76.46,94.14,23.12,101.84615,33.201870258958934,26,31.25,17.259594,,8.167066499431698,0.04824,-0.0,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 23% hasta precio objetivo $94.14
• 📊 FUNDAMENTALS: FCF yield 8.2% (Score: 31/100)",76.45999908447266,2026-03-02,20260302_083843
KKR,KKR &,82.7,⭐⭐⭐⭐ LEGENDARY,Señales positivas,88.41666666666667,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 13 compras de insiders durante VCP base (11 días),87.68,118.66,35.34,140.87526,60.669776459854006,19,41.67,37.470085,,,0.08946,0.775,0,,True,3,40,9,Perfect Timing | Repeater 3x | 35% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 35% hasta precio objetivo $118.66",87.68000030517578,2026-03-02,20260302_083843
PRU,"Prudential Financial,",82.5,⭐⭐⭐⭐ LEGENDARY,Señales positivas,87.97058823529412,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 9 compras de insiders durante VCP base (10 días),98.38,110.61,12.43,113.0,14.86074405366946,14,50.0,9.847848,,36.85823830881705,0.11359999,0.312,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 📊 FUNDAMENTALS: FCF yield 36.9% (Score: 50/100)",98.37999725341797,2026-03-02,20260302_083843
WRB,W. R. Berkley,77.6,⭐⭐⭐ EXCELENTE,Señales positivas,71.375,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 61 compras de insiders durante VCP base (65 días),71.7,92.85,29.5,68.33333,-4.695495118549509,15,45.0,16.11236,,12.306229335864415,0.19700001,0.015,0,,True,3,40,9,Perfect Timing | Repeater 3x | 30% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 30% hasta precio objetivo $92.85
• 📊 FUNDAMENTALS: FCF yield 12.3% (Score: 45/100)",71.69999694824219,2026-03-02,20260302_083843
CRM,"Salesforce,",75.7,⭐⭐⭐ EXCELENTE,Señales positivas,66.33333333333334,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,194.79,305.43,56.8,283.5604,45.57235997741158,52,50.0,25.971998,,9.091953351208709,0.123959996,0.121,0,,True,4,50,12,Repeater 4x | 57% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 4x históricamente - track record comprobado (+12 bonus)
• 💰 UPSIDE POTENTIAL: 57% hasta precio objetivo $305.43
• 📊 FUNDAMENTALS: FCF yield 9.1% (Score: 50/100)",194.7899932861328,2026-03-02,20260302_083843
MGM,MGM Resorts International,75.3,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,87.875,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)",36.86000061035156,2026-03-02,20260302_083843
PODD,Insulet,74.2,⭐⭐⭐ EXCELENTE,Señales positivas,70.16666666666667,100,45.67,0.0,Healthcare,stable,0,DJUSHC,True,10,🔥 TIMING PERFECTO: 4 compras de insiders durante VCP base (78 días),246.61,305.31,23.8,354.4,43.70868983415108,25,50.0,70.864944,,0.8922646324008144,0.18124,0.312,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 24% hasta precio objetivo $305.31",246.61000061035156,2026-03-02,20260302_083843
APTV,Aptiv PLC,72.8,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,89.65789473684211,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",73.54000091552734,2026-03-02,20260302_083843
DASH,"DoorDash,",72.3,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,87.91666666666667,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",176.47000122070312,2026-03-02,20260302_083843
