Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSRN,Dow Jones U.S. Residential REITs Index,230.43,212.75,271.87,8.310223266745009,42.76546091015168,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSHC,Dow Jones U.S. Health Care Index,1487.93,1344.15,1658.61,10.696722835993004,38.24265877532436,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSFO,Dow Jones U.S. Food Producers Index,380.84,367.79,460.66,3.548220451888293,53.82376290023822,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSFP,Dow Jones U.S. Food Products Index,536.33,524.18,664.96,2.317906062802872,54.37616387337052,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2309.5,2083.0,2559.1,10.87373979836774,37.93247186327636,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2818.6,2675.9,3402.3,5.332785231137181,51.79047055341817,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSDV,Dow Jones U.S. Computer Services Index,258.69,231.08,304.29,11.948243032715936,30.49645390070916,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1234.02,1180.41,1420.24,4.541642310722536,52.77421561084039,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSIV,Dow Jones U.S. Business Support Services Index,1154.18,1092.82,1443.42,5.614831353745368,57.7187733732236,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSIR,Dow Jones U.S. Insurance Index,1359.81,1264.26,1458.0,7.557780836220394,51.6452872281093,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSIX,Dow Jones U.S. Nonlife Insurance Index,1348.23,1246.37,1458.15,8.17253303593637,54.10945468811292,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSFA,Dow Jones U.S. Financial Administration Index,576.29,532.41,685.16,8.241768561822656,54.82004234297816,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSPN,Dow Jones U.S. Pharmaceuticals & Biotechnology Index,1131.73,960.01,1270.52,17.8873136738159,39.25352560704067,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,78,78,False,0,0,[],[],ALTA,BAJO,0
DJUSRI,Dow Jones U.S. Real Estate Investment Trusts Index,149.8,126.8,162.95,18.138801261829663,38.12849162011168,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,78,78,False,0,0,[],[],ALTA,BAJO,0
DJUSEN,Dow Jones U.S. Oil & Gas Index,746.17,623.85,813.7,19.607277390398323,37.43847752378866,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,77,77,False,0,0,[],[],ALTA,BAJO,0
DJUSOG,Dow Jones U.S. Oil & Gas Producers,847.28,707.01,914.32,19.83988911047934,39.38458901174254,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,77,77,False,0,0,[],[],ALTA,BAJO,0
DJUSRE,Dow Jones U.S. Real Estate Index,373.78,311.91,396.67,19.835850084960388,37.91700569568759,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,77,77,False,0,0,[],[],ALTA,BAJO,0
DJUSBT,Dow Jones U.S. Biotechnology Index,2819.9,2297.4,3117.3,22.7431008966658,39.84908372260145,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,76,76,False,0,0,[],[],ALTA,BAJO,0
DJUSVN,Dow Jones U.S. Distillers & Vintners Index,288.66,286.95,523.8,0.5959226346053446,73.14439946018886,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,1100.68,999.49,1229.25,10.124163323294884,41.14194684329668,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSMS,Dow Jones U.S. Medical Supplies Index,1631.37,1469.4,1749.93,11.022866476112684,46.77173979188221,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSRA,Dow Jones U.S. Apparel Retailers Index,1858.44,1490.78,1889.65,24.662257341794238,36.26973196313164,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSRL,Dow Jones U.S. Retail REITs Index,103.19,83.32,106.75,23.847815650504085,32.70637408568446,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSAF,Dow Jones U.S. Delivery Services Index,1011.3,916.9,1383.0,10.295561129894208,46.32224168126096,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,75,75,False,0,0,[],[],ALTA,BAJO,0
DJUSSP,Dow Jones U.S. Specialty Finance Index,744.54,663.1,803.35,12.281707133162408,41.59914995351311,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSPR,Dow Jones U.S. Pharmaceuticals Index,868.52,765.56,995.53,13.448978525523806,40.407303370786565,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSIU,Dow Jones U.S. Reinsurance Index,525.7,467.58,599.38,12.429958509773742,49.83898465618481,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSMT,Dow Jones U.S. Marine Transportation Index,288.86,275.54,433.97,4.834143862960003,71.88511896381812,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSIP,Dow Jones U.S. Property & Casualty Insurance Index,1961.98,1755.13,2065.57,11.7854517898959,49.70708661417321,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,BAJO,0
DJUSDB,Dow Jones U.S. Brewers Index,501.55,479.19,659.78,4.666207558588454,65.89905739171938,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSBV,Dow Jones U.S. Beverages Index,925.93,875.4,1065.32,5.77221841443911,76.01975308641984,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSIB,Dow Jones U.S. Insurance Brokers Index,769.21,729.23,891.38,5.482495234699617,62.92152788876459,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSFB,Dow Jones U.S. Food & Beverage Index,697.29,668.77,816.7,4.264545359391119,71.45969498910668,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,74,74,False,0,0,[],[],MEDIA,MEDIO,0
DJUSTK,Dow Jones U.S. Trucking Index,1419.95,1244.48,2071.67,14.099865003857037,46.181713259810216,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,73,73,False,0,0,[],[],MEDIA,BAJO,0
DJUSSR,Dow Jones U.S. Specialty REITs Index,264.39,229.18,287.27,15.363469761759308,45.94251901944216,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,73,73,False,0,0,[],[],MEDIA,BAJO,0
DJUSSD,Dow Jones U.S. Soft Drinks Index,901.88,835.84,1009.81,7.901033690658495,73.78708901363268,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,73,73,False,0,0,[],[],MEDIA,MEDIO,0
DJUSNG,Dow Jones U.S. Personal & Household Goods Index,1077.5,909.61,1081.16,18.457360846956387,42.31629667871265,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSIL,Dow Jones U.S. Life Insurance Index,1279.06,1077.94,1380.29,18.657810267732884,42.62970079604722,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSPC,Dow Jones U.S. Waste & Disposal Services Index,669.82,609.51,708.03,9.894833554822736,62.71973466003311,🟢,OPORTUNIDAD,251,2025-09-12 07:42:30,2025-09-12,0,72,72,False,0,0,[],[],MEDIA,MEDIO,0
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,757.95,647.09,855.73,17.132083635970268,44.0600819299044,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSOL,Dow Jones U.S. Integrated Oil & Gas Index,750.62,645.42,807.01,16.299463914970104,41.55690977000199,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSPL,Dow Jones U.S. Pipelines Index,1040.04,881.31,1229.95,18.010688633965348,44.140350877192944,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,72,72,False,0,0,[],[],MEDIA,BAJO,0
DJUSID,Dow Jones U.S. Diversified Industrials Index,943.68,767.22,1017.95,22.99992179557362,47.772504592774055,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,70,70,False,0,0,[],[],MEDIA,BAJO,0
DJUSFR,Dow Jones U.S. Forestry & Paper Index,857.62,703.58,952.75,21.893743426476014,46.07722439843313,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,70,70,False,0,0,[],[],MEDIA,BAJO,0
DJUSGU,Dow Jones U.S. Gas Distribution Index,374.09,302.1,378.12,23.829857663025468,47.74061032863855,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,69,69,False,0,0,[],[],MEDIA,BAJO,0
DJUSHP,Dow Jones U.S. Health Care Providers Index,2642.1,2106.6,3506.1,25.42010823127314,23.721945137157093,🔴,FUERTE,251,2025-09-12 07:42:30,2025-09-12,0,69,69,False,0,0,[],[],MEDIA,BAJO,0
DJUSIS,Dow Jones U.S. Support Services Index,859.83,764.29,981.89,12.5004906514543,54.58193254527705,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSMU,Dow Jones U.S. Multiutilities Index,281.84,249.55,292.91,12.939290723301928,55.03778337531496,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,445.24,397.01,541.01,12.148308606836103,54.67698519515479,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,115.98,104.12,152.72,11.39070303495966,50.6760728982951,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,68,68,False,0,0,[],[],MEDIA,BAJO,0
DJUSMR,Dow Jones U.S. Mortgage REITs Index,32.28,24.64,32.68,31.00649350649351,22.95597484276716,🔴,FUERTE,251,2025-09-12 07:42:30,2025-09-12,0,67,67,False,0,0,[],[],MEDIA,BAJO,0
DJUSOI,Dow Jones U.S. Oil Equipment & Services Index,259.81,198.86,294.15,30.6497033088605,28.027915353444413,🔴,FUERTE,251,2025-09-12 07:42:30,2025-09-12,0,67,67,False,0,0,[],[],MEDIA,BAJO,0
DJUSAM,Dow Jones U.S. Medical Equipment Index,2982.5,2589.3,3151.1,15.185571389950944,50.63752276867029,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,67,67,False,0,0,[],[],MEDIA,BAJO,0
DJUSEH,Dow Jones U.S. Real Estate Holding & Development Index,67.55,50.8,72.61,32.97244094488189,19.90330378726836,🔴,FUERTE,251,2025-09-12 07:42:30,2025-09-12,0,66,66,False,0,0,[],[],MEDIA,BAJO,0
DJUSHI,Dow Jones U.S. Home Improvement Retailers Index,932.98,705.04,958.3,32.33008056280496,27.556906766448435,🔴,FUERTE,251,2025-09-12 07:42:30,2025-09-12,0,66,66,False,0,0,[],[],MEDIA,BAJO,0
DJUSGI,Dow Jones U.S. General Industrials Index,725.43,613.23,783.86,18.296560833618692,50.57980900409283,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,66,66,False,0,0,[],[],MEDIA,BAJO,0
DJUSUT,Dow Jones U.S. Utilities Index,421.54,353.79,435.98,19.14977811696204,54.1338007595676,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSMF,Dow Jones U.S. Mortgage Finance Index,13.48,9.98,13.66,35.07014028056112,27.98165137614673,🔴,FUERTE,251,2025-09-12 07:42:30,2025-09-12,0,65,65,False,0,0,[],[],MEDIA,BAJO,0
DJUSEU,Dow Jones U.S. Electricity Index,418.21,340.99,433.59,22.645825390773915,53.28425821064552,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,64,64,False,0,0,[],[],MEDIA,BAJO,0
DJUSVE,Dow Jones U.S. Conventional Electricity Index,419.48,341.92,434.77,22.683668694431443,53.216704288939006,🟡,CERCA,251,2025-09-12 07:42:30,2025-09-12,0,64,64,False,0,0,[],[],MEDIA,BAJO,0
