ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
ALIT,"Alight,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,0.77,$1.89 - $1.96,2.36,1.83,0.0,2026-02-25,16.0,-67.5,1.93,2.36,-60.1,2.53,,,,,,
WYY,WidePoint,Oversold Bounce,⭐⭐⭐ EXCELENTE,100,3.96,$5.2 - $5.42,7.34,5.04,0.0,2026-02-25,15.8,-46.3,5.31,7.34,-25.4,1.35,,,,,,
ACVA,ACV Auctions,Oversold Bounce,⭐⭐⭐ EXCELENTE,100,4.75,$7.57 - $7.87,8.98,7.33,0.0,2026-02-25,18.5,-47.1,7.72,8.98,-38.5,4.67,,,,,,
FWDI,"Forward Industries,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,4.13,$6.41 - $6.67,23.89,6.21,0.0,2026-02-25,26.7,-53.6,6.54,23.89,-36.9,1.4,,,,,,
DASH,"DoorDash,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,164.38,$183.98 - $191.48,258.31,178.34,0.0,2026-02-25,25.6,-30.0,187.73,258.31,-12.4,0.85,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,2.73,$5.27 - $5.49,6.75,5.11,0.0,2026-02-25,27.0,-59.6,5.38,6.75,-49.3,0.34,,,,,,
SVCO,"Silvaco Group,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,3.4,$3.93 - $4.09,4.83,3.81,0.0,2026-02-25,28.2,-31.5,4.01,4.83,-15.2,0.54,,,,,,
MYSZ,"My Size,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,0.53,$0.74 - $0.77,1.18,0.72,0.0,2026-02-25,20.7,-51.4,0.76,1.18,-30.1,0.49,,,,,,
BLND,"Blend Labs,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,1.64,$2.93 - $3.05,3.34,2.84,0.0,2026-02-25,24.4,-50.9,2.99,3.34,-45.2,0.69,,,,,,
LYFT,"Lyft,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,13.53,$18.95 - $19.72,22.97,18.37,0.0,2026-02-25,28.6,-41.1,19.34,22.97,-30.0,0.68,,,,,,
RPD,"Rapid7,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,6.12,$15.3 - $15.93,18.76,14.83,0.0,2026-02-25,13.5,-63.4,15.62,18.76,-60.8,1.1,,,,,,
AMR,"Alpha Metallurgical Resources,",Oversold Bounce,⭐⭐ MUY BUENA,75,180.63,$150.12 - $156.25,181.77,145.53,0.03,2026-02-25,20.5,-27.6,153.19,181.77,17.9,1.39,,,,,,
APCX,AppTech Payments,Oversold Bounce,⭐⭐ MUY BUENA,75,0.31,$0.27 - $0.28,0.44,0.26,2.46,2026-02-25,29.1,-30.0,0.28,0.44,13.3,6.12,,,,,,
NWTG,"Newton Golf,",Bull Flag Pullback,⭐⭐ MUY BUENA,75,1.61,$1.58 - $1.64,1.86,1.52,2.94,2026-02-25,,,,,,,35.8,-13.4,1.57,1.57,Bearish,True
NRDY,Nerdy,Oversold Bounce,⭐⭐ MUY BUENA,70,0.89,$0.96 - $1.0,1.27,0.93,0.0,2026-02-25,32.5,-37.1,0.98,1.27,-8.9,1.2,,,,,,
FLYW,Flywire,Oversold Bounce,⭐⭐ MUY BUENA,70,11.24,$12.79 - $13.31,13.99,12.4,0.0,2026-02-25,49.3,-24.1,13.05,13.99,-13.9,2.47,,,,,,
