ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la disponibilidad de datos razonables. Sin embargo, la tesis OVERVALUED no es correcta ya que el precio de compra calculado es inferior al precio actual, lo que sugiere que el valor actual del mercado es más bajo que el valor intrínseco.",80,-8,2026-07-06T09:13:32+00:00
FAST,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia de los datos de FCF y la disponibilidad de información histórica. Sin embargo, la tesis OVERVALUED no es correcta debido a que el precio de compra calculado es inferior al precio actual y el margen de seguridad es negativo.",80,-8,2026-07-06T09:13:32+00:00
MSI,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la disponibilidad de datos razonables. Sin embargo, la tesis OVERVALUED no es correcta debido a la baja margen de seguridad y el upside negativo.",80,-8,2026-07-06T09:13:32+00:00
CB,RELIABLE,BUY,El dato subyacente es fiable debido a la coherencia del FCF histórico y la disponibilidad de información de shares. La tesis BUY se considera correcta debido a un upside sólido con un margen de seguridad de 56.7% y fundamentales que lo respaldan.,85,8,2026-07-06T09:13:32+00:00
CHD,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF y la disponibilidad de datos históricos. Sin embargo, la tesis OVERVALUED no es correcta debido a la gran brecha entre el precio actual y el precio de compra calculado, lo que sugiere que el precio actual es bajo.",80,-8,2026-07-06T09:13:32+00:00
ROP,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la razónable estimación de shares. Sin embargo, la tesis OVERVALUED no es correcta debido a la presencia de un red flag significativo (ROIC < coste capital estimado) y un margen de seguridad bajo.",80,-8,2026-07-06T09:13:32+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente es fiable, pero la tesis OVERVALUED no se sostiene debido a que el precio de compra calculado es inferior al precio actual, lo que sugiere que el mercado ya ha anticipado la recuperación de la empresa.",80,-8,2026-07-06T09:13:32+00:00
7741.T,RELIABLE,INSUFFICIENT,"La calidad de la data es buena, pero la tesis NO_DATA no se puede evaluar debido a la falta de información sobre el precio de compra y el upside vs precio actual.",80,0,2026-07-06T09:13:32+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente es fiable, pero la tesis OVERVALUED no se sostiene debido a la alta tasa de crecimiento del FCF y la valoración relativamente baja del EV/FCF. La red de seguridad es baja y el upside es negativo.",80,-8,2026-07-06T09:13:32+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"La falta de datos históricos y de FCF forward hace que el modelo no sea fiable. Además, la falta de información sobre el sector y la empresa dificulta emitir un veredicto sobre la tesis NO_DATA.",60,0,2026-07-06T09:13:32+00:00
CNI,RELIABLE,AVOID,"El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la razónable dilución de acciones. Sin embargo, la tesis OVERVALUED no es correcta debido a la caída del FCF en el último año y la dilución de acciones, lo que sugiere que el precio actual puede ser un buen punto de entrada.",80,-8,2026-07-06T09:13:32+00:00
SYK,RELIABLE,BUY,El modelo de Owner Earnings es fiable debido a la coherencia del FCF histórico y la disponibilidad de datos razonables. La tesis HOLD es correcta debido a un upside sólido con margen de seguridad y fundamentales que lo respaldan.,80,8,2026-07-06T09:13:32+00:00
ERIE,RELIABLE,INSUFFICIENT,"La falta de información sobre el FCF forward y el NTM FCF yield hace que sea difícil evaluar la tesis implícita de NO_DATA. Sin embargo, el historial de FCF coherente y la información disponible sugiere que el modelo podría ser fiable.",60,0,2026-07-06T09:13:32+00:00
MSFT,RELIABLE,BUY,"El dato subyacente parece fiable, con un historial de FCF coherente y una proyección de crecimiento sólida. La tesis BUY se ve respaldada por un upside sólido y un margen de seguridad alto.",85,8,2026-07-06T09:13:32+00:00
