ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,74.5,HKD,82.0,A,82.0,ROE 22.5% | Potencial +40% analistas | FCF yield 6.7% | Dividendo 3.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.58,40.4,30,6.7,5.05,2.97,,22.5,11.6,13.4,16.9,12.4,-29.9,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-06,0,
0700.HK,Tencent Holdings Limited,452.0,HKD,82.0,A,82.0,ROE 20.5% | Potencial +55% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,699.71,54.8,41,3.2,6.85,1.23,,20.5,11.9,16.2,30.6,9.1,-33.8,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual for a growth company like Tencent",2026-07-06,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.76,BRL,81.0,A,81.0,ROE 26.7% | Potencial +35% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 6.0% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,35.3,14,,4.41,5.99,,26.7,11.3,16.0,47.0,20.3,-27.4,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential accounting or operational anomalies,2026-07-06,0,
005930.KS,"Samsung Electronics Co., Ltd.",318000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 5.0x (vs 11x mercado) | Potencial +48% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,470289.7,47.9,37,3.2,5.99,,,18.9,5.0,,21.5,69.2,-15.1,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 5.0x seems anomalously low for a technology company like Samsung Electronics,2026-07-06,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,376.4,HKD,77.0,A,77.0,ROE 35.0% | Potencial +38% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,37.7,17,,4.72,3.48,,35.0,24.1,25.3,62.6,19.0,-19.2,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin for a financial services company may indicate potential accounting or operational anomalies,2026-07-06,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,55.7,HKD,76.0,A,76.0,ROE 17.5% | P/E 11.0x | Potencial +51% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.01,50.8,23,-1.2,6.35,2.01,,17.5,11.0,11.4,10.7,21.3,-39.1,Negative FCF Yield | Cyclical Risk,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-07-06,0,
1299.HK,AIA Group Limited,74.0,HKD,74.0,A,74.0,P/E 10.9x | Potencial +41% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.42,41.1,18,,5.14,2.64,,14.8,10.9,16.0,23.8,6.0,-19.7,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,Anomalous FCF yield absence and potential exposure to Chinese real estate sector pose concerns,2026-07-06,0,
9999.HK,"NetEase, Inc.",208.4,HKD,73.0,A,73.0,ROE 22.1% | Potencial +20% | FCF yield 5.1% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.5,19.7,20,5.1,2.47,2.2,,22.1,12.6,17.1,29.8,6.1,-16.0,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E seems low compared to the trailing P/E and profit margin, indicating potential undervaluation or upcoming earnings decline",2026-07-06,0,
RENT3.SA,Localiza Rent a Car S.A.,41.45,BRL,71.0,A,71.0,P/E 8.6x | Potencial +41% analistas | FCF yield 22.8% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.33,40.7,15,22.8,5.09,5.16,,8.5,8.6,20.0,5.1,21.2,-22.3,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and significant analyst upside may indicate overoptimism or data quality issues,2026-07-06,0,
TOTS3.SA,TOTVS S.A.,30.0,BRL,70.0,A,70.0,ROE 16.9% | Potencial +61% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.31,61.0,13,2.2,7.63,2.77,,16.9,14.2,20.4,15.2,22.4,-38.0,Regulatory Risk | Geopolitical Risk,,SUSPECT,High analyst upside of 61.0% seems inconsistent with the fundamentals of a stable technology company,2026-07-06,0,
7974.T,"Nintendo Co., Ltd.",7033.0,JPY,66.0,A,66.0,Potencial +46% analistas | Crecimiento ingresos +95% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10237.88,45.6,25,3.4,5.7,3.07,,14.9,20.7,19.3,18.3,95.1,-52.5,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-07-06,0,
